DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6020;P6040;DPTO;AREA;FEX_C
149514;1;3;1;10;1;10;95;95;5,79877058691403
149521;1;1;1;10;1;48;95;95;50,449304106152
149521;1;2;1;10;1;11;95;95;50,449304106152
149526;1;1;1;10;2;49;95;95;5,79877058691403
149537;1;1;1;10;2;32;99;99;3,28483971745498
149537;1;2;1;10;1;3;99;99;3,28483971745498
149566;1;1;1;10;1;63;95;95;5,79877058691403
149566;1;2;1;10;2;53;95;95;5,79877058691403
149566;1;3;1;10;1;17;95;95;5,79877058691403
149566;1;4;1;10;1;7;95;95;5,79877058691403
149566;1;5;1;10;2;17;95;95;5,79877058691403
149566;1;6;1;10;2;16;95;95;5,79877058691403
149572;1;1;1;10;2;53;81;81;7,59043141597366
149572;1;2;1;10;1;37;81;81;7,59043141597366
149572;1;3;1;10;2;20;81;81;7,59043141597366
149572;1;4;1;10;1;0;81;81;7,59043141597366
149582;1;1;1;10;2;38;81;81;10,257000036926
149582;1;2;1;10;1;19;81;81;10,257000036926
149582;1;3;1;10;2;17;81;81;10,257000036926
149582;1;4;1;10;2;12;81;81;10,257000036926
149596;1;1;1;10;2;30;99;99;3,28483971745498
149596;1;2;1;10;1;9;99;99;3,28483971745498
149609;1;1;1;10;2;53;95;95;5,79877058691403
149609;1;2;1;10;1;34;95;95;5,79877058691403
149609;1;3;1;10;1;19;95;95;5,79877058691403
149638;1;1;1;10;2;53;95;95;5,79877058691403
149638;1;2;1;10;1;32;95;95;5,79877058691403
149638;1;3;1;10;1;12;95;95;5,79877058691403
149639;1;1;1;10;1;54;99;99;1,89549502356952
149639;1;2;1;10;2;43;99;99;1,89549502356952
149639;1;3;1;10;2;17;99;99;1,89549502356952
149639;1;4;1;10;2;17;99;99;1,89549502356952
149716;1;1;1;10;2;54;99;99;4,56428918050723
149716;1;2;1;10;1;11;99;99;4,56428918050723
149716;1;3;1;10;1;3;99;99;4,56428918050723
149719;1;1;1;10;1;46;99;99;5,89849679941331
149719;1;2;1;10;2;35;99;99;5,89849679941331
149719;1;3;1;10;1;16;99;99;5,89849679941331
149719;1;4;1;10;1;14;99;99;5,89849679941331
149719;1;5;1;10;1;9;99;99;5,89849679941331
149721;1;1;1;10;1;39;99;99;2,75776650582768
149721;1;2;1;10;2;26;99;99;2,75776650582768
149721;1;3;1;10;2;4;99;99;2,75776650582768
149721;1;4;1;10;1;2;99;99;2,75776650582768
149721;1;5;1;10;1;74;99;99;2,75776650582768
149723;1;1;1;10;2;25;81;81;7,59043141597366
149724;1;1;1;10;2;20;81;81;15,7093663231617
149724;1;2;1;10;1;25;81;81;15,7093663231617
149778;1;1;1;10;1;50;94;94;4,13729655666929
149778;1;2;1;10;2;23;94;94;4,13729655666929
149778;1;3;1;10;1;11;94;94;4,13729655666929
149778;1;4;1;10;1;8;94;94;4,13729655666929
149783;1;1;1;10;2;27;94;94;1,84059246597732
149783;1;2;1;10;1;28;94;94;1,84059246597732
149783;1;3;1;10;2;9;94;94;1,84059246597732
149792;1;1;1;10;2;53;81;81;7,59043141597366
149792;1;2;1;10;1;50;81;81;7,59043141597366
149852;1;1;1;10;2;52;86;86;7,95513273077118
149852;1;2;1;10;2;19;86;86;7,95513273077118
149852;1;3;1;10;1;20;86;86;7,95513273077118
149910;1;1;1;10;1;82;95;95;12,6288073336026
149912;1;1;1;10;1;40;85;85;26,8075428868323
149912;1;2;1;10;2;41;85;85;26,8075428868323
149912;1;3;1;10;2;9;85;85;26,8075428868323
149912;1;4;1;10;1;7;85;85;26,8075428868323
149912;1;5;1;10;1;71;85;85;26,8075428868323
149926;1;1;1;10;2;86;95;95;5,79877058691403
149951;1;1;1;10;2;33;95;95;5,79877058691403
149951;1;2;1;10;2;12;95;95;5,79877058691403
149957;1;1;1;10;2;61;81;81;7,59043141597366
149957;1;2;1;10;2;85;81;81;7,59043141597366
149957;1;3;1;10;2;44;81;81;7,59043141597366
149966;1;1;1;10;2;59;85;85;18,0815113525847
149966;1;2;1;10;1;59;85;85;18,0815113525847
149966;1;3;1;10;2;25;85;85;18,0815113525847
149966;1;4;1;10;2;4;85;85;18,0815113525847
149985;1;1;1;10;2;59;81;81;7,59043141597366
149985;1;2;1;10;1;30;81;81;7,59043141597366
150002;1;1;1;10;1;51;95;95;5,79877058691403
150016;1;1;1;10;1;64;85;85;21,7035735587148
150016;1;2;1;10;2;68;85;85;21,7035735587148
150021;1;1;1;10;1;56;81;81;10,1164306669455
150021;1;2;1;10;1;25;81;81;10,1164306669455
150021;1;3;1;10;2;34;81;81;10,1164306669455
150021;1;4;1;10;2;9;81;81;10,1164306669455
150040;1;1;1;10;1;67;81;81;9,24226683507712
150040;1;2;1;10;2;65;81;81;9,24226683507712
150060;1;1;1;10;1;50;85;85;19,5958380409868
150060;1;2;1;10;2;39;85;85;19,5958380409868
150060;1;3;1;10;1;14;85;85;19,5958380409868
150060;1;4;1;10;2;59;85;85;19,5958380409868
150071;1;1;1;10;1;33;95;95;5,79877058691403
150089;1;1;1;10;2;20;85;85;24,225946247647
150096;1;1;1;10;1;56;81;81;30,3617256638947
150096;1;2;1;10;2;17;81;81;30,3617256638947
150096;1;3;1;10;1;21;81;81;30,3617256638947
150096;1;4;1;10;1;3;81;81;30,3617256638947
150169;1;1;1;10;1;27;86;86;9,10176231529496
150184;1;1;1;10;1;34;86;86;8,4354646551093
150184;1;2;1;10;2;30;86;86;8,4354646551093
150184;1;3;1;10;2;7;86;86;8,4354646551093
150197;1;1;1;10;2;33;86;86;8,48763689582223
150197;1;2;1;10;1;2;86;86;8,48763689582223
150203;1;1;1;10;2;75;86;86;6,85017359835403
150203;1;2;1;10;1;57;86;86;6,85017359835403
150219;1;1;1;10;2;48;86;86;12,8292707539007
150219;1;2;1;10;2;29;86;86;12,8292707539007
150219;1;3;1;10;1;18;86;86;12,8292707539007
150219;1;4;1;10;2;16;86;86;12,8292707539007
150219;1;5;1;10;1;14;86;86;12,8292707539007
150219;1;6;1;10;1;2;86;86;12,8292707539007
150219;1;7;1;10;1;11;86;86;12,8292707539007
150219;1;8;1;10;2;6;86;86;12,8292707539007
150240;1;1;1;10;1;34;86;86;9,10176231529496
150242;1;1;1;10;2;45;86;86;7,13261537015614
150242;1;2;1;10;2;21;86;86;7,13261537015614
150242;1;3;1;10;2;14;86;86;7,13261537015614
150304;1;1;1;10;1;57;85;85;27,199889729064
150304;1;2;1;10;1;19;85;85;27,199889729064
150324;1;1;1;10;1;53;85;85;26,776436846578
150324;1;2;1;10;2;15;85;85;26,776436846578
150326;1;1;1;10;1;48;85;85;26,3234177373537
150326;1;2;1;10;2;39;85;85;26,3234177373537
150326;1;3;1;10;2;22;85;85;26,3234177373537
150326;1;4;1;10;2;19;85;85;26,3234177373537
150326;1;5;1;10;1;18;85;85;26,3234177373537
150326;1;6;1;10;1;16;85;85;26,3234177373537
150330;1;1;1;10;1;26;85;85;26,776436846578
150330;1;2;1;10;2;24;85;85;26,776436846578
150332;1;1;1;10;1;68;85;85;22,3192053217237
150332;1;2;1;10;2;61;85;85;22,3192053217237
150332;1;3;1;10;2;19;85;85;22,3192053217237
150333;1;1;1;10;1;33;85;85;29,2071286400163
150333;1;2;1;10;2;30;85;85;29,2071286400163
150333;1;3;1;10;1;13;85;85;29,2071286400163
150333;1;4;1;10;2;11;85;85;29,2071286400163
150333;1;5;1;10;1;6;85;85;29,2071286400163
150336;1;1;1;10;2;28;85;85;25,5333233762439
150336;1;2;1;10;1;33;85;85;25,5333233762439
150336;1;3;1;10;1;12;85;85;25,5333233762439
150336;1;4;1;10;2;9;85;85;25,5333233762439
150338;1;1;1;10;1;47;85;85;25,5333233762439
150338;1;2;1;10;2;43;85;85;25,5333233762439
150338;1;3;1;10;1;19;85;85;25,5333233762439
150338;1;4;1;10;2;9;85;85;25,5333233762439
150342;1;1;1;10;1;29;85;85;30,2121865102909
150342;1;2;1;10;2;23;85;85;30,2121865102909
150342;1;3;1;10;2;3;85;85;30,2121865102909
150344;1;1;1;10;2;30;85;85;29,6482978049242
150344;1;2;1;10;1;37;85;85;29,6482978049242
150344;1;3;1;10;1;8;85;85;29,6482978049242
150344;1;4;1;10;2;7;85;85;29,6482978049242
150344;1;5;1;10;2;2;85;85;29,6482978049242
150368;1;1;1;10;2;67;97;97;3,30731143379137
150368;1;2;1;10;2;18;97;97;3,30731143379137
150368;1;3;1;10;2;56;97;97;3,30731143379137
150402;1;1;1;10;2;63;97;97;1,58966084554411
150402;1;2;1;10;1;51;97;97;1,58966084554411
150453;1;1;1;10;1;32;97;97;1,58966084554411
150453;1;2;1;10;2;26;97;97;1,58966084554411
150489;1;1;1;10;2;28;85;85;24,9879527152214
150489;1;2;1;10;1;10;85;85;24,9879527152214
150489;1;3;1;10;1;5;85;85;24,9879527152214
150489;1;4;1;10;1;67;85;85;24,9879527152214
150489;1;5;1;10;2;58;85;85;24,9879527152214
150489;1;6;1;10;1;19;85;85;24,9879527152214
150497;1;1;1;10;2;51;81;81;7,59043141597366
150497;1;2;1;10;1;26;81;81;7,59043141597366
150497;1;3;1;10;2;19;81;81;7,59043141597366
150506;1;1;1;10;1;35;97;97;1,58966084554411
150533;1;1;1;10;1;51;85;85;20,3342567397438
150533;1;2;1;10;2;37;85;85;20,3342567397438
150533;1;3;1;10;2;15;85;85;20,3342567397438
150533;1;4;1;10;2;12;85;85;20,3342567397438
150539;1;1;1;10;2;51;85;85;23,2208883773724
150539;1;2;1;10;1;22;85;85;23,2208883773724
150539;1;3;1;10;1;11;85;85;23,2208883773724
150564;1;1;1;10;2;28;97;97;1,58966084554411
150564;1;2;1;10;1;13;97;97;1,58966084554411
150568;1;1;1;10;1;74;85;85;23,3082002211608
150568;1;2;1;10;2;45;85;85;23,3082002211608
150568;1;3;1;10;1;44;85;85;23,3082002211608
150568;1;4;1;10;1;22;85;85;23,3082002211608
150568;1;5;1;10;2;20;85;85;23,3082002211608
150570;1;1;1;10;2;63;85;85;21,1085788130939
150574;1;1;1;10;1;61;85;85;24,6981540575197
150574;1;2;1;10;2;62;85;85;24,6981540575197
150574;1;3;1;10;1;24;85;85;24,6981540575197
150593;1;1;1;10;1;32;91;91;5,55496050124822
150593;1;2;1;10;2;24;91;91;5,55496050124822
150593;1;3;1;10;2;4;91;91;5,55496050124822
150618;1;1;1;10;2;23;97;97;1,58966084554411
150618;1;2;1;10;1;28;97;97;1,58966084554411
150652;1;1;1;10;1;22;91;91;6,68397700704497
150652;1;2;1;10;2;45;91;91;6,68397700704497
150652;1;3;1;10;1;24;91;91;6,68397700704497
150655;1;1;1;10;1;56;85;85;26,5724080217388
150655;1;2;1;10;2;45;85;85;26,5724080217388
150655;1;3;1;10;1;21;85;85;26,5724080217388
150655;1;4;1;10;1;12;85;85;26,5724080217388
150655;1;5;1;10;2;7;85;85;26,5724080217388
150658;1;1;1;10;2;34;91;91;5,75648007569054
150658;1;2;1;10;1;41;91;91;5,75648007569054
150658;1;3;1;10;2;11;91;91;5,75648007569054
150658;1;4;1;10;1;5;91;91;5,75648007569054
150666;1;1;1;10;2;37;95;95;5,79877058691403
150666;1;2;1;10;1;21;95;95;5,79877058691403
150668;1;1;1;10;1;28;97;97;5,02098271436226
150668;1;2;1;10;2;28;97;97;5,02098271436226
150668;1;3;1;10;1;3;97;97;5,02098271436226
150668;1;4;1;10;1;2;97;97;5,02098271436226
150694;1;1;1;10;1;40;95;95;5,79877058691403
150694;1;2;1;10;2;42;95;95;5,79877058691403
150694;1;3;1;10;2;14;95;95;5,79877058691403
150703;1;1;1;10;2;25;85;85;22,9828327773129
150703;1;2;1;10;2;3;85;85;22,9828327773129
150703;1;3;1;10;1;24;85;85;22,9828327773129
150722;1;1;1;10;2;57;94;94;1,88039067118461
150735;1;1;1;10;1;33;85;85;26,1608050835692
150737;1;1;1;10;2;23;94;94;2,57143765603151
150737;1;2;1;10;2;15;94;94;2,57143765603151
150737;1;3;1;10;2;10;94;94;2,57143765603151
150766;1;1;1;10;2;50;94;94;1,24897003745308
150766;1;2;1;10;1;17;94;94;1,24897003745308
150766;1;3;1;10;2;80;94;94;1,24897003745308
150770;1;1;1;10;1;37;85;85;26,3870107393122
150770;1;2;1;10;2;31;85;85;26,3870107393122
150770;1;3;1;10;2;13;85;85;26,3870107393122
150770;1;4;1;10;1;9;85;85;26,3870107393122
150770;1;5;1;10;1;14;85;85;26,3870107393122
150779;1;1;1;10;2;42;94;94;2,42460980226748
150779;1;2;1;10;1;24;94;94;2,42460980226748
150779;1;3;1;10;1;18;94;94;2,42460980226748
150787;1;1;1;10;2;29;94;94;1,75462797185109
150787;1;2;1;10;1;31;94;94;1,75462797185109
150787;1;3;1;10;1;13;94;94;1,75462797185109
150812;1;1;1;10;2;56;94;94;2,31300157042258
150812;1;2;1;10;1;58;94;94;2,31300157042258
150830;1;1;1;10;2;74;95;95;5,79877058691403
150925;1;1;1;10;1;22;86;86;10,3905045954446
150925;1;2;1;10;2;20;86;86;10,3905045954446
150927;1;1;1;10;1;42;95;95;5,79877058691403
150927;1;2;1;10;2;40;95;95;5,79877058691403
150927;1;3;1;10;2;10;95;95;5,79877058691403
150927;1;4;1;10;2;7;95;95;5,79877058691403
150935;1;1;1;10;1;43;91;91;5,75648007569054
150935;1;2;1;10;2;38;91;91;5,75648007569054
150935;1;3;1;10;2;7;91;91;5,75648007569054
150935;1;4;1;10;1;5;91;91;5,75648007569054
150936;1;1;1;10;2;24;86;86;10,3905045954446
150936;1;2;1;10;1;23;86;86;10,3905045954446
150949;1;1;1;10;2;69;81;81;7,59043141597366
150949;1;2;1;10;2;67;81;81;7,59043141597366
150970;1;1;1;10;1;33;81;81;11,7626375723571
150976;1;1;1;10;1;59;81;81;14,7998790812184
151015;1;1;1;10;1;45;95;95;5,79877058691403
151015;1;2;1;10;2;44;95;95;5,79877058691403
151015;1;3;1;10;2;17;95;95;5,79877058691403
151015;1;4;1;10;1;11;95;95;5,79877058691403
151015;1;5;1;10;2;20;95;95;5,79877058691403
151016;1;1;1;10;2;52;81;81;7,59043141597366
151016;1;2;1;10;2;67;81;81;7,59043141597366
151016;1;3;1;10;2;17;81;81;7,59043141597366
151016;1;4;1;10;2;17;81;81;7,59043141597366
151027;1;1;1;10;2;57;99;99;1,89549502356952
151027;1;2;1;10;1;55;99;99;1,89549502356952
151027;1;3;1;10;1;24;99;99;1,89549502356952
151027;1;4;1;10;2;32;99;99;1,89549502356952
151098;1;1;1;10;2;20;99;99;1,89549502356952
151098;1;2;1;10;1;27;99;99;1,89549502356952
151098;1;3;1;10;2;1;99;99;1,89549502356952
151098;1;4;1;10;2;56;99;99;1,89549502356952
151098;1;5;1;10;2;26;99;99;1,89549502356952
151098;1;6;1;10;2;0;99;99;1,89549502356952
151118;1;1;1;10;1;52;95;95;5,79877058691403
151118;1;2;1;10;2;40;95;95;5,79877058691403
151118;1;3;1;10;1;18;95;95;5,79877058691403
151118;1;4;1;10;2;24;95;95;5,79877058691403
151118;1;5;1;10;1;3;95;95;5,79877058691403
151118;1;6;1;10;1;75;95;95;5,79877058691403
151129;1;1;1;10;2;33;81;81;16,7758841782703
151129;1;2;1;10;1;44;81;81;16,7758841782703
151129;1;3;1;10;1;14;81;81;16,7758841782703
151129;1;4;1;10;2;10;81;81;16,7758841782703
151130;1;1;1;10;2;47;85;85;34,3818247315793
151130;1;2;1;10;1;17;85;85;34,3818247315793
151130;2;1;2;10;2;24;85;85;34,3818247315793
151130;2;2;2;10;2;8;85;85;34,3818247315793
151130;2;3;2;10;2;8;85;85;34,3818247315793
151130;2;4;2;10;1;7;85;85;34,3818247315793
151130;2;5;2;10;1;5;85;85;34,3818247315793
151154;1;1;1;10;1;40;97;97;1,58966084554411
151154;1;2;1;10;2;33;97;97;1,58966084554411
151169;1;1;1;10;2;32;97;97;4,05041197009152
151169;1;2;1;10;2;5;97;97;4,05041197009152
151182;1;1;1;10;2;47;81;81;7,59043141597366
151182;1;2;1;10;1;28;81;81;7,59043141597366
151182;1;3;1;10;1;27;81;81;7,59043141597366
151201;1;1;1;10;1;52;94;94;1,24897003745308
151201;1;2;1;10;2;39;94;94;1,24897003745308
151201;1;3;1;10;2;15;94;94;1,24897003745308
151204;1;1;1;10;1;37;97;97;2,4913790519905
151204;1;2;1;10;2;24;97;97;2,4913790519905
151204;1;3;1;10;2;1;97;97;2,4913790519905
151221;1;1;1;10;2;37;94;94;1,24897003745308
151221;1;2;1;10;2;36;94;94;1,24897003745308
151230;1;1;1;10;1;69;94;94;2,31300157042258
151230;1;2;1;10;2;63;94;94;2,31300157042258
151240;1;1;1;10;1;37;94;94;2,15665218266368
151240;1;2;1;10;2;24;94;94;2,15665218266368
151248;1;1;1;10;2;61;81;81;7,59043141597366
151248;1;2;1;10;2;34;81;81;7,59043141597366
151253;1;1;1;10;1;45;94;94;3,065417556508
151253;1;2;1;10;2;25;94;94;3,065417556508
151253;1;3;1;10;1;7;94;94;3,065417556508
151253;1;4;1;10;1;0;94;94;3,065417556508
151268;1;1;1;10;2;30;94;94;1,24897003745308
151268;1;2;1;10;1;34;94;94;1,24897003745308
151279;1;1;1;10;1;41;94;94;2,83091465298012
151279;1;2;1;10;2;39;94;94;2,83091465298012
151279;1;3;1;10;1;11;94;94;2,83091465298012
151279;1;4;1;10;2;9;94;94;2,83091465298012
151291;1;1;1;10;1;33;97;97;1,58966084554411
151291;1;2;1;10;2;30;97;97;1,58966084554411
151291;1;3;1;10;2;13;97;97;1,58966084554411
151291;1;4;1;10;2;11;97;97;1,58966084554411
151327;1;1;1;10;1;59;95;95;5,79877058691403
151327;1;2;1;10;2;54;95;95;5,79877058691403
151327;1;3;1;10;2;23;95;95;5,79877058691403
151327;1;4;1;10;1;4;95;95;5,79877058691403
151327;1;5;1;10;2;14;95;95;5,79877058691403
151349;1;1;1;10;1;63;97;97;1,58966084554411
151349;1;2;1;10;2;63;97;97;1,58966084554411
151349;1;3;1;10;1;30;97;97;1,58966084554411
151349;1;4;1;10;2;37;97;97;1,58966084554411
151349;1;5;1;10;2;21;97;97;1,58966084554411
151349;1;6;1;10;1;10;97;97;1,58966084554411
151362;1;1;1;10;2;36;95;95;5,79877058691403
151362;1;2;1;10;2;21;95;95;5,79877058691403
151362;1;3;1;10;2;61;95;95;5,79877058691403
151362;1;4;1;10;2;3;95;95;5,79877058691403
151381;1;1;1;10;2;40;95;95;5,79877058691403
151381;1;2;1;10;2;10;95;95;5,79877058691403
151381;1;3;1;10;2;67;95;95;5,79877058691403
151381;1;4;1;10;1;51;95;95;5,79877058691403
151381;1;5;1;10;2;42;95;95;5,79877058691403
151381;1;6;1;10;1;22;95;95;5,79877058691403
151400;1;1;1;10;1;51;95;95;5,79877058691403
151400;1;2;1;10;2;41;95;95;5,79877058691403
151400;1;3;1;10;2;15;95;95;5,79877058691403
151400;1;4;1;10;1;13;95;95;5,79877058691403
151537;1;1;1;10;1;50;95;95;5,79877058691403
151537;1;2;1;10;2;50;95;95;5,79877058691403
151537;1;3;1;10;2;15;95;95;5,79877058691403
151566;1;1;1;10;1;68;91;91;4,63741702420154
151566;1;2;1;10;2;58;91;91;4,63741702420154
151566;1;3;1;10;1;28;91;91;4,63741702420154
151569;1;1;1;10;2;25;91;91;5,28560885416804
151569;1;2;1;10;2;49;91;91;5,28560885416804
151569;1;3;1;10;1;27;91;91;5,28560885416804
151574;1;1;1;10;2;51;81;81;7,59043141597366
151574;1;2;1;10;1;60;81;81;7,59043141597366
151574;1;3;1;10;2;34;81;81;7,59043141597366
151574;1;4;1;10;1;12;81;81;7,59043141597366
151574;1;5;1;10;1;3;81;81;7,59043141597366
151599;1;1;1;10;2;23;95;95;5,79877058691403
151648;1;1;1;10;1;66;81;81;7,59043141597366
151648;1;2;1;10;2;52;81;81;7,59043141597366
151648;1;3;1;10;2;30;81;81;7,59043141597366
151648;1;4;1;10;2;4;81;81;7,59043141597366
151648;1;5;1;10;2;16;81;81;7,59043141597366
151648;1;6;1;10;2;38;81;81;7,59043141597366
151648;1;7;1;10;1;32;81;81;7,59043141597366
151653;1;1;1;10;1;45;81;81;7,59043141597366
151653;1;2;1;10;2;25;81;81;7,59043141597366
151653;1;3;1;10;2;12;81;81;7,59043141597366
151653;1;4;1;10;1;1;81;81;7,59043141597366
151653;1;5;1;10;2;63;81;81;7,59043141597366
151670;1;1;1;10;1;41;81;81;12,0469798872018
151670;1;2;1;10;2;27;81;81;12,0469798872018
151670;1;3;1;10;1;6;81;81;12,0469798872018
151670;1;4;1;10;1;1;81;81;12,0469798872018
151711;1;1;1;10;1;26;85;85;30,2121865102909
151711;1;2;1;10;2;21;85;85;30,2121865102909
151711;1;3;1;10;2;1;85;85;30,2121865102909
151737;1;1;1;10;1;34;85;85;29,1553855823741
151737;1;2;1;10;1;22;85;85;29,1553855823741
151809;1;1;1;10;1;40;86;86;10,0611321242715
151809;1;2;1;10;2;37;86;86;10,0611321242715
151809;1;3;1;10;2;18;86;86;10,0611321242715
151809;1;4;1;10;1;13;86;86;10,0611321242715
151809;1;5;1;10;2;11;86;86;10,0611321242715
151853;1;1;1;10;1;54;81;81;7,59043141597366
151853;1;2;1;10;2;50;81;81;7,59043141597366
151853;1;3;1;10;2;28;81;81;7,59043141597366
151861;1;1;1;10;2;65;81;81;7,59043141597366
151861;1;2;1;10;2;28;81;81;7,59043141597366
151861;1;3;1;10;1;3;81;81;7,59043141597366
151866;1;1;1;10;1;39;81;81;7,59043141597366
151866;1;2;1;10;2;28;81;81;7,59043141597366
151866;1;3;1;10;1;0;81;81;7,59043141597366
151880;1;1;1;10;2;65;86;86;6,52115295425725
151880;1;2;1;10;2;27;86;86;6,52115295425725
151880;1;3;1;10;2;23;86;86;6,52115295425725
151880;1;4;1;10;1;22;86;86;6,52115295425725
151880;1;5;1;10;2;17;86;86;6,52115295425725
151895;1;1;1;10;1;23;86;86;9,98892954117097
151897;1;1;1;10;2;62;99;99;2,59987115526188
151897;1;2;1;10;2;15;99;99;2,59987115526188
151902;1;1;1;10;2;51;86;86;6,25035656446817
151902;1;2;1;10;1;63;86;86;6,25035656446817
151903;1;1;1;10;1;82;86;86;7,25174865262763
151903;1;2;1;10;2;56;86;86;7,25174865262763
151903;1;3;1;10;2;15;86;86;7,25174865262763
151905;1;1;1;10;2;47;99;99;1,89549502356952
151905;1;2;1;10;1;44;99;99;1,89549502356952
151907;1;1;1;10;2;31;86;86;8,88921195009582
151907;1;2;1;10;2;12;86;86;8,88921195009582
151907;1;3;1;10;1;9;86;86;8,88921195009582
151908;1;1;1;10;2;39;86;86;8,50011452037027
151908;1;2;1;10;2;19;86;86;8,50011452037027
151908;1;3;1;10;2;1;86;86;8,50011452037027
151911;1;1;1;10;1;46;86;86;7,8904828655102
151911;1;2;1;10;2;47;86;86;7,8904828655102
151911;1;3;1;10;1;17;86;86;7,8904828655102
151912;1;1;1;10;1;79;86;86;6,77106490121325
151912;1;2;1;10;2;72;86;86;6,77106490121325
151912;1;3;1;10;1;84;86;86;6,77106490121325
151947;1;1;1;10;2;43;99;99;3,28483971745498
151947;1;2;1;10;1;9;99;99;3,28483971745498
151954;1;1;1;10;1;59;91;91;4,19359418083604
151962;1;1;1;10;2;53;94;94;1,24897003745308
151962;1;2;1;10;2;12;94;94;1,24897003745308
151965;1;1;1;10;1;38;99;99;4,01881563523539
151965;1;2;1;10;2;39;99;99;4,01881563523539
151965;1;3;1;10;1;9;99;99;4,01881563523539
151965;1;4;1;10;1;5;99;99;4,01881563523539
151965;1;5;1;10;1;33;99;99;4,01881563523539
151968;1;1;1;10;1;23;94;94;3,16779486425486
151971;1;1;1;10;1;68;94;94;2,93055097414413
151982;1;1;1;10;2;23;94;94;3,66829074961353
151982;1;2;1;10;1;25;94;94;3,66829074961353
151982;1;3;1;10;2;6;94;94;3,66829074961353
151982;1;4;1;10;2;3;94;94;3,66829074961353
151983;1;1;1;10;1;52;97;97;1,58966084554411
151983;1;2;1;10;2;62;97;97;1,58966084554411
151983;1;3;1;10;2;32;97;97;1,58966084554411
151986;1;1;1;10;1;45;99;99;4,00140776931363
151986;1;2;1;10;2;13;99;99;4,00140776931363
151986;1;3;1;10;2;11;99;99;4,00140776931363
151988;1;1;1;10;2;44;81;81;7,59043141597366
151988;1;2;1;10;1;40;81;81;7,59043141597366
151988;1;3;1;10;1;24;81;81;7,59043141597366
151988;1;4;1;10;2;16;81;81;7,59043141597366
151991;1;1;1;10;2;40;94;94;1,75462797185109
151991;1;2;1;10;1;40;94;94;1,75462797185109
151991;1;3;1;10;1;22;94;94;1,75462797185109
151995;1;1;1;10;1;35;91;91;6,25296360179547
151995;1;2;1;10;2;34;91;91;6,25296360179547
151995;1;3;1;10;1;14;91;91;6,25296360179547
151995;1;4;1;10;2;10;91;91;6,25296360179547
151995;1;5;1;10;2;56;91;91;6,25296360179547
151997;1;1;1;10;2;71;94;94;1,88026363011692
151997;1;2;1;10;1;35;94;94;1,88026363011692
152001;1;1;1;10;2;52;94;94;1,24897003745308
152001;1;2;1;10;2;25;94;94;1,24897003745308
152001;1;3;1;10;2;3;94;94;1,24897003745308
152001;1;4;1;10;1;21;94;94;1,24897003745308
152007;1;1;1;10;2;45;94;94;1,49955865587022
152007;1;2;1;10;2;15;94;94;1,49955865587022
152007;1;3;1;10;2;7;94;94;1,49955865587022
152016;1;1;1;10;2;55;97;97;4,14216648835063
152016;1;2;1;10;2;77;97;97;4,14216648835063
152019;1;1;1;10;2;61;94;94;4,29351890336049
152019;1;2;1;10;1;56;94;94;4,29351890336049
152019;1;3;1;10;1;28;94;94;4,29351890336049
152019;1;4;1;10;1;7;94;94;4,29351890336049
152019;1;5;1;10;1;10;94;94;4,29351890336049
152042;1;1;1;10;2;31;97;97;4,9215022490948
152042;1;2;1;10;2;27;97;97;4,9215022490948
152042;1;3;1;10;2;8;97;97;4,9215022490948
152042;1;4;1;10;2;0;97;97;4,9215022490948
152049;1;1;1;10;1;35;91;91;5,69876427293356
152049;1;2;1;10;2;21;91;91;5,69876427293356
152049;1;3;1;10;2;9;91;91;5,69876427293356
152049;1;4;1;10;1;1;91;91;5,69876427293356
152054;1;1;1;10;1;29;91;91;5,75632165444549
152054;1;2;1;10;2;24;91;91;5,75632165444549
152054;1;3;1;10;1;0;91;91;5,75632165444549
152095;1;1;1;10;1;50;91;91;5,67023368551714
152095;1;2;1;10;2;48;91;91;5,67023368551714
152103;1;1;1;10;1;56;91;91;4,33739795252138
152103;1;2;1;10;1;3;91;91;4,33739795252138
152114;1;1;1;10;1;33;91;91;5,95784122888781
152114;1;2;1;10;2;28;91;91;5,95784122888781
152114;1;3;1;10;1;4;91;91;5,95784122888781
152114;1;4;1;10;1;1;91;91;5,95784122888781
152122;1;1;1;10;1;42;91;91;6,05485851686624
152135;1;1;1;10;2;49;91;91;6,62641962553303
152135;1;2;1;10;1;13;91;91;6,62641962553303
152135;1;3;1;10;1;12;91;91;6,62641962553303
152135;1;4;1;10;2;9;91;91;6,62641962553303
152157;1;1;1;10;2;73;91;91;7,43687662439505
152157;1;2;1;10;1;36;91;91;7,43687662439505
152157;1;3;1;10;1;35;91;91;7,43687662439505
152157;1;4;1;10;1;48;91;91;7,43687662439505
152157;1;5;1;10;2;13;91;91;7,43687662439505
152157;1;6;1;10;2;10;91;91;7,43687662439505
152157;1;7;1;10;1;16;91;91;7,43687662439505
152206;1;1;1;10;1;46;94;94;1,24897003745308
152206;1;2;1;10;2;54;94;94;1,24897003745308
152206;1;3;1;10;2;14;94;94;1,24897003745308
152211;1;1;1;10;1;32;99;99;6,19953206680115
152211;1;2;1;10;2;28;99;99;6,19953206680115
152211;1;3;1;10;1;10;99;99;6,19953206680115
152211;1;4;1;10;1;8;99;99;6,19953206680115
