DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6020;P6040;DPTO;AREA;FEX_C
5124448;1;2;1;10;1;56;95;95;5,79877058691403
5124448;1;3;1;10;2;11;95;95;5,79877058691403
5124449;1;1;1;10;2;57;95;95;5,79877058691403
5124450;1;1;1;10;2;36;95;95;5,79877058691403
5124450;1;2;1;10;2;61;95;95;5,79877058691403
5124450;1;3;1;10;1;19;95;95;5,79877058691403
5124451;1;1;1;10;1;53;97;97;1,58966084554411
5124451;1;2;1;10;2;43;97;97;1,58966084554411
5124451;1;3;1;10;2;14;97;97;1,58966084554411
5124451;1;4;1;10;2;21;97;97;1,58966084554411
5124451;1;5;1;10;1;23;97;97;1,58966084554411
5124451;1;6;1;10;1;5;97;97;1,58966084554411
5124452;1;1;1;10;1;39;97;97;1,58966084554411
5124452;1;2;1;10;2;31;97;97;1,58966084554411
5124452;1;3;1;10;1;7;97;97;1,58966084554411
5124452;2;1;2;10;1;31;97;97;1,58966084554411
5124452;2;2;2;10;2;24;97;97;1,58966084554411
5124452;2;3;2;10;1;7;97;97;1,58966084554411
5124452;3;1;3;10;2;60;97;97;1,58966084554411
5124453;1;1;1;10;1;21;97;97;4,43097651528159
5124453;1;2;1;10;2;21;97;97;4,43097651528159
5124454;1;1;1;10;1;33;97;97;6,35864338217645
5124454;1;2;1;10;2;33;97;97;6,35864338217645
5124454;1;3;1;10;1;11;97;97;6,35864338217645
5124454;1;4;1;10;2;9;97;97;6,35864338217645
5124454;1;5;1;10;1;0;97;97;6,35864338217645
5124455;1;1;1;10;1;52;97;97;1,58966084554411
5124455;1;2;1;10;2;46;97;97;1,58966084554411
5124455;1;3;1;10;1;26;97;97;1,58966084554411
5124455;1;4;1;10;2;18;97;97;1,58966084554411
5124456;1;1;1;10;1;31;97;97;4,60915354995766
5124456;1;2;1;10;2;27;97;97;4,60915354995766
5124456;1;3;1;10;2;7;97;97;4,60915354995766
5124456;1;4;1;10;1;3;97;97;4,60915354995766
5124457;1;1;1;10;1;64;97;97;1,58966084554411
5124457;1;2;1;10;2;44;97;97;1,58966084554411
5124457;1;3;1;10;1;11;97;97;1,58966084554411
5124457;1;4;1;10;2;22;97;97;1,58966084554411
5124457;1;5;1;10;1;32;97;97;1,58966084554411
5124458;1;1;1;10;2;41;97;97;1,58966084554411
5124458;1;2;1;10;1;54;97;97;1,58966084554411
5124458;1;3;1;10;2;13;97;97;1,58966084554411
5124458;1;4;1;10;1;2;97;97;1,58966084554411
5124459;1;1;1;10;1;40;97;97;1,58966084554411
5124459;1;2;1;10;2;36;97;97;1,58966084554411
5124459;1;3;1;10;2;16;97;97;1,58966084554411
5124459;1;4;1;10;2;15;97;97;1,58966084554411
5124459;1;5;1;10;1;8;97;97;1,58966084554411
5124460;1;1;1;10;2;55;97;97;4,63628543921967
5124460;1;2;1;10;1;28;97;97;4,63628543921967
5124460;1;3;1;10;2;21;97;97;4,63628543921967
5124460;1;4;1;10;1;2;97;97;4,63628543921967
5124460;1;5;1;10;1;18;97;97;4,63628543921967
5124460;1;6;1;10;2;14;97;97;4,63628543921967
5124461;1;1;1;10;1;48;97;97;1,58966084554411
5124462;1;1;1;10;1;53;97;97;1,58966084554411
5124462;1;2;1;10;2;82;97;97;1,58966084554411
5124462;1;3;1;10;2;70;97;97;1,58966084554411
5124462;1;4;1;10;2;14;97;97;1,58966084554411
5124463;1;1;1;10;2;20;97;97;6,35864338217645
5124463;1;2;1;10;1;0;97;97;6,35864338217645
5124464;1;1;1;10;1;24;97;97;4,43097651528159
5124464;1;2;1;10;2;23;97;97;4,43097651528159
5124465;1;1;1;10;1;27;97;97;1,58966084554411
5124465;1;2;1;10;2;32;97;97;1,58966084554411
5124465;1;3;1;10;1;8;97;97;1,58966084554411
5124466;1;1;1;10;1;36;97;97;3,36246933099379
5124466;1;2;1;10;2;35;97;97;3,36246933099379
5124466;1;3;1;10;2;15;97;97;3,36246933099379
5124466;1;4;1;10;2;8;97;97;3,36246933099379
5124466;1;5;1;10;2;2;97;97;3,36246933099379
5126693;1;1;1;10;2;24;81;81;30,3617256638947
5126693;1;2;1;10;1;27;81;81;30,3617256638947
5126693;1;3;1;10;2;0;81;81;30,3617256638947
5126694;1;1;1;10;2;33;81;81;7,59043141597366
5126695;1;1;1;10;2;52;85;85;31,2499363371148
5126695;1;2;1;10;1;43;85;85;31,2499363371148
5126695;1;3;1;10;1;32;85;85;31,2499363371148
5126695;1;4;1;10;1;23;85;85;31,2499363371148
5126695;1;5;1;10;1;30;85;85;31,2499363371148
5126695;1;6;1;10;2;24;85;85;31,2499363371148
5126695;1;7;1;10;2;3;85;85;31,2499363371148
5126696;1;1;1;10;1;48;85;85;32,9252897630064
5126696;1;2;1;10;2;45;85;85;32,9252897630064
5126696;1;3;1;10;1;23;85;85;32,9252897630064
5126696;1;4;1;10;2;18;85;85;32,9252897630064
5126696;1;5;1;10;1;27;85;85;32,9252897630064
5126696;1;6;1;10;2;23;85;85;32,9252897630064
5126696;1;7;1;10;2;4;85;85;32,9252897630064
5126696;1;8;1;10;2;20;85;85;32,9252897630064
5126696;1;9;1;10;1;21;85;85;32,9252897630064
5126697;1;1;1;10;1;42;85;85;26,1608050835692
5126698;1;1;1;10;1;54;85;85;24,0080620035162
5126698;1;2;1;10;2;41;85;85;24,0080620035162
5126698;1;3;1;10;2;19;85;85;24,0080620035162
5126698;1;4;1;10;2;12;85;85;24,0080620035162
5126698;1;5;1;10;1;2;85;85;24,0080620035162
5126699;1;1;1;10;1;48;85;85;28,6994457381838
5126699;1;2;1;10;1;17;85;85;28,6994457381838
5126699;2;1;2;10;1;36;85;85;28,6994457381838
5126699;2;2;2;10;2;33;85;85;28,6994457381838
5126699;2;3;2;10;2;13;85;85;28,6994457381838
5126699;2;4;2;10;2;5;85;85;28,6994457381838
5126700;1;1;1;10;1;37;85;85;29,8227604030251
5126700;1;2;1;10;2;39;85;85;29,8227604030251
5126700;1;3;1;10;1;18;85;85;29,8227604030251
5126700;1;4;1;10;2;12;85;85;29,8227604030251
5126700;1;5;1;10;1;10;85;85;29,8227604030251
5126700;1;6;1;10;2;7;85;85;29,8227604030251
5126701;1;1;1;10;2;53;85;85;16,5525026147952
5126702;1;1;1;10;2;29;85;85;23,9001131423398
5126702;1;2;1;10;1;7;85;85;23,9001131423398
5126702;1;3;1;10;1;4;85;85;23,9001131423398
5126703;1;1;1;10;2;41;85;85;16,5525026147952
5126704;1;1;1;10;1;28;85;85;26,1608050835692
5126705;1;1;1;10;2;38;85;85;27,2722698040941
5126705;1;2;1;10;1;16;85;85;27,2722698040941
5126705;1;3;1;10;1;5;85;85;27,2722698040941
5126705;1;4;1;10;2;20;85;85;27,2722698040941
5126705;1;5;1;10;2;3;85;85;27,2722698040941
5126706;1;1;1;10;1;51;85;85;19,1029932137262
5126706;1;2;1;10;2;54;85;85;19,1029932137262
5126707;1;1;1;10;2;26;85;85;20,2263078785675
5126707;1;2;1;10;1;5;85;85;20,2263078785675
5126708;1;1;1;10;2;24;85;85;30,8943320102243
5126708;1;2;1;10;1;24;85;85;30,8943320102243
5126708;1;3;1;10;1;5;85;85;30,8943320102243
5126709;1;1;1;10;1;62;85;85;24,2053092302591
5126710;1;1;1;10;1;40;85;85;19,1029932137262
5126710;1;2;1;10;2;35;85;85;19,1029932137262
5126711;1;1;1;10;2;64;85;85;21,1085788130939
5126712;1;1;1;10;1;34;85;85;19,1547362713683
5126712;1;2;1;10;2;36;85;85;19,1547362713683
5126712;1;3;1;10;2;5;85;85;19,1547362713683
5126712;1;4;1;10;2;27;85;85;19,1547362713683
5126712;1;5;1;10;1;1;85;85;19,1547362713683
5126713;1;1;1;10;1;25;85;85;26,1608050835692
5126714;1;1;1;10;1;53;85;85;32,7626771092219
5126714;2;1;2;10;1;38;85;85;32,7626771092219
5126714;2;2;2;10;2;18;85;85;32,7626771092219
5126714;2;3;2;10;2;1;85;85;32,7626771092219
5126715;1;1;1;10;2;49;85;85;11,8051572423191
5126715;1;2;1;10;2;26;85;85;11,8051572423191
5126716;1;1;1;10;1;28;86;86;10,9952113435962
5126716;1;2;1;10;2;29;86;86;10,9952113435962
5126716;1;3;1;10;2;12;86;86;10,9952113435962
5126716;1;4;1;10;2;7;86;86;10,9952113435962
5126716;1;5;1;10;1;2;86;86;10,9952113435962
5126717;1;1;1;10;1;65;86;86;8,68572842914156
5126718;1;1;1;10;1;46;86;86;9,10176231529496
5126719;1;1;1;10;1;22;86;86;9,98892954117097
5126720;1;1;1;10;1;45;86;86;9,10176231529496
5126721;1;1;1;10;2;17;86;86;9,16641218055594
5126722;1;1;1;10;1;40;86;86;8,4354646551093
5126722;1;2;1;10;2;26;86;86;8,4354646551093
5126722;1;3;1;10;2;5;86;86;8,4354646551093
5126723;1;1;1;10;1;23;86;86;9,98892954117097
5126724;1;1;1;10;2;78;86;86;6,92928229549481
5126725;1;1;1;10;2;77;86;86;4,49391043082142
5126725;1;2;1;10;2;26;86;86;4,49391043082142
5126726;1;1;1;10;1;27;86;86;8,4354646551093
5126726;1;2;1;10;2;35;86;86;8,4354646551093
5126726;1;3;1;10;2;4;86;86;8,4354646551093
5126727;1;1;1;10;2;42;86;86;7,8904828655102
5126727;1;2;1;10;1;36;86;86;7,8904828655102
5126727;1;3;1;10;1;12;86;86;7,8904828655102
5126728;1;1;1;10;2;40;86;86;8,09853946609668
5126728;1;2;1;10;2;5;86;86;8,09853946609668
5126730;1;1;1;10;1;29;95;95;5,79877058691403
5126730;1;2;1;10;2;28;95;95;5,79877058691403
5126731;1;1;1;10;1;48;95;95;5,79877058691403
5126732;1;1;1;10;1;31;99;99;4,37959026385237
5126732;1;2;1;10;1;26;99;99;4,37959026385237
5126732;1;3;1;10;2;24;99;99;4,37959026385237
5126732;1;4;1;10;1;2;99;99;4,37959026385237
5126733;1;1;1;10;1;28;99;99;4,65232703648829
5126733;1;2;1;10;2;24;99;99;4,65232703648829
5126733;1;3;1;10;1;7;99;99;4,65232703648829
5126734;1;1;1;10;2;68;99;99;2,74524685632896
5126735;1;1;1;10;2;53;99;99;1,89549502356952
5126735;1;2;1;10;1;55;99;99;1,89549502356952
5126735;1;3;1;10;2;5;99;99;1,89549502356952
5126736;1;1;1;10;2;23;99;99;5,08881127336909
5126736;1;2;1;10;1;19;99;99;5,08881127336909
5126738;1;1;1;10;1;74;99;99;4,3513203395672
5126738;1;2;1;10;1;13;99;99;4,3513203395672
5126739;1;1;1;10;2;56;99;99;1,89549502356952
5126739;1;2;1;10;2;25;99;99;1,89549502356952
5129642;1;1;1;10;1;40;81;81;12,0469798872018
5129642;1;2;1;10;2;34;81;81;12,0469798872018
5129642;1;3;1;10;1;10;81;81;12,0469798872018
5129642;1;4;1;10;1;4;81;81;12,0469798872018
5129650;1;1;1;10;2;34;85;85;11,8051572423191
5129650;1;2;1;10;2;41;85;85;11,8051572423191
5129650;1;3;1;10;2;29;85;85;11,8051572423191
5129651;1;1;1;10;1;44;85;85;26,3870107393122
5129651;2;1;2;10;2;43;85;85;26,3870107393122
5129651;2;2;2;10;1;17;85;85;26,3870107393122
5129651;2;3;2;10;2;14;85;85;26,3870107393122
5129651;2;4;2;10;1;9;85;85;26,3870107393122
5129666;1;1;1;10;2;32;86;86;11,8177287042112
5129666;1;2;1;10;1;36;86;86;11,8177287042112
5129666;1;3;1;10;1;12;86;86;11,8177287042112
5129666;1;4;1;10;1;8;86;86;11,8177287042112
5129666;1;5;1;10;2;2;86;86;11,8177287042112
5129668;1;1;1;10;1;28;86;86;9,50333736956856
5129668;1;2;1;10;2;24;86;86;9,50333736956856
5129669;1;1;1;10;1;28;86;86;15,5887548424828
5129669;1;2;1;10;2;24;86;86;15,5887548424828
5129669;1;3;1;10;1;8;86;86;15,5887548424828
5129669;1;4;1;10;1;5;86;86;15,5887548424828
5129669;1;5;1;10;2;1;86;86;15,5887548424828
5129670;1;1;1;10;1;44;86;86;10,204538859597
5129670;1;2;1;10;2;29;86;86;10,204538859597
5129670;1;3;1;10;2;10;86;86;10,204538859597
5129670;1;4;1;10;2;3;86;86;10,204538859597
5129671;1;1;1;10;1;55;91;91;4,91385575996067
5129671;1;2;1;10;2;38;91;91;4,91385575996067
5129671;1;3;1;10;1;19;91;91;4,91385575996067
5129671;1;4;1;10;1;7;91;91;4,91385575996067
5129671;1;5;1;10;1;6;91;91;4,91385575996067
5129672;1;1;1;10;1;39;91;91;6,05485851686624
5129673;1;1;1;10;1;23;91;91;5,89538714860338
5129673;1;2;1;10;2;31;91;91;5,89538714860338
5129673;1;3;1;10;1;7;91;91;5,89538714860338
5129673;1;4;1;10;2;3;91;91;5,89538714860338
5129673;1;5;1;10;2;0;91;91;5,89538714860338
5129674;1;1;1;10;2;44;91;91;5,56816127752117
5129674;1;2;1;10;1;23;91;91;5,56816127752117
5129674;1;3;1;10;2;18;91;91;5,56816127752117
5129674;1;4;1;10;1;3;91;91;5,56816127752117
5129675;1;1;1;10;2;56;91;91;7,01758178615909
5129675;1;2;1;10;1;51;91;91;7,01758178615909
5129675;1;3;1;10;1;28;91;91;7,01758178615909
5129675;1;4;1;10;1;19;91;91;7,01758178615909
5129675;1;5;1;10;2;25;91;91;7,01758178615909
5129675;1;6;1;10;2;6;91;91;7,01758178615909
5129675;1;7;1;10;1;5;91;91;7,01758178615909
5129676;1;1;1;10;2;42;91;91;5,3668001243239
5129676;1;2;1;10;1;18;91;91;5,3668001243239
5129676;1;3;1;10;2;15;91;91;5,3668001243239
5129676;1;4;1;10;2;9;91;91;5,3668001243239
5129677;1;1;1;10;1;53;91;91;6,05485851686624
5129678;1;1;1;10;1;31;91;91;6,05485851686624
5129679;1;1;1;10;2;86;91;91;5,25869316537963
5129679;1;2;1;10;2;36;91;91;5,25869316537963
5129679;1;3;1;10;1;37;91;91;5,25869316537963
5129679;1;4;1;10;2;0;91;91;5,25869316537963
5129679;1;5;1;10;2;62;91;91;5,25869316537963
5129680;1;1;1;10;1;36;91;91;6,63131632430553
5129680;1;2;1;10;2;32;91;91;6,63131632430553
5129680;1;3;1;10;1;13;91;91;6,63131632430553
5129680;1;4;1;10;1;2;91;91;6,63131632430553
5129681;1;1;1;10;2;56;91;91;4,45861765683641
5129681;1;2;1;10;2;16;91;91;4,45861765683641
5129681;1;3;1;10;2;22;91;91;4,45861765683641
5129681;1;4;1;10;1;8;91;91;4,45861765683641
5129681;1;5;1;10;2;2;91;91;4,45861765683641
5129682;1;1;1;10;1;29;91;91;5,61251788276016
5129682;1;2;1;10;2;15;91;91;5,61251788276016
5129683;1;1;1;10;2;65;91;91;4,01660261152326
5129683;1;2;1;10;1;67;91;91;4,01660261152326
5129684;1;1;1;10;2;32;91;91;5,2794694346976
5129684;1;2;1;10;1;10;91;91;5,2794694346976
5129684;1;3;1;10;2;7;91;91;5,2794694346976
5129684;1;4;1;10;1;3;91;91;5,2794694346976
5129685;1;1;1;10;2;61;91;91;4,01660261152326
5129685;1;2;1;10;1;66;91;91;4,01660261152326
5129686;1;1;1;10;1;30;91;91;6,05485851686624
5129689;1;1;1;10;1;94;94;94;2,93055097414413
5129690;1;1;1;10;1;68;94;94;2,93055097414413
5129691;1;1;1;10;2;77;94;94;1,53910277894213
5129691;1;2;1;10;1;25;94;94;1,53910277894213
5129691;1;3;1;10;2;17;94;94;1,53910277894213
5129693;1;1;1;10;2;59;94;94;2,64597614849653
5129693;1;2;1;10;1;62;94;94;2,64597614849653
5129693;1;3;1;10;1;25;94;94;2,64597614849653
5129693;1;4;1;10;2;31;94;94;2,64597614849653
5129693;1;5;1;10;2;6;94;94;2,64597614849653
5129693;1;6;1;10;1;0;94;94;2,64597614849653
5129694;1;1;1;10;2;40;94;94;1,24897003745308
5129694;1;2;1;10;2;23;94;94;1,24897003745308
5129694;1;3;1;10;1;8;94;94;1,24897003745308
5129694;1;4;1;10;2;68;94;94;1,24897003745308
5129695;1;1;1;10;1;38;94;94;4,17062423167752
5129695;1;2;1;10;2;36;94;94;4,17062423167752
5129695;1;3;1;10;1;19;94;94;4,17062423167752
5129695;1;4;1;10;1;17;94;94;4,17062423167752
5129695;1;5;1;10;1;8;94;94;4,17062423167752
5129695;1;6;1;10;2;8;94;94;4,17062423167752
5129696;1;1;1;10;2;49;94;94;2,39132239467822
5129696;1;2;1;10;2;20;94;94;2,39132239467822
5129696;1;3;1;10;1;12;94;94;2,39132239467822
5129696;1;4;1;10;2;19;94;94;2,39132239467822
5129696;1;5;1;10;1;24;94;94;2,39132239467822
5129696;1;6;1;10;1;25;94;94;2,39132239467822
5129696;1;7;1;10;2;21;94;94;2,39132239467822
5129696;1;8;1;10;1;2;94;94;2,39132239467822
5129697;1;1;1;10;1;54;94;94;3,49598646661749
5129697;1;2;1;10;2;55;94;94;3,49598646661749
5129697;1;3;1;10;1;24;94;94;3,49598646661749
5129697;1;4;1;10;2;25;94;94;3,49598646661749
5129697;1;5;1;10;2;2;94;94;3,49598646661749
5129697;1;6;1;10;2;22;94;94;3,49598646661749
5129697;1;7;1;10;2;7;94;94;3,49598646661749
5129697;1;8;1;10;2;3;94;94;3,49598646661749
5129697;1;9;1;10;1;75;94;94;3,49598646661749
5129698;1;1;1;10;1;65;94;94;4,62233988260209
5129698;1;2;1;10;2;67;94;94;4,62233988260209
5129698;1;3;1;10;1;20;94;94;4,62233988260209
5129698;1;4;1;10;2;13;94;94;4,62233988260209
5129698;1;5;1;10;1;5;94;94;4,62233988260209
5129698;1;6;1;10;1;3;94;94;4,62233988260209
5129699;1;1;1;10;2;44;94;94;3,38164458168102
5129699;1;2;1;10;1;17;94;94;3,38164458168102
5129699;1;3;1;10;2;12;94;94;3,38164458168102
5129699;1;4;1;10;1;26;94;94;3,38164458168102
5129699;1;5;1;10;2;22;94;94;3,38164458168102
5129699;1;6;1;10;1;3;94;94;3,38164458168102
5129699;1;7;1;10;1;23;94;94;3,38164458168102
5129699;1;8;1;10;2;18;94;94;3,38164458168102
5129699;1;9;1;10;1;2;94;94;3,38164458168102
5129700;1;1;1;10;2;36;94;94;1,24897003745308
5129700;1;2;1;10;2;58;94;94;1,24897003745308
5129700;1;3;1;10;1;74;94;94;1,24897003745308
5129700;1;4;1;10;2;99;94;94;1,24897003745308
5129701;1;1;1;10;1;46;94;94;1,84059246597732
5129701;1;2;1;10;2;26;94;94;1,84059246597732
5129701;1;3;1;10;2;11;94;94;1,84059246597732
5129702;1;1;1;10;1;41;94;94;1,51206583629007
5129702;1;2;1;10;2;33;94;94;1,51206583629007
5129702;1;3;1;10;1;14;94;94;1,51206583629007
5129702;1;4;1;10;2;12;94;94;1,51206583629007
5129702;1;5;1;10;2;6;94;94;1,51206583629007
5129702;1;6;1;10;2;2;94;94;1,51206583629007
5129702;1;7;1;10;2;35;94;94;1,51206583629007
5129704;1;1;1;10;1;26;94;94;1,24897003745308
5129704;1;2;1;10;2;29;94;94;1,24897003745308
5129705;1;1;1;10;1;21;94;94;3,49648880242877
5129705;1;2;1;10;2;23;94;94;3,49648880242877
5129705;1;3;1;10;1;24;94;94;3,49648880242877
5129706;1;1;1;10;1;64;94;94;2,31300157042258
5129706;1;2;1;10;2;67;94;94;2,31300157042258
5129707;1;1;1;10;2;37;94;94;1,4134671206763
5129707;1;2;1;10;1;43;94;94;1,4134671206763
5129707;1;3;1;10;2;19;94;94;1,4134671206763
5129707;1;4;1;10;1;12;94;94;1,4134671206763
5129710;1;1;1;10;1;54;95;95;5,79877058691403
5129710;1;2;1;10;1;28;95;95;5,79877058691403
5129710;1;3;1;10;1;22;95;95;5,79877058691403
5129710;1;4;1;10;1;21;95;95;5,79877058691403
5129710;1;5;1;10;2;21;95;95;5,79877058691403
5129711;1;1;1;10;2;45;95;95;5,79877058691403
5129711;1;2;1;10;1;19;95;95;5,79877058691403
5129712;1;1;1;10;1;67;95;95;5,79877058691403
5129712;1;2;1;10;1;38;95;95;5,79877058691403
5129713;1;1;1;10;1;48;95;95;5,79877058691403
5129713;1;2;1;10;2;41;95;95;5,79877058691403
5129713;1;3;1;10;2;16;95;95;5,79877058691403
5129714;1;1;1;10;2;75;95;95;5,79877058691403
5129714;1;2;1;10;1;77;95;95;5,79877058691403
5129715;1;1;1;10;1;45;95;95;5,79877058691403
5129715;1;2;1;10;2;27;95;95;5,79877058691403
5129715;1;3;1;10;2;7;95;95;5,79877058691403
5129716;1;1;1;10;1;35;95;95;5,79877058691403
5129716;1;2;1;10;2;35;95;95;5,79877058691403
5129716;1;3;1;10;1;11;95;95;5,79877058691403
5129717;1;1;1;10;2;35;95;95;5,79877058691403
5129717;1;2;1;10;1;17;95;95;5,79877058691403
5129717;1;3;1;10;1;10;95;95;5,79877058691403
5129718;1;1;1;10;2;35;95;95;5,79877058691403
5129718;1;2;1;10;2;4;95;95;5,79877058691403
5129719;1;1;1;10;1;48;95;95;5,79877058691403
5129719;1;2;1;10;2;37;95;95;5,79877058691403
5129719;1;3;1;10;1;15;95;95;5,79877058691403
5129719;1;4;1;10;1;14;95;95;5,79877058691403
5129720;1;1;1;10;1;43;95;95;5,79877058691403
5129720;1;2;1;10;2;47;95;95;5,79877058691403
5129720;1;3;1;10;2;13;95;95;5,79877058691403
5129720;1;4;1;10;1;9;95;95;5,79877058691403
5129721;1;1;1;10;1;42;95;95;5,79877058691403
5129721;1;2;1;10;2;43;95;95;5,79877058691403
5129722;1;1;1;10;1;29;95;95;5,79877058691403
5129723;1;1;1;10;1;31;95;95;50,449304106152
5129723;1;2;1;10;2;32;95;95;50,449304106152
5129723;1;3;1;10;2;9;95;95;50,449304106152
5129723;1;4;1;10;1;3;95;95;50,449304106152
5129723;1;5;1;10;1;0;95;95;50,449304106152
5129729;1;1;1;10;1;48;97;97;6,35864338217645
5129729;1;2;1;10;2;39;97;97;6,35864338217645
5129729;1;3;1;10;2;17;97;97;6,35864338217645
5129729;1;4;1;10;1;15;97;97;6,35864338217645
5129729;1;5;1;10;2;13;97;97;6,35864338217645
5129729;1;6;1;10;1;10;97;97;6,35864338217645
5129729;1;7;1;10;1;8;97;97;6,35864338217645
5129729;1;8;1;10;2;6;97;97;6,35864338217645
5129730;1;1;1;10;1;89;97;97;1,58966084554411
5129730;1;2;1;10;1;34;97;97;1,58966084554411
5129730;1;3;1;10;2;23;97;97;1,58966084554411
5129731;1;1;1;10;1;40;97;97;1,58966084554411
5129732;1;1;1;10;1;39;97;97;4,60915354995766
5129732;1;2;1;10;2;29;97;97;4,60915354995766
5129732;1;3;1;10;1;8;97;97;4,60915354995766
5129732;1;4;1;10;2;1;97;97;4,60915354995766
5129735;1;1;1;10;1;24;97;97;6,35864338217645
5129735;1;2;1;10;2;19;97;97;6,35864338217645
5129735;1;3;1;10;2;0;97;97;6,35864338217645
5129736;1;1;1;10;2;45;97;97;4,60915354995766
5129736;1;2;1;10;1;36;97;97;4,60915354995766
5129736;1;3;1;10;2;9;97;97;4,60915354995766
5129736;1;4;1;10;1;4;97;97;4,60915354995766
5129737;1;1;1;10;1;59;97;97;1,58966084554411
5129737;1;2;1;10;2;50;97;97;1,58966084554411
5129737;1;3;1;10;1;25;97;97;1,58966084554411
5129737;1;4;1;10;1;12;97;97;1,58966084554411
5129739;1;1;1;10;2;55;97;97;4,14216648835063
5129739;1;2;1;10;2;87;97;97;4,14216648835063
5129740;1;1;1;10;1;56;97;97;1,58966084554411
5129740;1;2;1;10;2;59;97;97;1,58966084554411
5129740;1;3;1;10;1;26;97;97;1,58966084554411
5129741;1;1;1;10;2;26;97;97;6,35864338217645
5129741;1;2;1;10;1;25;97;97;6,35864338217645
5129741;1;3;1;10;1;6;97;97;6,35864338217645
5129741;1;4;1;10;2;0;97;97;6,35864338217645
5129741;1;5;1;10;1;19;97;97;6,35864338217645
5129742;1;1;1;10;2;43;97;97;1,58966084554411
5129742;1;2;1;10;1;19;97;97;1,58966084554411
5129742;1;3;1;10;2;17;97;97;1,58966084554411
5129742;1;4;1;10;2;8;97;97;1,58966084554411
5129742;1;5;1;10;2;27;97;97;1,58966084554411
5129742;1;6;1;10;1;29;97;97;1,58966084554411
5129742;1;7;1;10;1;8;97;97;1,58966084554411
5129743;1;1;1;10;1;59;97;97;1,58966084554411
5129743;1;2;1;10;1;62;97;97;1,58966084554411
5129743;1;3;1;10;1;26;97;97;1,58966084554411
5129744;1;1;1;10;1;29;97;97;1,58966084554411
5129744;1;2;1;10;2;41;97;97;1,58966084554411
5129745;1;1;1;10;1;36;97;97;1,58966084554411
5129745;1;2;1;10;2;27;97;97;1,58966084554411
5129745;1;3;1;10;1;8;97;97;1,58966084554411
5129745;1;4;1;10;2;35;97;97;1,58966084554411
5129746;1;1;1;10;1;30;97;97;5,02098271436226
5129746;1;2;1;10;2;28;97;97;5,02098271436226
5129746;1;3;1;10;1;5;97;97;5,02098271436226
5129746;1;4;1;10;1;0;97;97;5,02098271436226
5129747;1;1;1;10;1;59;97;97;1,58966084554411
5129747;1;2;1;10;2;54;97;97;1,58966084554411
5129748;1;1;1;10;1;43;97;97;1,58966084554411
5129748;1;2;1;10;2;38;97;97;1,58966084554411
5129748;1;3;1;10;1;16;97;97;1,58966084554411
5129749;1;1;1;10;1;52;97;97;1,58966084554411
5129749;1;2;1;10;2;59;97;97;1,58966084554411
5129749;1;3;1;10;2;30;97;97;1,58966084554411
5129749;1;4;1;10;1;6;97;97;1,58966084554411
5129751;1;1;1;10;2;53;97;97;1,58966084554411
5129751;1;2;1;10;2;30;97;97;1,58966084554411
5129751;1;3;1;10;2;10;97;97;1,58966084554411
5129751;1;4;1;10;2;19;97;97;1,58966084554411
5129751;1;5;1;10;1;81;97;97;1,58966084554411
5129751;1;6;1;10;2;80;97;97;1,58966084554411
5129752;1;1;1;10;1;47;97;97;1,58966084554411
5129752;1;2;1;10;2;52;97;97;1,58966084554411
5129752;1;3;1;10;1;29;97;97;1,58966084554411
5129752;1;4;1;10;1;25;97;97;1,58966084554411
5129752;1;5;1;10;1;17;97;97;1,58966084554411
5129753;1;1;1;10;1;66;97;97;1,58966084554411
5129753;1;2;1;10;2;47;97;97;1,58966084554411
5129753;1;3;1;10;1;25;97;97;1,58966084554411
5129753;1;4;1;10;1;14;97;97;1,58966084554411
5129756;1;1;1;10;2;42;99;99;5,12549038123915
5129756;1;2;1;10;1;17;99;99;5,12549038123915
5129756;1;3;1;10;1;14;99;99;5,12549038123915
5129756;1;4;1;10;1;7;99;99;5,12549038123915
5129756;1;5;1;10;2;75;99;99;5,12549038123915
5129757;1;1;1;10;2;39;99;99;6,17750012918363
5129757;1;2;1;10;2;16;99;99;6,17750012918363
5129757;1;3;1;10;2;12;99;99;6,17750012918363
5129757;1;4;1;10;2;10;99;99;6,17750012918363
5129757;1;5;1;10;2;6;99;99;6,17750012918363
5129757;1;6;1;10;1;3;99;99;6,17750012918363
5129757;1;7;1;10;1;21;99;99;6,17750012918363
5129757;1;8;1;10;2;20;99;99;6,17750012918363
5129757;1;9;1;10;2;2;99;99;6,17750012918363
5129758;1;1;1;10;2;57;99;99;1,89549502356952
5129758;1;2;1;10;2;90;99;99;1,89549502356952
5129758;2;1;2;10;1;35;99;99;1,89549502356952
5129758;2;2;2;10;2;29;99;99;1,89549502356952
5129758;2;3;2;10;2;6;99;99;1,89549502356952
5129759;1;1;1;10;2;61;99;99;1,89549502356952
5129759;1;2;1;10;2;40;99;99;1,89549502356952
5129759;1;3;1;10;2;28;99;99;1,89549502356952
5129759;1;4;1;10;2;5;99;99;1,89549502356952
5129760;1;1;1;10;1;59;99;99;1,89549502356952
5129760;1;2;1;10;2;45;99;99;1,89549502356952
5129760;1;3;1;10;1;26;99;99;1,89549502356952
5129761;1;1;1;10;2;51;99;99;4,95682613010448
5129761;1;2;1;10;1;42;99;99;4,95682613010448
5129761;1;3;1;10;2;23;99;99;4,95682613010448
