DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;AREA;DSI;FEX_C
107893;1;1;1;70;94;94;1;1,50945189077491
107916;1;1;1;70;97;97;1;1,58966084554411
107919;1;2;1;70;85;85;1;29,7710173453829
107930;1;1;1;70;81;81;1;9,62325058580604
107938;1;1;1;70;81;81;1;20,1941094378605
108027;1;1;1;70;97;97;1;6,27263753855562
108118;1;1;1;70;85;85;1;20,2780509362097
108118;1;5;1;70;85;85;1;20,2780509362097
108186;1;1;1;70;81;81;1;7,59043141597366
108194;1;2;1;70;81;81;1;15,9017203464019
108255;1;2;1;70;81;81;1;10,4974144176744
109158;1;2;1;70;81;81;1;7,59043141597366
109196;1;1;1;70;97;97;1;6,19531835732069
109198;1;1;1;70;81;81;1;9,17051578712695
109198;1;3;1;70;81;81;1;9,17051578712695
109198;1;5;1;70;81;81;1;9,17051578712695
109240;1;5;1;70;97;97;1;1,58966084554411
109240;1;7;1;70;97;97;1;1,58966084554411
109471;1;1;1;70;81;81;1;28,4366740180586
109486;1;1;1;70;81;81;1;10,2503712027755
109817;1;2;1;70;85;85;1;25,7713789763034
109859;1;1;1;70;81;81;1;9,06526982722142
109859;1;2;1;70;81;81;1;9,06526982722142
109859;1;3;1;70;81;81;1;9,06526982722142
109876;1;2;1;70;81;81;1;7,59043141597366
109876;1;5;1;70;81;81;1;7,59043141597366
109985;1;2;1;70;86;86;1;9,03528168899516
109989;1;3;1;70;99;99;1;4,30728006333138
109989;1;4;1;70;99;99;1;4,30728006333138
109997;1;1;1;70;86;86;1;7,55355767649758
110001;1;1;1;70;86;86;1;10,9827337190481
110001;1;2;1;70;86;86;1;10,9827337190481
110035;1;1;1;70;95;95;1;5,79877058691403
110035;1;2;1;70;95;95;1;5,79877058691403
110035;1;4;1;70;95;95;1;5,79877058691403
110106;1;2;1;70;86;86;1;7,8904828655102
110106;1;3;1;70;86;86;1;7,8904828655102
110113;1;3;1;70;85;85;1;11,8051572423191
110113;2;1;2;70;85;85;1;11,8051572423191
110548;1;2;1;70;81;81;1;7,59043141597366
110620;1;1;1;70;94;94;1;2,93055097414413
110713;1;1;1;70;85;85;1;24,2053092302591
111288;1;2;1;70;85;85;1;33,563079403722
111336;1;2;1;70;94;94;1;1,24897003745308
111339;1;3;1;70;85;85;1;13,5254351542859
111383;1;4;1;70;94;94;1;1,84033838384194
111638;1;1;1;70;94;94;1;1,75462797185109
111638;1;3;1;70;94;94;1;1,75462797185109
111722;1;1;1;70;94;94;1;3,16766782318717
112123;1;4;1;70;95;95;1;50,449304106152
112143;1;1;1;70;95;95;1;12,6712833912786
112143;1;2;1;70;95;95;1;12,6712833912786
112156;1;1;1;70;95;95;1;5,79877058691403
112156;1;3;1;70;95;95;1;5,79877058691403
112226;1;2;1;70;95;95;1;5,79877058691403
112226;1;4;1;70;95;95;1;5,79877058691403
112274;1;1;1;70;94;94;1;1,84088681553167
112316;1;2;1;70;95;95;1;50,449304106152
112316;1;8;1;70;95;95;1;50,449304106152
112316;1;10;1;70;95;95;1;50,449304106152
112373;1;1;1;70;95;95;1;5,79877058691403
112402;1;1;1;70;97;97;1;4,38665426362164
112402;1;3;1;70;97;97;1;4,38665426362164
112402;1;4;1;70;97;97;1;4,38665426362164
112410;1;2;1;70;94;94;1;1,24897003745308
112477;1;2;1;70;95;95;1;5,79877058691403
112500;1;3;1;70;99;99;1;4,04306808255901
112666;1;2;1;70;95;95;1;5,79877058691403
112676;1;1;1;70;99;99;1;6,40005162786836
112681;1;1;1;70;97;97;1;6,35864338217645
112730;1;1;1;70;97;97;1;4,43097651528159
112730;1;2;1;70;97;97;1;4,43097651528159
112743;1;1;1;70;95;95;1;5,79877058691403
112932;1;1;1;70;97;97;1;3,66074408971943
112995;1;1;1;70;99;99;1;4,14215939868495
113208;1;1;1;70;81;81;1;7,59043141597366
113226;1;2;1;70;81;81;1;7,59043141597366
113226;1;3;1;70;81;81;1;7,59043141597366
113250;1;5;1;70;95;95;1;5,79877058691403
113401;1;1;1;70;81;81;1;21,9878360837575
113404;1;2;1;70;86;86;1;11,0473835843091
113412;1;1;1;70;94;94;1;1,24897003745308
113419;1;3;1;70;81;81;1;7,59043141597366
113432;1;1;1;70;81;81;1;7,59043141597366
113449;1;1;1;70;97;97;1;1,58966084554411
113449;1;2;1;70;97;97;1;1,58966084554411
113449;1;3;1;70;97;97;1;1,58966084554411
113494;1;1;1;70;97;97;1;1,58966084554411
113534;1;5;1;70;97;97;1;1,58966084554411
113534;1;7;1;70;97;97;1;1,58966084554411
113534;1;9;1;70;97;97;1;1,58966084554411
113534;1;10;1;70;97;97;1;1,58966084554411
113671;1;1;1;70;85;85;1;24,8696959206547
113673;1;2;1;70;86;86;1;10,204538859597
113939;1;3;1;70;81;81;1;30,3617256638947
114134;1;3;1;70;86;86;1;4,9695188292344
114134;1;4;1;70;86;86;1;4,9695188292344
114271;1;3;1;70;85;85;1;17,7631291234249
114283;1;1;1;70;97;97;1;1,58966084554411
114322;1;1;1;70;86;86;1;9,16641218055594
114332;1;2;1;70;86;86;1;6,05226503114884
114337;1;2;1;70;97;97;1;2,5653167926255
114624;1;3;1;70;97;97;1;1,58966084554411
114942;1;1;1;70;81;81;1;7,59043141597366
115035;1;2;1;70;85;85;1;35,1416258450179
115050;1;2;1;70;85;85;1;17,6609792050647
115084;1;2;1;70;81;81;1;7,59043141597366
115260;1;1;1;70;81;81;1;7,59043141597366
115260;1;2;1;70;81;81;1;7,59043141597366
115564;1;1;1;70;94;94;1;2,27333040628298
115564;1;2;1;70;94;94;1;2,27333040628298
115701;1;1;1;70;85;85;1;19,1576570063343
115743;1;1;1;70;95;95;1;34,3115607835461
115905;1;1;1;70;95;95;1;5,79877058691403
116156;1;2;1;70;95;95;1;5,79877058691403
116605;1;1;1;70;86;86;1;7,55355767649758
116718;1;1;1;70;86;86;1;14,1871566639239
116718;1;8;1;70;86;86;1;14,1871566639239
116741;1;2;1;70;81;81;1;26,1749792153106
116813;1;1;1;70;86;86;1;8,82456208483485
116841;1;2;1;70;86;86;1;10,3905045954446
116946;1;1;1;70;81;81;1;7,59043141597366
116998;1;1;1;70;99;99;1;2,41623454869224
116998;2;1;2;70;99;99;1;2,41623454869224
117072;1;2;1;70;86;86;1;6,05226503114884
117148;1;1;1;70;99;99;1;1,89549502356952
117180;1;2;1;70;97;97;1;1,58966084554411
117244;1;1;1;70;97;97;1;3,8849756864159
117259;1;2;1;70;86;86;1;10,0486544997235
117816;1;1;1;70;85;85;1;19,1029932137262
117823;1;2;1;70;86;86;1;9,56798723482953
117835;1;2;1;70;86;86;1;9,65955706999793
117849;1;1;1;70;85;85;1;19,1029932137262
117849;1;2;1;70;85;85;1;19,1029932137262
118110;1;2;1;70;85;85;1;25,5333233762439
118300;1;1;1;70;95;95;1;5,79877058691403
118340;1;2;1;70;95;95;1;5,79877058691403
118704;1;1;1;70;86;86;1;9,10176231529496
118713;1;2;1;70;86;86;1;8,4354646551093
118776;1;1;1;70;81;81;1;7,59043141597366
118776;1;2;1;70;81;81;1;7,59043141597366
118787;1;6;1;70;95;95;1;5,79877058691403
118805;1;1;1;70;94;94;1;4,99588014981233
118868;1;1;1;70;94;94;1;3,82684943498756
118868;1;2;1;70;94;94;1;3,82684943498756
119042;1;2;1;70;95;95;1;5,79877058691403
119481;1;1;1;70;99;99;1;2,00539025440272
119553;1;1;1;70;86;86;1;10,9354863850437
119567;1;1;1;70;86;86;1;11,2724115740563
119577;1;1;1;70;95;95;1;5,79877058691403
119696;1;2;1;70;86;86;1;10,204538859597
119897;1;3;1;70;99;99;1;3,03047470799685
120030;1;2;1;70;81;81;1;7,59043141597366
120112;1;1;1;70;86;86;1;6,25035656446817
120139;1;1;1;70;86;86;1;6,58728175348079
120627;1;2;1;70;95;95;1;5,79877058691403
120630;1;3;1;70;95;95;1;5,79877058691403
120828;1;1;1;70;85;85;1;26,4506037412708
120857;1;1;1;70;85;85;1;20,6038840415169
120857;2;1;2;70;85;85;1;20,6038840415169
121042;2;1;2;70;85;85;1;23,3924302405073
121086;1;2;1;70;85;85;1;19,5470831136001
121182;1;1;1;70;95;95;1;50,449304106152
121187;1;1;1;70;86;86;1;7,8904828655102
121187;1;2;1;70;86;86;1;7,8904828655102
121217;1;1;1;70;86;86;1;6,73104031588255
121365;1;1;1;70;95;95;1;5,79877058691403
121365;1;4;1;70;95;95;1;5,79877058691403
121409;1;2;1;70;95;95;1;5,79877058691403
121413;1;2;1;70;81;81;1;15,9017203464019
121425;1;1;1;70;99;99;1;2,74524685632896
121630;1;3;1;70;91;91;1;4,31450183159347
121650;1;1;1;70;95;95;1;5,79877058691403
121650;1;2;1;70;95;95;1;5,79877058691403
121650;1;3;1;70;95;95;1;5,79877058691403
121702;1;1;1;70;99;99;1;4,93845436692669
121702;1;3;1;70;99;99;1;4,93845436692669
121763;1;1;1;70;95;95;1;5,79877058691403
121842;1;1;1;70;86;86;1;6,66639045062157
121842;1;2;1;70;86;86;1;6,66639045062157
121888;1;5;1;70;95;95;1;5,79877058691403
121957;1;2;1;70;86;86;1;7,57436545605338
122024;1;1;1;70;85;85;1;26,7557998291901
122065;1;2;1;70;85;85;1;23,7700064034567
122096;1;1;1;70;81;81;1;12,5821122125667
122104;1;1;1;70;85;85;1;19,1029932137262
122125;1;3;1;70;95;95;1;5,79877058691403
122134;1;1;1;70;81;81;1;7,59043141597366
122161;1;2;1;70;85;85;1;20,2750628059542
122161;1;3;1;70;85;85;1;20,2750628059542
122393;1;1;1;70;86;86;1;10,9827337190481
122450;1;2;1;70;86;86;1;12,3627104938103
122471;1;3;1;70;81;81;1;7,59043141597366
122471;1;4;1;70;81;81;1;7,59043141597366
122471;1;5;1;70;81;81;1;7,59043141597366
122471;1;9;1;70;81;81;1;7,59043141597366
122564;1;3;1;70;85;85;1;19,6979879593471
122575;1;2;1;70;86;86;1;10,204538859597
122899;1;1;1;70;95;95;1;5,79877058691403
122899;1;3;1;70;95;95;1;5,79877058691403
123011;1;2;1;70;94;94;1;4,76282424723474
123011;1;3;1;70;94;94;1;4,76282424723474
123011;1;9;1;70;94;94;1;4,76282424723474
123031;1;3;1;70;85;85;1;20,142077859221
123054;1;1;1;70;86;86;1;8,68572842914156
123076;1;1;1;70;86;86;1;10,514879419258
123076;1;2;1;70;86;86;1;10,514879419258
123113;1;2;1;70;85;85;1;19,1029932137262
123396;1;4;1;70;95;95;1;5,79877058691403
123397;1;3;1;70;85;85;1;32,2017091388212
123398;1;1;1;70;95;95;1;5,79877058691403
123432;1;2;1;70;95;95;1;5,79877058691403
123432;1;4;1;70;95;95;1;5,79877058691403
123469;1;2;1;70;85;85;1;28,6994457381838
123486;1;1;1;70;99;99;1;1,89549502356952
123486;1;3;1;70;99;99;1;1,89549502356952
123497;1;2;1;70;81;81;1;7,59043141597366
123561;1;5;1;70;97;97;1;6,35864338217645
123585;1;1;1;70;85;85;1;34,1240473741227
123585;1;2;1;70;85;85;1;34,1240473741227
123589;1;1;1;70;99;99;1;7,58198009427809
123596;1;3;1;70;85;85;1;26,3870107393122
123854;1;3;1;70;95;95;1;50,449304106152
124022;1;2;1;70;85;85;1;19,1029932137262
124189;1;3;1;70;99;99;1;6,09552396378542
124234;1;2;1;70;86;86;1;6,58728175348079
124234;1;3;1;70;86;86;1;6,58728175348079
124243;1;2;1;70;86;86;1;4,9695188292344
124243;1;4;1;70;86;86;1;4,9695188292344
124243;1;5;1;70;86;86;1;4,9695188292344
124245;1;4;1;70;86;86;1;9,97951086984984
124247;1;1;1;70;86;86;1;9,10176231529496
124406;1;1;1;70;94;94;1;3,81695620008287
124488;1;3;1;70;85;85;1;21,6534838126572
124576;1;2;1;70;97;97;1;1,58966084554411
124576;1;3;1;70;97;97;1;1,58966084554411
124599;1;3;1;70;94;94;1;1,26271422639537
124896;1;2;1;70;86;86;1;9,98202342713074
124995;1;2;1;70;86;86;1;7,00331563963419
124995;1;3;1;70;86;86;1;7,00331563963419
125041;1;1;1;70;81;81;1;30,3617256638947
125172;1;2;1;70;86;86;1;8,55494976465704
125194;1;3;1;70;95;95;1;5,79877058691403
125194;1;4;1;70;95;95;1;5,79877058691403
125345;1;1;1;70;81;81;1;7,59043141597366
125357;1;2;1;70;81;81;1;7,59043141597366
125377;1;1;1;70;81;81;1;19,1275915827519
125484;1;1;1;70;86;86;1;9,10176231529496
125493;1;2;1;70;86;86;1;9,71172931071086
125509;1;1;1;70;85;85;1;29,2071286400163
125542;1;1;1;70;99;99;1;3,51825327450312
125552;1;3;1;70;85;85;1;26,1489551392528
125591;1;1;1;70;99;99;1;5,45799525441323
125591;1;7;1;70;99;99;1;5,45799525441323
125732;1;3;1;70;94;94;1;1,75437388971571
125754;1;2;1;70;85;85;1;19,1029932137262
125901;1;1;1;70;81;81;1;25,3994325091973
125901;1;2;1;70;81;81;1;25,3994325091973
125971;1;1;1;70;95;95;1;5,79877058691403
126009;1;2;1;70;95;95;1;5,79877058691403
126009;1;3;1;70;95;95;1;5,79877058691403
126115;1;2;1;70;95;95;1;5,79877058691403
126255;1;1;1;70;81;81;1;7,59043141597366
126380;1;1;1;70;81;81;1;9,24226683507712
126479;1;2;1;70;81;81;1;7,59043141597366
126542;1;2;1;70;85;85;1;25,1313766683575
126575;1;1;1;70;86;86;1;6,92928229549481
126796;1;2;1;70;85;85;1;22,541663612405
126823;1;3;1;70;94;94;1;1,24897003745308
127227;1;1;1;70;81;81;1;7,59043141597366
127241;1;1;1;70;81;81;1;11,7626375723571
127278;1;1;1;70;95;95;1;5,79877058691403
127324;1;1;1;70;95;95;1;5,79877058691403
127522;1;1;1;70;95;95;1;5,79877058691403
127522;1;2;1;70;95;95;1;5,79877058691403
127608;1;1;1;70;95;95;1;50,449304106152
127613;1;3;1;70;86;86;1;9,75932310040157
127626;1;1;1;70;95;95;1;50,449304106152
127633;1;2;1;70;95;95;1;50,449304106152
127647;1;1;1;70;99;99;1;3,51825327450312
127648;1;2;1;70;95;95;1;5,79877058691403
127683;1;1;1;70;95;95;1;12,6288073336026
127740;1;1;1;70;99;99;1;1,89549502356952
127740;1;2;1;70;99;99;1;1,89549502356952
127809;1;2;1;70;95;95;1;5,79877058691403
127865;1;5;1;70;91;91;1;4,50618513274145
127922;1;2;1;70;95;95;1;5,79877058691403
127922;1;5;1;70;95;95;1;5,79877058691403
127951;1;1;1;70;95;95;1;5,79877058691403
128212;1;1;1;70;86;86;1;7,55355767649758
128261;1;2;1;70;91;91;1;5,3716968230964
128281;1;1;1;70;91;91;1;5,04941927283886
128304;1;1;1;70;81;81;1;30,3617256638947
128428;1;4;1;70;95;95;1;5,79877058691403
128518;1;1;1;70;99;99;1;2,59399047111605
128518;1;3;1;70;99;99;1;2,59399047111605
128518;1;4;1;70;99;99;1;2,59399047111605
128529;1;1;1;70;99;99;1;2,02525677740111
128574;1;2;1;70;94;94;1;1,75475501291879
128603;1;1;1;70;86;86;1;7,8760240336304
128639;1;1;1;70;86;86;1;9,98892954117097
128654;1;1;1;70;86;86;1;8,83703970938289
128654;1;2;1;70;86;86;1;8,83703970938289
128654;1;3;1;70;86;86;1;8,83703970938289
128775;1;2;1;70;97;97;1;1,58966084554411
128775;1;5;1;70;97;97;1;1,58966084554411
128848;1;2;1;70;95;95;1;5,79877058691403
128938;1;1;1;70;85;85;1;18,0815113525847
128943;1;2;1;70;97;97;1;1,58966084554411
128973;1;2;1;70;95;95;1;5,79877058691403
129142;1;2;1;70;86;86;1;10,9827337190481
129201;1;1;1;70;86;86;1;11,2724115740563
129268;1;1;1;70;86;86;1;8,48763689582223
129274;1;1;1;70;86;86;1;12,1595787999323
129368;1;1;1;70;99;99;1;2,40197308258601
129368;1;2;1;70;99;99;1;2,40197308258601
130047;1;3;1;70;99;99;1;1,89549502356952
130075;1;2;1;70;81;81;1;11,3816538216282
130312;1;2;1;70;81;81;1;12,5821122125667
130341;1;1;1;70;81;81;1;7,59043141597366
130341;1;2;1;70;81;81;1;7,59043141597366
130498;1;1;1;70;85;85;1;23,3924302405073
130523;1;3;1;70;86;86;1;9,74684547585352
130662;1;1;1;70;85;85;1;18,034342341493
130662;1;2;1;70;85;85;1;18,034342341493
130672;1;5;1;70;81;81;1;25,1394091838138
130672;1;8;1;70;81;81;1;25,1394091838138
130701;1;1;1;70;86;86;1;9,10176231529496
130727;1;4;1;70;81;81;1;7,59043141597366
130937;1;1;1;70;97;97;1;4,46224113449612
131021;1;1;1;70;99;99;1;1,89549502356952
131021;1;2;1;70;99;99;1;1,89549502356952
131070;1;1;1;70;81;81;1;7,59043141597366
131070;1;2;1;70;81;81;1;7,59043141597366
131080;1;1;1;70;81;81;1;11,7626375723571
131189;1;1;1;70;81;81;1;7,59043141597366
131232;1;2;1;70;95;95;1;5,79877058691403
131310;1;1;1;70;95;95;1;5,79877058691403
131310;1;4;1;70;95;95;1;5,79877058691403
131310;1;7;1;70;95;95;1;5,79877058691403
131489;1;1;1;70;81;81;1;7,59043141597366
131537;1;2;1;70;81;81;1;30,3617256638947
131964;1;1;1;70;85;85;1;23,1543746404479
132003;1;3;1;70;85;85;1;21,6534838126572
132091;1;1;1;70;97;97;1;4,43097651528159
132132;1;1;1;70;95;95;1;5,79877058691403
132132;1;2;1;70;95;95;1;5,79877058691403
132218;1;1;1;70;86;86;1;10,0486544997235
132218;1;2;1;70;86;86;1;10,0486544997235
132248;1;2;1;70;85;85;1;31,7058761813051
132248;1;3;1;70;85;85;1;31,7058761813051
132254;1;1;1;70;81;81;1;7,59043141597366
132254;1;3;1;70;81;81;1;7,59043141597366
132254;1;4;1;70;81;81;1;7,59043141597366
132269;1;2;1;70;95;95;1;13,305764101788
132288;1;2;1;70;85;85;1;23,1543746404479
132288;1;3;1;70;85;85;1;23,1543746404479
132308;1;1;1;70;81;81;1;20,18748060371
132417;1;1;1;70;86;86;1;11,091706085473
132538;1;2;1;70;85;85;1;19,3927918714278
132540;1;1;1;70;81;81;1;30,3617256638947
132564;1;2;1;70;85;85;1;26,2125481412114
133024;1;2;1;70;85;85;1;28,5249831400829
133024;1;5;1;70;85;85;1;28,5249831400829
133252;1;1;1;70;81;81;1;30,3617256638947
133391;1;4;1;70;99;99;1;1,89549502356952
133391;1;7;1;70;99;99;1;1,89549502356952
133460;1;1;1;70;97;97;1;1,58966084554411
133482;1;1;1;70;97;97;1;5,86080837415102
133490;1;1;1;70;86;86;1;6,32946526160895
133495;1;2;1;70;86;86;1;9,11457528039883
133525;1;2;1;70;95;95;1;5,79877058691403
133640;1;1;1;70;99;99;1;3,51825327450312
133659;1;1;1;70;99;99;1;2,57250087858949
133763;1;2;1;70;99;99;1;5,71734146924668
133766;1;1;1;70;99;99;1;5,79451726686433
133838;1;3;1;70;99;99;1;1,89549502356952
133968;1;2;1;70;81;81;1;7,59043141597366
133969;1;1;1;70;94;94;1;2,07522241057289
134164;1;3;1;70;99;99;1;1,89549502356952
134382;1;6;1;70;99;99;1;4,16794787772484
134562;1;1;1;70;95;95;1;5,79877058691403
134562;1;2;1;70;95;95;1;5,79877058691403
134734;1;3;1;70;81;81;1;7,59043141597366
134797;1;2;1;70;81;81;1;7,59043141597366
134870;1;1;1;70;85;85;1;26,1608050835692
135370;1;1;1;70;97;97;1;1,58966084554411
135393;1;3;1;70;86;86;1;7,31147361118014
135393;1;4;1;70;86;86;1;7,31147361118014
135570;1;1;1;70;86;86;1;4,38241856314117
135570;1;2;1;70;86;86;1;4,38241856314117
135570;1;3;1;70;86;86;1;4,38241856314117
135570;1;4;1;70;86;86;1;4,38241856314117
135623;1;2;1;70;81;81;1;7,59043141597366
135797;1;3;1;70;86;86;1;4,38241856314117
135854;1;1;1;70;86;86;1;11,7261588690428
135854;1;3;1;70;86;86;1;11,7261588690428
135880;1;2;1;70;86;86;1;9,37220687800778
135880;1;3;1;70;86;86;1;9,37220687800778
135924;1;1;1;70;86;86;1;10,25671110031
135936;1;2;1;70;86;86;1;6,25035656446817
136169;1;1;1;70;81;81;1;23,9259931822607
136169;1;2;1;70;81;81;1;23,9259931822607
136271;1;1;1;70;95;95;1;33,4809533893029
136388;1;1;1;70;95;95;1;5,79877058691403
136388;1;3;1;70;95;95;1;5,79877058691403
136446;1;1;1;70;85;85;1;30,4502421103503
136448;1;1;1;70;85;85;1;28,7659594751083
136644;1;4;1;70;85;85;1;24,1934592859427
136768;1;4;1;70;85;85;1;11,8051572423191
136815;1;2;1;70;81;81;1;7,59043141597366
136924;1;2;1;70;85;85;1;31,2322200546928
136924;1;5;1;70;85;85;1;31,2322200546928
136934;1;2;1;70;85;85;1;25,9744925411519
136935;1;8;1;70;97;97;1;1,58966084554411
136937;1;3;1;70;85;85;1;12,0451813438831
137041;1;3;1;70;94;94;1;1,75462797185109
137337;1;2;1;70;81;81;1;29,1963585751581
137444;1;2;1;70;86;86;1;10,9305614783352
137444;1;5;1;70;86;86;1;10,9305614783352
137470;1;1;1;70;86;86;1;6,66639045062157
137490;1;3;1;70;86;86;1;10,0017425062748
137604;1;2;1;70;99;99;1;1,89549502356952
137625;1;2;1;70;99;99;1;4,81607450073317
137627;1;1;1;70;99;99;1;7,36006548988823
137627;1;2;1;70;99;99;1;7,36006548988823
137627;1;6;1;70;99;99;1;7,36006548988823
137627;1;7;1;70;99;99;1;7,36006548988823
137639;1;2;1;70;95;95;1;5,79877058691403
137647;1;1;1;70;95;95;1;5,79877058691403
137647;1;2;1;70;95;95;1;5,79877058691403
137647;1;3;1;70;95;95;1;5,79877058691403
137730;1;1;1;70;99;99;1;2,08844690500847
137748;1;2;1;70;94;94;1;2,20895756829083
137753;1;4;1;70;99;99;1;1,89549502356952
137763;1;2;1;70;99;99;1;3,44858718169985
137800;1;1;1;70;99;99;1;6,99679093229893
137837;1;1;1;70;99;99;1;4,85188270029947
137848;1;2;1;70;97;97;1;3,35127260524373
138236;1;3;1;70;97;97;1;1,58966084554411
138264;1;2;1;70;95;95;1;5,79877058691403
138344;1;3;1;70;86;86;1;7,19724874889669
138344;1;4;1;70;86;86;1;7,19724874889669
138349;1;1;1;70;81;81;1;29,884175623896
138349;1;2;1;70;81;81;1;29,884175623896
138392;1;1;1;70;86;86;1;8,48763689582223
138405;1;2;1;70;86;86;1;8,14829935738204
138405;1;4;1;70;86;86;1;8,14829935738204
138553;1;1;1;70;81;81;1;7,59043141597366
138553;1;3;1;70;81;81;1;7,59043141597366
138553;1;4;1;70;81;81;1;7,59043141597366
138567;1;1;1;70;94;94;1;3,4146779071349
138793;1;1;1;70;94;94;1;2,49781303383847
138927;1;1;1;70;97;97;1;4,60915354995766
138959;1;1;1;70;97;97;1;5,02098271436226
138994;1;1;1;70;81;81;1;26,4725791984563
138994;1;2;1;70;81;81;1;26,4725791984563
138995;1;2;1;70;97;97;1;6,35864338217645
139128;1;1;1;70;97;97;1;1,58966084554411
139221;1;4;1;70;81;81;1;7,59043141597366
139438;1;2;1;70;95;95;1;5,79877058691403
139489;1;2;1;70;95;95;1;23,8926144701684
139527;1;3;1;70;94;94;1;1,24897003745308
139527;1;4;1;70;94;94;1;1,24897003745308
139533;1;2;1;70;95;95;1;5,79877058691403
139569;1;2;1;70;95;95;1;5,79877058691403
139613;1;2;1;70;95;95;1;5,79877058691403
139661;1;1;1;70;95;95;1;5,79877058691403
139759;1;1;1;70;86;86;1;8,50011452037027
139792;1;2;1;70;86;86;1;6,66639045062157
140001;1;4;1;70;85;85;1;24,8696959206547
140109;1;4;1;70;85;85;1;21,8026606058302
140111;1;7;1;70;86;86;1;13,9141148575207
140218;1;1;1;70;86;86;1;5,66316760142329
140218;1;2;1;70;86;86;1;5,66316760142329
140308;1;2;1;70;86;86;1;7,06796550489517
140308;1;3;1;70;86;86;1;7,06796550489517
140353;1;3;1;70;86;86;1;7,46954055916876
140471;1;2;1;70;94;94;1;1,26271422639537
140566;1;1;1;70;81;81;1;7,59043141597366
140600;1;1;1;70;81;81;1;7,59043141597366
140600;1;2;1;70;81;81;1;7,59043141597366
140600;1;3;1;70;81;81;1;7,59043141597366
140711;1;2;1;70;86;86;1;7,55355767649758
140742;1;3;1;70;86;86;1;4,38241856314117
140799;1;1;1;70;86;86;1;4,38241856314117
141248;1;1;1;70;99;99;1;3,64063314069664
141248;1;2;1;70;99;99;1;3,64063314069664
141251;1;1;1;70;99;99;1;7,58198009427809
141343;1;1;1;70;86;86;1;5,21795184222784
141463;1;1;1;70;85;85;1;20,2263078785675
141492;1;1;1;70;95;95;1;5,79877058691403
141558;1;1;1;70;95;95;1;5,79877058691403
141577;2;2;2;70;95;95;1;50,449304106152
141791;1;2;1;70;85;85;1;26,776436846578
141931;1;2;1;70;81;81;1;10,4974144176744
142028;1;3;1;70;86;86;1;5,71800284571005
142073;1;2;1;70;85;85;1;11,8051572423191
142120;1;1;1;70;85;85;1;26,2125481412114
142165;1;1;1;70;91;91;1;5,04941927283886
142189;1;3;1;70;99;99;1;1,89549502356952
142194;1;1;1;70;99;99;1;2,56572054683088
142686;1;2;1;70;99;99;1;5,08881127336909
143078;1;1;1;70;86;86;1;9,50333736956856
143085;1;4;1;70;97;97;1;1,58966084554411
143190;1;1;1;70;97;97;1;2,4913790519905
143244;1;3;1;70;97;97;1;6,27263753855562
143244;1;5;1;70;97;97;1;6,27263753855562
143247;1;1;1;70;94;94;1;2,16641837650068
143247;1;2;1;70;94;94;1;2,16641837650068
143247;1;5;1;70;94;94;1;2,16641837650068
143388;1;1;1;70;81;81;1;7,59043141597366
143388;1;3;1;70;81;81;1;7,59043141597366
143522;1;3;1;70;85;85;1;14,6663987062598
143592;1;4;1;70;86;86;1;8,47584106751626
143617;1;1;1;70;81;81;1;7,59043141597366
143617;1;3;1;70;81;81;1;7,59043141597366
143633;1;2;1;70;85;85;1;19,1029932137262
143643;1;3;1;70;97;97;1;1,58966084554411
143643;1;4;1;70;97;97;1;1,58966084554411
143770;1;3;1;70;94;94;1;1,24897003745308
143770;1;7;1;70;94;94;1;1,24897003745308
143825;1;2;1;70;94;94;1;1,24897003745308
143902;1;5;1;70;97;97;1;1,66562764901833
143942;1;1;1;70;95;95;1;5,79877058691403
143959;1;1;1;70;95;95;1;5,79877058691403
143959;1;2;1;70;95;95;1;5,79877058691403
143959;1;3;1;70;95;95;1;5,79877058691403
143965;1;2;1;70;81;81;1;7,59043141597366
144017;1;1;1;70;97;97;1;1,94174112371145
144137;1;2;1;70;95;95;1;5,79877058691403
144449;1;1;1;70;97;97;1;1,58966084554411
144514;1;1;1;70;97;97;1;1,58966084554411
144595;1;1;1;70;97;97;1;5,30206679428488
144738;1;2;1;70;95;95;1;5,79877058691403
144802;1;2;1;70;95;95;1;50,449304106152
145034;1;2;1;70;91;91;1;5,61251788276016
145063;2;4;2;70;95;95;1;5,79877058691403
145114;1;2;1;70;81;81;1;7,59043141597366
145183;1;1;1;70;81;81;1;21,8090971788738
145183;1;3;1;70;81;81;1;21,8090971788738
145294;1;2;1;70;86;86;1;10,5936362893226
145379;1;3;1;70;85;85;1;25,7077859743448
145386;1;1;1;70;86;86;1;6,05492803472267
145456;1;2;1;70;86;86;1;4,53917655749413
145481;1;2;1;70;86;86;1;8,83703970938289
145513;1;2;1;70;86;86;1;5,16776080884666
145541;1;6;1;70;99;99;1;4,01917276891494
145668;1;3;1;70;85;85;1;26,6536499108298
145780;1;1;1;70;81;81;1;9,7218677115611
145909;1;1;1;70;95;95;1;5,79877058691403
145924;2;1;2;70;85;85;1;17,7631291234249
145941;1;1;1;70;95;95;1;50,449304106152
145992;1;1;1;70;94;94;1;1,53910277894213
146107;1;7;1;70;95;95;1;5,79877058691403
146140;1;5;1;70;94;94;1;2,64884417614708
146191;1;2;1;70;95;95;1;50,449304106152
146191;1;6;1;70;95;95;1;50,449304106152
146204;1;2;1;70;81;81;1;20,18748060371
