DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;P6430S1;P6500;P6750;P6760;P6800;P6850;P6830;P6830S1;AREA;OCI;FEX_C;P6430;RAMA4D_R4;OFICIO;RAMA2D_R4
5117572;1;1;1;60;94; ; ;240000;1;40;40; ; ;94;1;1,75475501291879;4;8121;55;81
5117573;1;1;1;60;94; ;1800000; ; ;40;40; ; ;94;1;3,82123683998293;2;8422;58;84
5117574;1;1;1;60;94; ; ;1000000;1;48;48; ; ;94;1;1,24897003745308;4;9329;21;93
5117575;1;1;1;60;94; ; ;1500000;1;48;48; ; ;94;1;2,83926823456762;4;8551;39;85
5117577;1;1;1;60;94; ; ;200000;1;28;28; ; ;94;1;2,83091465298012;4;8121;54;81
5117577;1;2;1;60;94; ;980000; ; ;48;48; ; ;94;1;2,83091465298012;1;5022;98;50
5117578;1;1;1;60;94; ;890000; ; ;48;48; ; ;94;1;1,7340615593981;1;8415;55;84
5117579;1;2;1;60;94; ; ;300000;1;28;28; ; ;94;1;2,23967129778389;4;3830;99;38
5117580;1;1;1;60;94; ; ;98;1;50;50; ; ;94;1;1,8902839060893;4;5619;77;56
5117582;1;1;1;60;94; ; ;900000;1;40;40; ; ;94;1;1,75462797185109;4;8413;55;84
5117584;1;1;1;60;94; ; ;1100000;1;48;48; ; ;94;1;2,83914119349992;4;4111;95;41
5117592;1;1;1;60;95; ;1800000; ; ;84;84; ; ;95;1;5,79877058691403;2;8423;58;84
5117592;1;5;1;60;95; ;1000000; ; ;40;40; ; ;95;1;5,79877058691403;1;5619;50;56
5117592;1;6;1;60;95; ;750000; ; ;42;42; ; ;95;1;5,79877058691403;1;5619;45;56
5117593;1;1;1;60;95; ; ;380000;1;20;20; ; ;95;1;12,6288073336026;4;5224;97;52
5117596;1;1;1;60;95; ;1800000; ; ;28;28; ; ;95;1;5,79877058691403;1;5630;50;56
5117596;1;2;1;60;95; ; ;2000000;1;72;30;3; ;95;1;5,79877058691403;4;5619;51;56
5117597;1;2;1;60;95; ;3000000; ; ;45;8;3; ;95;1;5,79877058691403;2;8513;13;85
5117598;1;1;1;60;95; ; ;2600000;1;40;0;3; ;95;1;5,79877058691403;4;8413;30;84
5117600;1;1;1;60;95; ;4200000; ; ;40;40; ; ;95;1;5,79877058691403;2;8412;39;84
5117601;1;1;1;60;95; ;1100000; ; ;48;48; ; ;95;1;43,5733187947979;1;9603;62;96
5117602;1;1;1;60;95; ;980000; ; ;42;42; ; ;95;1;5,79877058691403;1;5611;53;56
5117602;1;2;1;60;95; ; ; ; ;90;90; ; ;95;1;5,79877058691403;6;5611;53;56
5117605;1;1;1;60;95; ;837000; ; ;40;40; ; ;95;1;5,79877058691403;1;4711;95;47
5117606;1;1;1;60;95; ; ;2000000;1;42;42; ; ;95;1;5,79877058691403;4;8422;06;84
5117607;1;1;1;60;95; ;828116; ; ;45;45; ; ;95;1;5,79877058691403;1;8559;03;85
5117607;1;2;1;60;95; ;952968; ; ;45;45; ; ;95;1;5,79877058691403;1;4759;03;47
5117608;1;1;1;60;95; ;877000; ; ;54;54; ; ;95;1;5,79877058691403;1;4771;45;47
5117609;1;1;1;60;95; ;837000; ; ;48;48; ; ;95;1;5,79877058691403;1;4711;97;47
5117610;1;1;1;60;95; ;0; ; ;35;35; ; ;95;1;12,6288073336026;3;9700;55;97
5117611;1;1;1;60;95; ; ;1000000;1;48;48; ; ;95;1;5,79877058691403;4;9412;03;94
5117611;1;3;1;60;95; ; ;98;1;48;48; ; ;95;1;5,79877058691403;4;9412;41;94
5117612;1;1;1;60;95; ; ;600000;1;56;56; ; ;95;1;5,79877058691403;4;4321;85;43
5117623;1;1;1;60;97; ; ;4000000;1;40;40; ; ;97;1;2,4913790519905;4;8412;02;84
5117625;1;1;1;60;97; ;1300000; ; ;45;45; ; ;97;1;1,60723114054178;1;4210;89;42
5117630;1;2;1;60;97; ;1800000; ; ;40;40; ; ;97;1;4,60915354995766;2;8413;13;84
5117631;1;1;1;60;97; ; ;400000;1;40;40; ; ;97;1;1,58966084554411;4;4921;98;49
5117632;1;2;1;60;97; ; ;180000;1;30;6;6; ;97;1;1,58966084554411;4;3314;85;33
5117633;1;2;1;60;97; ; ;180000;1;42;42; ; ;97;1;1,58966084554411;4;5619;53;56
5117634;1;1;1;60;97; ;480000; ; ;40;40; ; ;97;1;6,35864338217645;3;9700;54;97
5117636;1;1;1;60;97; ; ;150000;1;40;40; ; ;97;1;1,58966084554411;4;4921;98;49
5117638;1;1;1;60;97; ; ;300000;1;56;56; ; ;97;1;6,00249452556963;4;5619;53;56
5117639;1;2;1;60;97; ; ;2800000;1;40;40; ; ;97;1;1,58966084554411;4;8413;19;84
5117639;1;3;1;60;97; ;380000; ; ;40;40; ; ;97;1;1,58966084554411;1;5630;45;56
5117640;1;6;1;60;99; ; ;400000;1;18;18; ; ;99;1;6,41803768689985;4;8692;07;86
5117640;1;7;1;60;99; ; ;300000;1;20;20; ; ;99;1;6,41803768689985;4;4781;45;47
5117641;1;1;1;60;99; ; ;98;1;40;0;6; ;99;1;2,72135154268489;5;4312;97;43
5117642;1;1;1;60;99; ; ;1500000;1;40;40; ; ;99;1;2,75773793536093;4;8413;21;84
5117642;1;5;1;60;99; ; ;120000;1;2;0;6; ;99;1;2,75773793536093;4;8692;07;86
5117643;1;1;1;60;99; ;300000; ; ;25;25; ; ;99;1;2,74524685632896;3;9700;54;97
5117644;1;1;1;60;99; ; ;700000;1;70;70; ; ;99;1;3,5316438323056;4;4711;97;47
5117644;1;4;1;60;99; ;800000; ; ;35;35; ; ;99;1;3,5316438323056;1;4723;45;47
5117644;1;5;1;60;99; ;700000; ; ;72;72; ; ;99;1;3,5316438323056;1;4723;45;47
5117645;1;1;1;60;99; ;930000; ; ;32;32; ; ;99;1;3,01210294481906;1;4112;95;41
5117646;1;1;1;60;99; ; ;200000;1;21;21; ; ;99;1;2,74524685632896;4;5619;53;56
5117648;1;1;1;60;99; ;3000000; ; ;84;84; ; ;99;1;1,89549502356952;2;8422;03;84
5117648;1;2;1;60;99; ;1600000; ; ;40;0;3; ;99;1;1,89549502356952;2;8513;03;85
5117649;1;1;1;60;99; ;1600000; ; ;50;50; ; ;99;1;1,89549502356952;1;6511;44;65
5117649;1;2;1;60;99; ;3000000; ; ;40;35;6; ;99;1;1,89549502356952;1;6511;44;65
5117650;1;1;1;60;99; ;3000000; ; ;72;72; ; ;99;1;3,51825327450312;2;8422;58;84
5117651;1;1;1;60;99; ; ;400000;1;32;32; ; ;99;1;2,90812341227008;4;4530;41;45
5117652;1;1;1;60;99; ; ;98;1;21;30; ; ;99;1;1,89549502356952;4;0145;61;01
5117653;1;1;1;60;99; ; ;1300000;1;55;55; ; ;99;1;3,91336991333257;4;8412;32;84
5118898;1;1;1;60;81; ;98; ; ;50;50; ; ;81;1;7,59043141597366;2;8610;59;86
5118898;1;2;1;60;81; ; ;0;1;48;48; ; ;81;1;7,59043141597366;4;9499;19;94
5118899;1;2;1;60;81; ; ;98;1;48;48; ; ;81;1;30,3617256638947;4;0312;64;03
5118899;3;1;3;60;81; ;828116; ; ;48;48; ; ;81;1;30,3617256638947;1;4290;95;42
5118899;4;1;4;60;81; ; ;98;1;40;40; ; ;81;1;30,3617256638947;4;5021;98;50
5118900;1;1;1;60;81; ; ;200000;1;40;40; ; ;81;1;15,9017203464019;4;4792;45;47
5118900;1;2;1;60;81; ; ;98;1;48;48; ; ;81;1;15,9017203464019;4;4723;97;47
5118901;1;2;1;60;81; ;900000; ; ;48;0;6; ;81;1;8,64201229591257;1;9007;85;90
5118902;1;1;1;60;81; ;99; ; ;40;40; ; ;81;1;7,59043141597366;1;4290;97;42
5118902;1;2;1;60;81; ;99; ; ;42;42; ; ;81;1;7,59043141597366;1;5611;53;56
5118902;1;3;1;60;81; ;99; ; ;48;48; ; ;81;1;7,59043141597366;1;4752;98;47
5118902;1;5;1;60;81; ; ;99;1;70;70; ; ;81;1;7,59043141597366;4;4711;41;47
5118905;1;1;1;60;81; ; ;99;1;56;56; ; ;81;1;7,59043141597366;4;4781;45;47
5118906;1;1;1;60;85; ;828116; ; ;48;48; ; ;85;1;23,6620575422804;1;3811;99;38
5118907;1;1;1;60;85; ;600000; ; ;48;48; ; ;85;1;30,0608160030846;8;0141;62;01
5118907;1;2;1;60;85; ;150000; ; ;24;24; ; ;85;1;30,0608160030846;1;5611;53;56
5118907;1;6;1;60;85; ;300000; ; ;48;48; ; ;85;1;30,0608160030846;8;0113;62;01
5118908;1;1;1;60;85; ; ;1200000;1;48;48; ; ;85;1;16,5525026147952;4;9499;33;94
5118909;1;1;1;60;85; ;1400000; ; ;45;45; ; ;85;1;20,2263078785675;1;7020;34;70
5118910;1;1;1;60;85; ; ;500000;1;70;30;6; ;85;1;23,6590694120249;4;9329;59;93
5118910;1;2;1;60;85; ; ;100000;1;15;5;6; ;85;1;23,6590694120249;4;8121;55;81
5118912;1;1;1;60;86; ; ;1700000;1;40;40; ; ;86;1;8,2920579197838;4;1011;21;10
5118912;1;2;1;60;86; ;1200000; ; ;40;40; ; ;86;1;8,2920579197838;2;8610;59;86
5118914;1;1;1;60;86; ; ;450000;1;40;40; ; ;86;1;11,24055021092;4;8121;54;81
5118914;1;2;1;60;86; ;850000; ; ;40;40; ; ;86;1;11,24055021092;1;4111;95;41
5118917;1;1;1;60;95; ;1100000; ; ;48;48; ; ;95;1;5,79877058691403;1;4752;45;47
5118918;1;1;1;60;95; ;2100000; ; ;40;40; ; ;95;1;5,79877058691403;2;8530;13;85
5118942;1;5;1;60;97; ;1600000; ; ;48;48; ; ;97;1;1,58966084554411;2;8412;55;84
5118943;1;1;1;60;97; ; ;1800000;1;40;40; ; ;97;1;1,58966084554411;4;4112;95;41
5118947;1;1;1;60;97; ; ;4300000;1;40;40; ; ;97;1;1,58966084554411;4;8413;08;84
5118949;1;1;1;60;97; ; ;1500000;1;40;40; ; ;97;1;3,66074408971943;5;5611;51;56
5118951;1;1;1;60;97; ; ;1500000;1;40;40; ; ;97;1;1,58966084554411;4;4111;95;41
5118951;1;2;1;60;97; ;300000; ; ;40;40; ; ;97;1;1,58966084554411;3;9700;54;97
5118952;1;1;1;60;97; ;1200000; ; ;77;77; ; ;97;1;1,58966084554411;1;4631;45;46
5118953;1;1;1;60;97; ;2800000; ; ;45;45; ; ;97;1;1,58966084554411;2;8413;59;84
5118954;1;1;1;60;99; ; ;600000;1;48;48; ; ;99;1;1,89549502356952;4;1410;79;14
5118954;1;2;1;60;99; ; ;100000;1;60;60; ; ;99;1;1,89549502356952;4;4729;41;47
5118955;1;2;1;60;99; ; ;2000000;1;24;24; ; ;99;1;1,89549502356952;4;7729;49;77
5120600;1;1;1;60;81; ; ;98;1;50;50; ; ;81;1;26,4659503643058;4;4520;84;45
5120600;1;2;1;60;81; ; ;98;1;30;30; ; ;81;1;26,4659503643058;4;9529;79;95
5120601;1;1;1;60;81; ; ;98;1;42;42; ; ;81;1;8,6353834617621;4;4781;45;47
5120601;1;2;1;60;81; ; ; ; ;35;35; ; ;81;1;8,6353834617621;6;4781;45;47
5120602;1;1;1;60;81; ; ;98;1;54;28;6; ;81;1;11,7626375723571;5;2511;83;25
5120603;1;3;1;60;81; ; ;98;1;42;42; ; ;81;1;7,59043141597366;4;9329;59;93
5120603;1;4;1;60;81; ;99; ; ;48;48; ; ;81;1;7,59043141597366;1;4112;95;41
5120604;1;1;1;60;81; ; ;98;1;105;105; ; ;81;1;24,489945267254;4;4921;98;49
5120605;1;1;1;60;81; ;1800000; ; ;40;40; ; ;81;1;7,59043141597366;2;8422;21;84
5120605;1;2;1;60;81; ;1000000; ; ;48;48; ; ;81;1;7,59043141597366;2;8422;39;84
5120606;1;1;1;60;81; ;3500000; ; ;48;48; ; ;81;1;18,3908719192836;1;4922;35;49
5120606;1;2;1;60;81; ;1800000; ; ;48;48; ; ;81;1;18,3908719192836;1;4923;21;49
5120606;1;4;1;60;81; ;900000; ; ;48;48; ; ;81;1;18,3908719192836;1;4922;39;49
5120606;1;5;1;60;81; ;900000; ; ;48;48; ; ;81;1;18,3908719192836;1;4530;45;45
5120607;1;1;1;60;81; ;1300000; ; ;48;48; ; ;81;1;11,7626375723571;1;9900;39;99
5120608;1;1;1;60;81; ;99; ; ;40;40; ; ;81;1;11,7626375723571;2;8530;13;85
5120609;1;1;1;60;85; ; ;900000;1;54;54; ; ;85;1;17,1474973604161;4;4775;41;47
5120610;1;2;1;60;85; ;900000; ; ;45;45; ; ;85;1;32,5075707673603;1;5611;53;56
5120611;1;1;1;60;85; ; ;700000;1;60;60; ; ;85;1;23,1543746404479;4;3830;99;38
5120611;1;3;1;60;85; ;1500000; ; ;48;48; ; ;85;1;23,1543746404479;1;8622;21;86
5120612;1;1;1;60;85; ; ;700000;1;42;38;1; ;85;1;33,8889125090292;4;5619;53;56
5120612;1;2;1;60;85; ; ;800000;1;56;56; ; ;85;1;33,8889125090292;4;4781;45;47
5120612;1;4;1;60;85; ; ;200000;1;45;45; ; ;85;1;33,8889125090292;4;4781;45;47
5120613;1;1;1;60;85; ; ;20000000;1;45;45; ; ;85;1;26,1608050835692;5;4111;95;41
5120614;1;1;1;60;85; ; ;1500000;1;30;30; ; ;85;1;24,4315148860022;4;9492;12;94
5120614;1;2;1;60;85; ; ;400000;1;8;8; ; ;85;1;24,4315148860022;4;4792;45;47
5120615;1;1;1;60;85; ;1000000; ; ;48;48; ; ;85;1;27,0662355042797;1;0811;97;08
5120615;1;2;1;60;85; ; ;360000;1;15;10;6; ;85;1;27,0662355042797;4;8121;55;81
5120618;1;1;1;60;85; ; ;99;1;84;84; ; ;85;1;19,988252278508;4;4711;41;47
5120619;1;1;1;60;85; ;4800000; ; ;48;48; ; ;85;1;19,1029932137262;1;0910;03;09
5120619;1;2;1;60;85; ;3800000; ; ;30;30; ; ;85;1;19,1029932137262;2;8530;13;85
5120620;1;2;1;60;85; ;1500000; ; ;48;48; ; ;85;1;22,7767984774985;1;7120;03;71
5120621;1;1;1;60;85; ; ;1000000;1;45;45; ; ;85;1;26,1608050835692;4;4759;95;47
5120622;1;1;1;60;85; ; ;800000;1;45;45; ; ;85;1;20,2263078785675;4;8622;07;86
5120623;1;1;1;60;85; ;1400000; ; ;60;60; ; ;85;1;28,7659594751083;1;1104;21;11
5120623;1;2;1;60;85; ;1100000; ; ;48;48; ; ;85;1;28,7659594751083;1;4210;33;42
5120623;1;3;1;60;85; ;877803; ; ;63;63; ; ;85;1;28,7659594751083;1;1030;39;10
5120624;1;1;1;60;85; ;1437000; ; ;84;84; ; ;85;1;26,776436846578;2;8423;58;84
5120625;1;1;1;60;85; ;1120000; ; ;73;73; ; ;85;1;20,8936826992185;1;5611;50;56
5120625;1;4;1;60;85; ;1120000; ; ;63;63; ; ;85;1;20,8936826992185;1;5611;53;56
5120625;1;6;1;60;85; ;400000; ; ;70;70; ; ;85;1;20,8936826992185;3;9700;54;97
5120626;1;1;1;60;85; ;300000; ; ;30;30; ; ;85;1;22,538742877439;3;9700;54;97
5120626;1;2;1;60;85; ;700000; ; ;55;55; ; ;85;1;22,538742877439;1;4111;95;41
5120627;1;1;1;60;85; ; ;1000000;1;60;60; ; ;85;1;16,5525026147952;5;5611;51;56
5120628;1;1;1;60;85; ; ;1500000;1;48;48; ; ;85;1;24,225946247647;4;8610;59;86
5120629;1;1;1;60;85; ; ;2000000;1;48;48; ; ;85;1;26,2125481412114;4;6910;12;69
5120629;1;2;1;60;85; ; ;1800000;1;48;48; ; ;85;1;26,2125481412114;4;6910;12;69
5120630;1;1;1;60;86; ;880000; ; ;40;40; ; ;86;1;8,4354646551093;1;6412;58;64
5120630;1;2;1;60;86; ;600000; ; ;40;40; ; ;86;1;8,4354646551093;1;5611;53;56
5120631;1;1;1;60;86; ;98; ; ;48;48; ; ;86;1;9,16641218055594;1;4741;39;47
5120634;1;1;1;60;86; ; ;98;1;48;48; ; ;86;1;6,32946526160895;4;8610;07;86
5120635;1;1;1;60;86; ;0; ; ;40;40; ; ;86;1;8,48763689582223;1;4773;59;47
5120637;1;2;1;60;94; ; ;600000;1;40;40; ; ;94;1;3,15960859115403;4;4111;95;41
5120637;1;5;1;60;94; ; ;500000;1;45;45; ; ;94;1;3,15960859115403;4;4111;95;41
5120638;1;1;1;60;94; ;1420000; ; ;40;40; ; ;94;1;2,93055097414413;2;8413;58;84
5120641;1;1;1;60;94; ; ;1200000;1;84;84; ; ;94;1;1,73393451833041;4;9329;21;93
5120641;1;2;1;60;94; ;1400000; ; ;48;48; ; ;94;1;1,73393451833041;1;8610;59;86
5120642;1;2;1;60;94; ; ;500000;1;60;60; ; ;94;1;1,89289785160447;4;4711;41;47
5120643;1;4;1;60;94; ;450000; ; ;40;40; ; ;94;1;1,24897003745308;1;5619;53;56
5120645;1;1;1;60;95; ; ;100000;1;12;12; ; ;95;1;5,79877058691403;4;4771;41;47
5120646;1;1;1;60;95; ; ;1000000;1;54;54; ; ;95;1;12,6288073336026;4;9200;45;92
5120647;1;1;1;60;95; ; ;20000;1;12;12; ; ;95;1;5,79877058691403;4;4721;09;47
5120649;1;1;1;60;97; ; ;1200000;1;70;70; ; ;97;1;1,58966084554411;4;4711;41;47
5120652;1;1;1;60;97; ;2000000; ; ;50;50; ; ;97;1;1,58966084554411;2;8422;39;84
5120652;1;2;1;60;97; ;1300000; ; ;60;60; ; ;97;1;1,58966084554411;1;6424;44;64
5120652;1;3;1;60;97; ; ;900000;1;77;77; ; ;97;1;1,58966084554411;4;5630;50;56
5120656;1;2;1;60;97; ; ;2100000;1;60;60; ; ;97;1;5,02595331959176;4;4111;95;41
5120657;1;1;1;60;97; ;800000; ; ;60;60; ; ;97;1;4,98971809514773;1;9602;57;96
5120658;1;1;1;60;97; ;1540000; ; ;60;60; ; ;97;1;2,4913790519905;1;5223;58;52
5120663;1;1;1;60;97; ;3500000; ; ;40;40; ; ;97;1;6,35864338217645;2;8413;19;84
5120663;1;7;1;60;97; ;350000; ; ;40;40; ; ;97;1;6,35864338217645;3;9700;54;97
5120663;1;10;1;60;97; ; ;1200000;1;40;40; ; ;97;1;6,35864338217645;4;9491;19;94
5120665;3;1;3;60;97; ;850000; ; ;42;0;3; ;97;1;1,58966084554411;1;5611;53;56
5120665;4;1;4;60;97; ;800000; ; ;40;40; ; ;97;1;1,58966084554411;1;5619;53;56
5120665;5;1;5;60;97; ; ;400000;1;35;35; ; ;97;1;1,58966084554411;4;4921;98;49
5120668;1;1;1;60;97; ;900000; ; ;98;98; ; ;97;1;5,26583156984086;1;5611;53;56
5120669;1;1;1;60;97; ;3300000; ; ;42;0;3; ;97;1;1,58966084554411;2;8551;13;85
5120669;1;2;1;60;97; ;1160000; ; ;84;84; ; ;97;1;1,58966084554411;1;5111;58;51
5120670;1;4;1;60;97; ;800000; ; ;40;40; ; ;97;1;1,58966084554411;1;4210;95;42
5120670;1;5;1;60;97; ;877000; ; ;40;40; ; ;97;1;1,58966084554411;1;4210;95;42
5120670;1;6;1;60;97; ;400000; ; ;36;36; ; ;97;1;1,58966084554411;3;9700;54;97
5120670;1;7;1;60;97; ;1000000; ; ;40;40; ; ;97;1;1,58966084554411;1;4631;33;46
5120671;1;1;1;60;97; ; ;750000;1;54;54; ; ;97;1;1,58966084554411;4;0161;61;01
5120674;1;2;1;60;97; ;600000; ; ;40;40; ; ;97;1;2,08598778456235;1;9602;57;96
5120675;1;1;1;60;97; ; ;400000;1;40;40; ; ;97;1;2,34446663652896;4;4711;41;47
5120677;1;2;1;60;97; ; ;400000;1;12;12; ; ;97;1;1,58966084554411;4;4711;41;47
5120678;1;2;1;60;97; ;350000; ; ;48;48; ; ;97;1;1,58966084554411;3;9700;54;97
5120678;1;3;1;60;97; ;1000000; ; ;40;40; ; ;97;1;1,58966084554411;1;2511;83;25
5120679;1;1;1;60;97; ; ;6000000;1;48;48; ; ;97;1;3,04883258182476;4;4759;41;47
5120679;1;3;1;60;97; ;630000; ; ;48;48; ; ;97;1;3,04883258182476;1;0130;62;01
5120680;1;1;1;60;97; ; ;1000000;1;40;40; ; ;97;1;1,58966084554411;4;4789;45;47
5120681;1;1;1;60;99; ;1300000; ; ;40;40; ; ;99;1;2,63392045028031;2;8413;39;84
5120682;1;2;1;60;99; ;1200000; ; ;40;40; ; ;99;1;1,89549502356952;2;8413;55;84
5120682;1;3;1;60;99; ; ;3200000;1;40;40; ; ;99;1;1,89549502356952;4;8412;19;84
5120683;1;1;1;60;99; ;98; ; ;48;48; ; ;99;1;2,32713438262596;1;4771;45;47
5120683;1;2;1;60;99; ; ;1460000;1;45;45; ; ;99;1;2,32713438262596;4;8610;33;86
5120683;1;3;1;60;99; ; ;98;1;48;0;7;VIAJE;99;1;2,32713438262596;5;4771;41;47
5120684;1;1;1;60;99; ;2500000; ; ;45;45; ; ;99;1;2,00539025440272;2;8424;39;84
5120685;1;1;1;60;99; ;4180000; ; ;40;40; ; ;99;1;3,91336991333257;2;8415;12;84
5122754;1;1;1;60;81; ; ;98;1;40;40; ; ;81;1;7,59043141597366;5;0141;61;01
5122754;1;2;1;60;81; ;99; ; ;45;0;3; ;81;1;7,59043141597366;2;8521;13;85
5122755;1;1;1;60;81; ;99; ; ;48;0;1; ;81;1;7,59043141597366;1;7110;97;71
5122755;1;2;1;60;81; ;0; ; ;48;48; ; ;81;1;7,59043141597366;1;8521;13;85
5122756;1;1;1;60;81; ;0; ; ;54;54; ; ;81;1;7,59043141597366;1;4210;95;42
5122756;1;2;1;60;81; ;0; ; ;54;54; ; ;81;1;7,59043141597366;1;4210;95;42
5122756;1;3;1;60;81; ;0; ; ;48;48; ; ;81;1;7,59043141597366;1;4711;33;47
5122757;1;1;1;60;81; ; ;99;1;56;0;1; ;81;1;9,24226683507712;5;5511;51;55
5122761;1;1;1;60;81; ;98; ; ;48;48; ; ;81;1;11,6726249706234;1;4210;02;42
5122762;1;1;1;60;85; ;878000; ; ;45;45; ; ;85;1;35,637458802534;1;4752;97;47
5122763;1;1;1;60;85; ;1800000; ; ;70;0;3; ;85;1;22,538742877439;2;8422;58;84
5122765;1;1;1;60;85; ; ;800000;1;50;50; ; ;85;1;11,8051572423191;4;1410;79;14
5122765;1;2;1;60;85; ; ;700000;1;50;50; ; ;85;1;11,8051572423191;4;1410;79;14
5122766;1;2;1;60;85; ; ; ; ;18;18; ; ;85;1;20,2750628059542;7;0113;97;01
5122766;1;3;1;60;85; ; ;160000;1;7;3;6; ;85;1;20,2750628059542;4;4792;45;47
5122767;1;1;1;60;85; ;1200000; ; ;45;45; ; ;85;1;24,2053092302591;1;7110;87;71
5122777;1;2;1;60;86; ;98; ; ;40;40; ; ;86;1;8,77238984412192;1;3811;21;38
5122778;1;1;1;60;86; ;98; ; ;40;40; ; ;86;1;7,55355767649758;2;8413;55;84
5122779;1;2;1;60;86; ; ;98;1;40;40; ; ;86;1;10,4502295539971;4;2592;87;25
5122781;2;1;2;60;86; ; ;98;1;50;50; ; ;86;1;7,40489069390779;4;4330;93;43
5122782;1;1;1;60;86; ;870000; ; ;40;40; ; ;86;1;7,8904828655102;1;4761;45;47
5122782;1;2;1;60;86; ;1200000; ; ;40;40; ; ;86;1;7,8904828655102;1;4111;03;41
5122783;1;1;1;60;86; ;870000; ; ;40;40; ; ;86;1;10,5936362893226;1;5613;77;56
5122784;1;2;1;60;86; ;98; ; ;48;48; ; ;86;1;7,13261537015614;1;4761;45;47
5122784;1;3;1;60;86; ;98; ; ;48;48; ; ;86;1;7,13261537015614;1;4761;45;47
5122785;1;1;1;60;86; ; ;98;1;40;40; ; ;86;1;6,85017359835403;4;4711;41;47
5122785;1;2;1;60;86; ; ;98;1;40;40; ; ;86;1;6,85017359835403;4;4711;41;47
5122787;1;1;1;60;91; ; ;99;1;48;48; ; ;91;1;5,04941927283886;4;4729;41;47
5122789;1;1;1;60;91; ; ;98;1;56;56; ; ;91;1;4,99186189132693;4;5619;53;56
5122791;1;1;1;60;91; ;98; ; ;60;60; ; ;91;1;4,6356092261492;3;9700;54;97
5122793;1;1;1;60;91; ;99; ; ;48;48; ; ;91;1;5,61251788276016;1;8422;58;84
5122794;1;2;1;60;91; ;99; ; ;48;48; ; ;91;1;5,80898233718493;2;8423;58;84
5122795;1;1;1;60;91; ;99; ; ;48;48; ; ;91;1;6,05485851686624;1;3110;81;31
5122796;1;2;1;60;91; ;99; ; ;48;48; ; ;91;1;5,55496050124822;1;3110;55;31
5122797;1;1;1;60;91; ; ;99;1;40;40; ; ;91;1;6,86245078561717;4;8622;59;86
5122797;1;2;1;60;91; ; ;99;1;48;0;7;VIAJE MOTIVOS LABORAL;91;1;6,86245078561717;4;4631;41;46
5122797;1;3;1;60;91; ; ; ; ;40;40; ; ;91;1;6,86245078561717;6;4631;45;46
5122806;1;1;1;60;94; ; ;300000;1;50;50; ; ;94;1;2,83091465298012;4;4921;98;49
5122806;1;2;1;60;94; ;890000; ; ;48;48; ; ;94;1;2,83091465298012;1;4631;33;46
5122807;1;3;1;60;94; ; ;3800000;1;40;40; ; ;94;1;2,50770626874316;4;8412;21;84
5122808;1;1;1;60;94; ;600000; ; ;40;40; ; ;94;1;1,24897003745308;1;5619;53;56
5122808;1;4;1;60;94; ; ;240000;1;40;40; ; ;94;1;1,24897003745308;4;5611;53;56
5122809;1;2;1;60;94; ; ;98;1;60;60; ; ;94;1;2,39988367447833;4;4711;41;47
5122809;1;5;1;60;94; ; ;98;1;50;50; ; ;94;1;2,39988367447833;4;5619;45;56
5122809;1;6;1;60;94; ; ;98;1;50;50; ; ;94;1;2,39988367447833;4;4711;41;47
5122809;1;9;1;60;94; ; ;98;1;50;50; ; ;94;1;2,39988367447833;4;4781;45;47
5122810;1;1;1;60;94; ; ;500000;1;45;45; ; ;94;1;1,75475501291879;4;5619;45;56
5122811;1;1;1;60;94; ; ;98;1;40;40; ; ;94;1;1,24897003745308;4;4774;41;47
5122812;1;2;1;60;94; ; ;98;1;50;50; ; ;94;1;1,53910277894213;4;5224;97;52
5122813;1;1;1;60;94; ;8000000; ; ;40;40; ; ;94;1;1,84059246597732;2;8415;21;84
5122813;1;2;1;60;94; ;98; ; ;48;48; ; ;94;1;1,84059246597732;1;6492;11;64
5122814;1;2;1;60;94; ; ;600000;1;45;45; ; ;94;1;1,24897003745308;4;4724;41;47
5122815;1;2;1;60;94; ; ;980000;1;50;50; ; ;94;1;2,55024546053331;4;4921;98;49
5122816;1;1;1;60;94; ;3500000; ; ;40;40; ; ;94;1;2,93055097414413;2;8413;13;84
5122817;1;1;1;60;94; ;400000; ; ;20;20; ; ;94;1;2,42460980226748;3;9700;54;97
5122817;1;2;1;60;94; ; ;350000;1;30;30; ; ;94;1;2,42460980226748;4;4789;45;47
5122817;1;3;1;60;94; ; ; ; ;30;30; ; ;94;1;2,42460980226748;6;4789;45;47
5122819;1;1;1;60;94; ; ;1800000;1;40;40; ; ;94;1;3,0736440970278;4;8412;03;84
5122819;1;2;1;60;94; ;1800000; ; ;48;48; ; ;94;1;3,0736440970278;1;8610;21;86
5122820;1;1;1;60;94; ;600000; ; ;28;28; ; ;94;1;2,55024546053331;3;9700;55;97
5122823;1;1;1;60;95; ; ;1000000;1;59;59; ; ;95;1;5,79877058691403;4;4111;95;41
5122823;2;1;2;60;95; ;500000; ; ;70;70; ; ;95;1;5,79877058691403;1;5611;53;56
5122824;1;1;1;60;95; ;877000; ; ;48;48; ; ;95;1;5,79877058691403;1;8621;59;86
5122824;1;3;1;60;95; ; ;700000;1;48;48; ; ;95;1;5,79877058691403;4;4520;84;45
5122825;1;1;1;60;95;SUBCONTRATADO POR UN ASALARIADO PARA REALIZAR  SUS MISMAS FUNCIONES; ;70000;1;74;74; ; ;95;1;5,79877058691403;9;5224;97;52
