DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;P6430S1;P6500;P6750;P6760;P6800;P6850;P6830;P6830S1;AREA;OCI;FEX_C;P6430;RAMA4D_R4;OFICIO;RAMA2D_R4
24252;1;1;1;60;99; ;99; ; ;28;0;3; ;99;1;2,40197308258601;2;8530;13;85
24252;1;2;1;60;99; ;99; ; ;40;40; ; ;99;1;2,40197308258601;2;8415;21;84
24255;1;1;1;60;99; ; ;0;1;60;0;6; ;99;1;4,65232703648829;4;4711;41;47
24257;1;1;1;60;99; ;98; ; ;48;48; ; ;99;1;3,91336991333257;1;8010;58;80
24258;1;1;1;60;99; ;150000; ; ;40;8;6; ;99;1;6,36826073642134;1;3312;84;33
24319;1;2;1;60;81; ;98; ; ;60;60; ; ;81;1;10,4974144176744;2;8422;58;84
24334;1;1;1;60;91; ;98; ; ;40;40; ; ;91;1;4,54952125722084;2;8424;12;84
24353;1;2;1;60;91; ;98; ; ;40;40; ; ;91;1;6,30588950497283;2;8610;33;86
24353;1;3;1;60;91; ;98; ; ;40;0;6; ;91;1;6,30588950497283;1;3110;81;31
24353;1;4;1;60;91; ; ;98;1;48;0;6; ;91;1;6,30588950497283;4;0000;97;00
24353;1;5;1;60;91; ; ;98;1;48;0;6; ;91;1;6,30588950497283;4;3110;81;31
24431;1;2;1;60;81; ; ;99;1;42;42; ; ;81;1;30,3617256638947;4;5224;97;52
24468;1;5;1;60;85; ;950000; ; ;48;48; ; ;85;1;32,7996246194081;1;1089;97;10
24560;1;1;1;60;94; ;2700000; ; ;40;40; ; ;94;1;3,00348619945544;1;8413;39;84
24570;1;1;1;60;94; ;1700000; ; ;40;40; ; ;94;1;1,28800035112349;1;8413;39;84
24610;1;1;1;60;86; ;1050000; ; ;48;30;7;DEBIDO A LA CUARENTENA;86;1;8,74545338769407;1;4632;97;46
24662;1;1;1;60;86; ; ;350000;1;48;48; ; ;86;1;10,5936362893226;4;0161;61;01
24707;1;1;1;60;86; ;98; ; ;30;30; ; ;86;1;8,83703970938289;2;8413;13;84
24742;1;6;1;60;81; ; ;98;1;48;20;6; ;81;1;28,0155158338332;5;9602;57;96
24799;1;1;1;60;94; ;4200000; ; ;40;40; ; ;94;1;1,51751112280805;2;8413;13;84
24799;1;2;1;60;94; ;99; ; ;40;40; ; ;94;1;1,51751112280805;2;8551;13;85
24809;1;2;1;60;94; ; ;4750000;1;40;40; ; ;94;1;2,04070179403478;4;8414;31;84
24823;1;1;1;60;94; ; ;900000;1;40;40; ; ;94;1;2,7449501588539;4;4921;98;49
25626;1;1;1;60;94; ;4200000; ; ;40;40; ; ;94;1;1,88039067118461;2;8413;13;84
25648;1;1;1;60;94; ; ;2900000;1;40;40; ; ;94;1;2,49781303383847;4;8412;08;84
25730;1;1;1;60;81; ; ;99;1;60;18;6; ;81;1;30,3617256638947;4;4781;45;47
25777;2;2;2;60;81; ; ;98;1;48;48; ; ;81;1;12,0469798872018;4;8621;59;86
25812;1;1;1;60;81; ; ;98;1;56;42;6; ;81;1;12,0469798872018;4;4711;41;47
25844;1;3;1;60;81; ;98; ; ;40;20;6; ;81;1;7,59043141597366;1;6499;33;64
25910;1;1;1;60;85; ;3800000; ; ;40;56; ; ;85;1;19,988252278508;1;0610;03;06
26036;1;1;1;60;85; ;877803; ; ;60;0;5; ;85;1;26,3870107393122;1;4541;45;45
26036;1;2;1;60;85; ; ;190000;1;36;15;6; ;85;1;26,3870107393122;4;1430;75;14
26036;1;3;1;60;85; ;877803; ; ;48;0;5; ;85;1;26,3870107393122;1;8621;59;86
26057;1;1;1;60;94; ;99; ; ;40;40; ; ;94;1;2,48975380180533;2;8422;58;84
26075;1;3;1;60;94; ;980000; ; ;40;40; ; ;94;1;1,28800035112349;1;9499;55;94
26075;1;5;1;60;94; ; ;1600000;1;40;40; ; ;94;1;1,28800035112349;4;8412;39;84
26079;1;1;1;60;94; ; ;99;1;50;50; ; ;94;1;3,00348619945544;4;0820;71;08
26106;1;5;1;60;94; ; ;500000;1;56;30;5; ;94;1;1,42622838323154;4;4711;41;47
26115;1;1;1;60;94; ;4900000; ; ;40;40; ; ;94;1;1,28800035112349;2;8415;12;84
26126;1;1;1;60;94; ;4200000; ; ;40;40; ; ;94;1;3,02213069208613;2;8413;31;84
26137;1;1;1;60;94; ;8200000; ; ;40;40; ; ;94;1;2,31300157042258;2;6910;12;69
26139;1;1;1;60;94; ; ;98;1;50;50; ; ;94;1;1,28800035112349;4;4921;98;49
26174;1;1;1;60;94; ;1500000; ; ;40;40; ; ;94;1;1,93902186855807;2;8413;59;84
26174;1;2;1;60;94; ;99; ; ;40;40; ; ;94;1;1,93902186855807;2;8412;58;84
26383;1;1;1;60;95; ;877000; ; ;60;60; ; ;95;1;5,79877058691403;1;4711;45;47
26383;1;2;1;60;95; ; ;2000000;1;48;48; ; ;95;1;5,79877058691403;5;0141;61;01
26458;1;1;1;60;95; ;877000; ; ;40;40; ; ;95;1;5,79877058691403;8;0141;61;01
26458;1;2;1;60;95; ; ;0;1;56;0;7;CUARENTENA POR COVID19;95;1;5,79877058691403;4;4761;41;47
26496;1;1;1;60;95; ; ;800000;1;48;8;7;CUARENTENA POR COVID19;95;1;23,8926144701684;4;4781;45;47
26496;1;2;1;60;95; ; ;0;1;24;0;7;CUARENTENA POR COVID19;95;1;23,8926144701684;4;4782;45;47
26542;1;1;1;60;99; ;500000; ; ;42;42; ; ;99;1;6,6773839017333;1;1081;77;10
26569;1;1;1;60;85; ;600000; ; ;48;48; ; ;85;1;25,1313766683575;3;9700;54;97
26639;1;1;1;60;81; ; ;99;1;42;8;6; ;81;1;30,3617256638947;4;5611;55;56
26785;1;1;1;60;85; ;800000; ; ;50;50; ; ;85;1;32,3851009462725;8;0112;62;01
26800;1;1;1;60;85; ;2100000; ; ;80;0;5; ;85;1;19,718624976735;1;5621;53;56
26800;1;2;1;60;85; ;877803; ; ;42;24;6; ;85;1;19,718624976735;1;8699;07;86
26805;1;1;1;60;85; ; ;800000;1;45;24;6; ;85;1;23,6590694120249;4;5611;53;56
26805;1;2;1;60;85; ; ; ; ;40;24;6; ;85;1;23,6590694120249;6;5611;53;56
26831;1;1;1;60;86; ;99; ; ;40;40; ; ;86;1;4,89548548509502;3;9700;54;97
26925;1;2;1;60;94; ;2400000; ; ;40;15;6; ;94;1;2,38528286949828;2;8412;19;84
26964;1;1;1;60;94; ; ;4120000;1;40;40; ; ;94;1;3,065417556508;4;8413;03;84
26964;1;2;1;60;94; ; ;3500000;1;40;40; ; ;94;1;3,065417556508;4;8415;12;84
26982;1;1;1;60;81; ; ;99;1;40;40; ; ;81;1;11,7626375723571;5;4632;21;46
26983;1;1;1;60;94; ; ;98;1;40;15;6; ;94;1;1,28800035112349;4;8413;59;84
27172;1;1;1;60;95; ;4000000; ; ;40;40; ; ;95;1;5,79877058691403;1;8415;12;84
27203;1;2;1;60;95; ; ;0;1;40;0;7;CUARENTENA POR COVID19;95;1;5,79877058691403;4;4761;41;47
27206;1;1;1;60;85; ;3400000; ; ;50;0;7;POR CUARENTENA;85;1;20,3342567397438;1;0610;97;06
27206;1;2;1;60;85; ;1000000; ; ;48;40;7;POR CUARENTENA;85;1;20,3342567397438;1;8621;44;86
27206;1;3;1;60;85; ; ;500000;1;0;0; ; ;85;1;20,3342567397438;4;6910;12;69
27229;1;1;1;60;95; ;877000; ; ;70;40;7;CUARENTENA POR COVID19;95;1;18,5286842430907;1;4723;40;47
27229;1;3;1;60;95; ; ; ; ;40;40; ; ;95;1;18,5286842430907;7;4723;45;47
27239;1;1;1;60;85; ; ;300000;1;30;12;7;POR CUARENTENA;85;1;28,4947462570403;4;5320;97;53
27317;1;1;1;60;85; ; ;150000;1;20;12;6; ;85;1;17,1474973604161;4;1410;79;14
27345;1;1;1;60;85; ;1800000; ; ;48;0;6; ;85;1;26,1608050835692;1;0610;03;06
27453;1;1;1;60;99; ; ;1500000;1;40;40; ; ;99;1;3,51825327450312;4;8610;34;86
27457;1;1;1;60;99; ;998000; ; ;40;40; ; ;99;1;3,44858718169985;1;8621;39;86
27499;1;1;1;60;85; ; ;0;1;21;0;6; ;85;1;27,642644810267;4;4792;45;47
27499;1;2;1;60;85; ; ;2500000;1;30;16;6; ;85;1;27,642644810267;4;2511;83;25
27499;1;3;1;60;85; ;2600000; ; ;48;0;5; ;85;1;27,642644810267;1;4923;85;49
27499;2;1;2;60;85; ;877803; ; ;84;48;6; ;85;1;27,642644810267;1;4759;45;47
27512;1;1;1;60;85; ; ;950000;1;10;10; ; ;85;1;19,1547362713683;4;4631;98;46
27512;1;2;1;60;85; ;560000; ; ;42;0;5; ;85;1;19,1547362713683;1;5611;53;56
27512;1;4;1;60;85; ; ;360000;1;24;0;5; ;85;1;19,1547362713683;4;4789;45;47
27534;1;1;1;60;95; ; ;1000000;1;36;36; ; ;95;1;5,79877058691403;4;5613;51;56
27534;1;2;1;60;95; ; ; ; ;16;6;6; ;95;1;5,79877058691403;6;5613;53;56
27540;1;1;1;60;95; ; ;1200000;1;48;48; ; ;95;1;17,2880523087884;5;0122;61;01
27540;1;2;1;60;95; ; ;200000;1;40;48; ; ;95;1;17,2880523087884;5;0122;61;01
27540;1;3;1;60;95; ;100000; ; ;48;48; ; ;95;1;17,2880523087884;8;0122;62;01
27542;1;1;1;60;95; ; ;0;1;42;0;6; ;95;1;5,79877058691403;5;6190;21;61
27542;1;2;1;60;95; ;300; ; ;48;36;6; ;95;1;5,79877058691403;1;6190;38;61
27548;1;1;1;60;94; ;1500000; ; ;40;40; ; ;94;1;1,84071950704501;2;8413;13;84
27556;1;1;1;60;97; ;877000; ; ;48;0;3; ;97;1;7,15347380494851;1;6499;39;64
27564;1;1;1;60;94; ;3000000; ; ;40;40; ; ;94;1;3,065417556508;2;8412;11;84
27573;1;1;1;60;97; ; ;3000000;1;48;48; ; ;97;1;3,30687387094402;4;4111;95;41
27573;1;2;1;60;97; ; ;300000;1;45;0;5; ;97;1;3,30687387094402;4;4921;98;49
27587;1;1;1;60;94; ;98; ; ;56;56; ; ;94;1;2,59641174945224;2;8422;58;84
27631;1;1;1;60;95; ; ;0;1;30;0;6; ;95;1;5,79877058691403;4;4330;95;43
27635;1;1;1;60;95; ; ;200000;1;80;40;6; ;95;1;5,79877058691403;4;4711;41;47
27652;1;1;1;60;99; ;1190000; ; ;48;48; ; ;99;1;3,49525743962956;1;8530;58;85
27726;1;2;1;60;95; ;4200000; ; ;48;6;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;2;8413;33;84
27769;1;1;1;60;95; ; ;500000;1;48;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;4774;41;47
27769;1;3;1;60;95; ; ;750000;1;48;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;4923;98;49
27769;1;4;1;60;95; ; ;60000;1;1;1; ; ;95;1;5,79877058691403;4;9511;03;95
27819;1;1;1;60;81; ;98; ; ;56;56; ; ;81;1;14,7998790812184;8;0161;62;01
27892;1;1;1;60;85; ; ;1600000;1;20;5;6; ;85;1;19,1029932137262;4;8530;19;85
27892;1;2;1;60;85; ;1456000; ; ;84;84; ; ;85;1;19,1029932137262;2;8423;58;84
27927;1;1;1;60;85; ;2200000; ; ;48;48; ; ;85;1;26,1608050835692;1;7110;30;71
28023;1;4;1;60;85; ; ;600000;1;48;0;5; ;85;1;14,3642844427824;4;2511;83;25
28023;1;7;1;60;85; ; ;100000;1;2;10; ; ;85;1;14,3642844427824;4;9529;79;95
28077;1;2;1;60;95; ;2570000; ; ;40;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;2;8413;39;84
28077;1;5;1;60;95; ; ;216000;1;49;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;5619;77;56
28093;1;2;1;60;95; ; ;0;1;12;0;7;VISITANDO A UN FAMILIAR EN OTRO PAIS;95;1;5,79877058691403;4;9529;79;95
28093;1;3;1;60;95; ; ;800000;1;45;45; ; ;95;1;5,79877058691403;4;3600;03;36
28110;1;1;1;60;95; ; ;800000;1;60;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;4711;41;47
28110;1;3;1;60;95; ; ; ; ;6;6; ; ;95;1;5,79877058691403;6;4711;45;47
28110;1;4;1;60;95; ;720000; ; ;46;46; ; ;95;1;5,79877058691403;1;5613;77;56
28151;1;1;1;60;85; ;600000; ; ;40;20;7;POR CUARENTENA;85;1;20,1627148766089;1;5611;53;56
28151;1;2;1;60;85; ; ;500000;1;30;30; ; ;85;1;20,1627148766089;4;4665;99;46
28157;1;2;1;60;85; ;430000; ; ;24;0;5; ;85;1;24,8415780106559;1;5613;53;56
28376;1;1;1;60;85; ; ;1200000;1;48;0;6; ;85;1;26,1608050835692;4;4111;95;41
28408;1;1;1;60;91; ; ;98;1;45;45; ; ;91;1;4,62624821659;4;6010;17;60
28534;1;1;1;60;91; ; ;0;1;40;0;5; ;91;1;2,95314425748413;4;9200;45;92
28558;1;1;1;60;85; ;400000; ; ;50;0;7;POR CUARENTENA;85;1;26,2125481412114;1;4111;95;41
28573;1;1;1;60;81; ;98; ; ;48;48; ; ;81;1;20,18748060371;1;3811;99;38
28589;1;2;1;60;91; ;98; ; ;35;35; ; ;91;1;4,01139138678924;3;9700;55;97
28613;1;6;1;60;91; ; ;98;1;50;50; ; ;91;1;6,37395053110451;4;5619;77;56
28613;1;7;1;60;91; ; ;98;1;50;50; ; ;91;1;6,37395053110451;4;5619;53;56
28637;1;1;1;60;91; ;98; ; ;40;0;5; ;91;1;7,29816194660873;1;3513;85;35
28637;1;5;1;60;91; ;98; ; ;40;40; ; ;91;1;7,29816194660873;1;8010;58;80
28638;1;1;1;60;91; ; ;0;1;50;0;7;CIERRE TEMPORAL DEBIDO A LA PANDEMIA;91;1;4,19359418083604;4;6615;21;66
28639;1;1;1;60;91; ; ;99;1;40;40; ; ;91;1;5,95784122888781;4;8412;39;84
28639;1;2;1;60;91; ; ;99;1;40;40; ; ;91;1;5,95784122888781;4;8413;02;84
28652;1;1;1;60;91; ;98; ; ;48;0;6; ;91;1;6,89941811151671;1;5511;39;55
28655;1;1;1;60;91; ;98; ; ;40;40; ; ;91;1;4,66479444148976;2;8530;13;85
28655;1;2;1;60;91; ;98; ; ;40;40; ; ;91;1;4,66479444148976;2;8530;13;85
28656;1;1;1;60;91; ;99; ; ;48;0;5; ;91;1;5,81403745720248;1;5511;53;55
28656;1;2;1;60;91; ;99; ; ;40;40; ; ;91;1;5,81403745720248;2;8413;06;84
28664;1;1;1;60;85; ; ;400000;1;50;0;7;POR CUARENTENA;85;1;23,1366583580259;4;5611;53;56
28670;1;1;1;60;85; ;3000000; ; ;44;0;5; ;85;1;19,6979879593471;2;8422;97;84
28673;1;3;1;60;91; ;98; ; ;48;48; ; ;91;1;4,95206511289252;2;8610;07;86
28673;1;4;1;60;91; ;98; ; ;40;40; ; ;91;1;4,95206511289252;1;8530;11;85
28683;1;1;1;60;85; ; ;1200000;1;45;0;5; ;85;1;20,9498885027527;4;4111;95;41
28695;1;1;1;60;85; ;312000; ; ;50;38;6; ;85;1;25,9429208394383;1;4923;97;49
28695;1;4;1;60;85; ; ;240000;1;16;0;5; ;85;1;25,9429208394383;4;5613;53;56
28697;1;3;1;60;91; ;98; ; ;50;50; ; ;91;1;5,36712505150149;2;8423;58;84
28708;1;3;1;60;91; ;98; ; ;40;40; ; ;91;1;4,39387085506269;1;4711;33;47
28708;1;4;1;60;91; ;98; ; ;40;40; ; ;91;1;4,39387085506269;2;8411;55;84
28715;1;2;1;60;85; ;2800000; ; ;40;40; ; ;85;1;19,718624976735;2;8530;13;85
28739;1;2;1;60;99; ; ;99;1;40;40; ; ;99;1;4,29155240787131;4;9491;39;94
28742;1;1;1;60;85; ;1500000; ; ;48;0;5; ;85;1;22,538742877439;1;4210;02;42
28742;1;2;1;60;85; ;877803; ; ;48;0;5; ;85;1;22,538742877439;1;4321;03;43
28743;1;1;1;60;85; ;440000; ; ;31;0;5; ;85;1;26,5930450391267;1;5511;39;55
28743;1;2;1;60;85; ; ;200000;1;30;20;6; ;85;1;26,5930450391267;4;5320;97;53
28743;1;3;1;60;85; ; ;200000;1;5;0;5; ;85;1;26,5930450391267;4;8530;55;85
28744;1;1;1;60;85; ; ;2000000;1;40;0;5; ;85;1;26,776436846578;5;6920;12;69
28744;1;2;1;60;85; ;1300000; ; ;30;30; ; ;85;1;26,776436846578;1;8530;13;85
28747;1;1;1;60;85; ;877803; ; ;48;30;6; ;85;1;20,2263078785675;1;4631;45;46
28748;1;2;1;60;85; ; ;2900000;1;48;48; ; ;85;1;20,2750628059542;4;8610;07;86
28874;1;1;1;60;85; ; ;0;1;84;0;6; ;85;1;19,5470831136001;4;4769;41;47
28975;1;1;1;60;85; ; ;800000;1;84;0;5; ;85;1;22,9828327773129;4;9602;57;96
29104;1;1;1;60;95; ; ;0;1;33;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;1081;77;10
29104;1;2;1;60;95; ;450000; ; ;30;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;3;9700;54;97
29127;1;1;1;60;85; ;877803; ; ;48;0;6; ;85;1;34,5141441376927;2;6820;58;68
29127;1;2;1;60;85; ;877803; ; ;48;0;6; ;85;1;34,5141441376927;2;6820;55;68
29127;1;7;1;60;85; ;1100000; ; ;48;48; ; ;85;1;34,5141441376927;2;5223;58;52
29139;1;1;1;60;86; ;98; ; ;48;48; ; ;86;1;10,5936362893226;2;8423;58;84
29257;1;1;1;60;85; ;900000; ; ;48;48; ; ;85;1;37,3217414377761;1;4665;97;46
29315;1;1;1;60;81; ;877802; ; ;44;35;6; ;81;1;30,3617256638947;1;5320;37;53
29369;1;1;1;60;85; ; ;50000;1;20;0;6; ;85;1;23,6590694120249;4;9529;79;95
29381;1;1;1;60;85; ;900000; ; ;48;48; ; ;85;1;20,2263078785675;1;4731;34;47
29397;1;1;1;60;85; ;980000; ; ;60;0;6; ;85;1;26,1608050835692;2;4921;98;49
29418;1;1;1;60;95; ;400000; ; ;40;40; ; ;95;1;5,79877058691403;1;5611;54;56
29418;1;2;1;60;95; ;90000; ; ;30;30; ; ;95;1;5,79877058691403;1;5611;53;56
29418;1;3;1;60;95; ;877000; ; ;48;48; ; ;95;1;5,79877058691403;1;4923;39;49
29418;1;4;1;60;95; ;240000; ; ;30;30; ; ;95;1;5,79877058691403;1;5611;97;56
29624;1;1;1;60;95; ;500000; ; ;48;48; ; ;95;1;50,449304106152;1;5022;55;50
29624;1;2;1;60;95; ;500000; ; ;48;48; ; ;95;1;50,449304106152;1;5022;97;50
29664;1;1;1;60;95; ; ;0;1;28;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;5619;53;56
29703;1;1;1;60;85; ; ;300000;1;70;0;5; ;85;1;21,9933722164165;4;4724;41;47
29703;1;2;1;60;85; ; ;1200000;1;40;0;5; ;85;1;21,9933722164165;4;4111;95;41
29795;1;1;1;60;85; ; ;1500000;1;50;0;5; ;85;1;22,0975737125311;4;4111;95;41
29795;1;2;1;60;85; ;877803; ; ;48;0;5; ;85;1;22,0975737125311;1;5511;54;55
29835;1;1;1;60;94; ; ;98;1;50;0;6; ;94;1;2,27320336521528;4;0113;61;01
29835;1;2;1;60;94; ; ;98;1;40;10;6; ;94;1;2,27320336521528;4;8219;21;82
29850;1;3;1;60;94; ;2100000; ; ;50;50; ; ;94;1;2,27320336521528;2;8422;58;84
29852;1;1;1;60;99; ;900000; ; ;40;40; ; ;99;1;1,98239441952916;2;8423;55;84
29852;1;2;1;60;99; ; ;1800000;1;30;30; ; ;99;1;1,98239441952916;4;8551;30;85
29852;1;3;1;60;99; ;900000; ; ;0;0; ; ;99;1;1,98239441952916;1;4773;45;47
29883;1;1;1;60;95; ; ;0;1;84;0;7;POR EL AISLAMIENTO INTELIGENTE COVID-19;95;1;5,79877058691403;4;4721;45;47
29921;1;2;1;60;94; ; ;250000;1;28;28; ; ;94;1;2,08319486895731;4;4921;98;49
29936;1;1;1;60;94; ; ;300000;1;20;20; ; ;94;1;2,32223249452062;4;9602;57;96
29936;1;3;1;60;94; ; ;400000;1;70;25;6; ;94;1;2,32223249452062;4;4711;41;47
29960;1;1;1;60;94; ; ;98;1;50;50; ; ;94;1;1,84059246597732;4;4921;98;49
29960;1;2;1;60;94; ;2247000; ; ;40;40; ; ;94;1;1,84059246597732;1;3600;39;36
29971;1;4;1;60;99; ;540000; ; ;49;49; ; ;99;1;5,35656684062969;1;5511;58;55
30072;1;1;1;60;81; ; ;98;1;20;20; ; ;81;1;12,5821122125667;4;9522;03;95
30110;1;1;1;60;81; ; ;98;1;20;20; ; ;81;1;7,59043141597366;4;8559;13;85
30110;1;2;1;60;81; ; ;98;1;20;20; ; ;81;1;7,59043141597366;4;4781;45;47
30110;1;4;1;60;81; ; ;98;1;20;20; ; ;81;1;7,59043141597366;4;4781;45;47
30110;1;5;1;60;81; ; ;98;1;20;20; ; ;81;1;7,59043141597366;4;4781;45;47
30128;1;1;1;60;95; ; ;2004000;1;40;40; ; ;95;1;5,79877058691403;4;8890;19;88
30143;1;1;1;60;95; ;1900000; ; ;40;40; ; ;95;1;5,79877058691403;2;8530;13;85
30143;1;2;1;60;95; ;700000; ; ;40;40; ; ;95;1;5,79877058691403;2;8530;13;85
30180;1;1;1;60;95; ; ;300000;1;50;50; ; ;95;1;50,449304106152;4;4711;41;47
30180;1;2;1;60;95; ; ;300000;1;20;20; ; ;95;1;50,449304106152;4;4711;41;47
30406;1;2;1;60;95; ; ;98;1;30;0;6; ;95;1;5,79877058691403;4;9529;79;95
30406;1;3;1;60;95; ;600000; ; ;48;20;6; ;95;1;5,79877058691403;8;0141;62;01
30499;1;1;1;60;85; ;900000; ; ;48;48; ; ;85;1;23,4727568696076;1;4711;97;47
30499;1;4;1;60;85; ; ;450000;1;16;0;5; ;85;1;23,4727568696076;4;5619;77;56
30499;1;5;1;60;85; ; ;960000;1;48;0;5; ;85;1;23,4727568696076;5;4111;95;41
30514;1;3;1;60;94; ; ;98;1;50;30;6; ;94;1;1,24897003745308;4;0311;64;03
30514;1;4;1;60;94; ;1200000; ; ;40;40; ; ;94;1;1,24897003745308;2;8413;55;84
30635;1;1;1;60;95; ; ;0;1;48;0;7;CUARENTENA POR COVID19;95;1;50,449304106152;4;4111;95;41
30749;1;2;1;60;81; ; ;98;1;48;48; ; ;81;1;24,3199345436043;4;4631;41;46
30749;1;3;1;60;81; ; ;98;1;48;48; ; ;81;1;24,3199345436043;4;4631;41;46
30775;1;1;1;60;95; ; ;120000;1;48;32;7;CUARENTENA POR COVID19;95;1;5,79877058691403;4;0161;61;01
30827;1;1;1;60;94; ;1500000; ; ;40;40; ; ;94;1;2,49781303383847;2;8412;58;84
30830;1;2;1;60;95; ; ;0;1;48;0;7;CUARENTENA POR COVID19;95;1;5,79877058691403;4;4111;95;41
30830;1;3;1;60;95; ; ;98;1;48;48; ; ;95;1;5,79877058691403;4;8810;59;88
30880;1;2;1;60;94; ; ;98;1;50;30;6; ;94;1;1,24897003745308;4;4921;98;49
30903;1;1;1;60;99; ;1190000; ; ;48;48; ; ;99;1;6,36826073642134;1;3513;58;35
30915;1;1;1;60;94; ; ;98;1;40;20;6; ;94;1;1,24897003745308;5;4719;41;47
31090;1;1;1;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;2;1;2;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;3;1;3;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;3;3;3;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;4;1;4;60;81; ; ;98;1;48;20;6; ;81;1;30,3617256638947;4;3110;95;31
31090;4;2;4;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;5;1;5;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;5;2;5;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;5;3;5;60;81; ; ;98;1;48;20;6; ;81;1;30,3617256638947;4;4781;45;47
31090;6;1;6;60;81; ; ;98;1;56;20;6; ;81;1;30,3617256638947;4;4781;45;47
31093;1;1;1;60;81; ; ;98;1;40;40; ; ;81;1;10,4974144176744;4;8621;59;86
31096;1;1;1;60;85; ; ;1500000;1;70;0;5; ;85;1;17,7631291234249;5;5511;50;55
31096;1;2;1;60;85; ; ;2000000;1;70;0;5; ;85;1;17,7631291234249;5;5611;51;56
31255;1;1;1;60;85; ;800000; ; ;66;43;6; ;85;1;35,3131677081529;1;4711;39;47
31255;2;1;2;60;85; ;800000; ; ;66;43;6; ;85;1;35,3131677081529;1;4711;45;47
31255;2;2;2;60;85; ; ;300000;1;21;0;5; ;85;1;35,3131677081529;4;5611;45;56
31255;3;1;3;60;85; ;1000000; ; ;60;27;6; ;85;1;35,3131677081529;1;4711;39;47
31276;1;1;1;60;91; ;98; ; ;40;40; ; ;91;1;6,07433140197822;2;8621;21;86
31288;1;1;1;60;91; ; ;98;1;35;35; ; ;91;1;7,30479141972325;5;1690;94;16
31288;1;2;1;60;91; ; ;98;1;35;35; ; ;91;1;7,30479141972325;4;1690;94;16
31292;1;1;1;60;85; ; ;500000;1;30;30; ; ;85;1;23,6590694120249;4;4921;98;49
31299;1;1;1;60;94; ; ;70000;1;45;10;6; ;94;1;2,93055097414413;4;4721;41;47
31303;1;1;1;60;85; ;1000000; ; ;48;48; ; ;85;1;26,3234177373537;2;3600;99;36
31305;1;1;1;60;86; ;99; ; ;48;48; ; ;86;1;8,82456208483485;2;8423;58;84
31322;1;1;1;60;85; ; ;400000;1;40;40; ; ;85;1;17,1474973604161;4;9529;84;95
31322;1;2;1;60;85; ;450000; ; ;40;24;7;POR LA CUARENTENA;85;1;17,1474973604161;3;9700;54;97
31328;1;1;1;60;86; ;98; ; ;60;66; ; ;86;1;6,66639045062157;1;5320;39;53
31347;1;2;1;60;85; ; ;120000;1;35;12;7;POR LA CUARENTENA;85;1;22,7132054755399;4;8121;55;81
31351;1;2;1;60;94; ;99; ; ;40;40; ; ;94;1;1,24897003745308;1;8610;58;86
31369;1;1;1;60;85; ;750000; ; ;45;24;7;POR LA CUARENTENA;85;1;16,5525026147952;1;6820;55;68
31377;1;2;1;60;85; ; ;120000;1;30;12;7;POR LA CUARENTENA;85;1;29,4451842400757;4;8121;55;81
31459;1;1;1;60;95; ;0; ; ;24;0;7;CUARENTENA POR COVID19;95;1;12,6712833912786;1;4111;95;41
31525;1;3;1;60;94; ;6500000; ; ;56;56; ; ;94;1;2,55975757223493;2;8621;06;86
31525;1;4;1;60;94; ;921000; ; ;40;40; ; ;94;1;2,55975757223493;1;8121;55;81
31620;1;1;1;60;85; ; ;320000;1;16;16; ; ;85;1;33,9377348317054;4;4781;45;47
31620;1;2;1;60;85; ; ;300000;1;48;0;5; ;85;1;33,9377348317054;4;4781;45;47
31620;1;7;1;60;85; ;700000; ; ;52;0;5; ;85;1;33,9377348317054;1;5611;53;56
31625;1;1;1;60;81; ;98; ; ;48;9;7;POR AISLAMIENTO OBLIGATORIO Y PREVENTIVO POR COVID-19;81;1;7,59043141597366;1;6492;55;64
31745;1;2;1;60;91; ;99; ; ;40;40; ; ;91;1;7,23738901861414;2;8530;13;85
31748;1;1;1;60;91; ; ;99;1;48;16;6; ;91;1;4,49196387570891;4;5611;53;56
