DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;AREA;INI;FEX_C
158921;1;5;1;80;97;97;1;2,5230879315336
158921;1;7;1;80;97;97;1;2,5230879315336
158946;1;1;1;80;97;97;1;1,58966084554411
158962;1;2;1;80;81;81;1;7,59043141597366
158979;1;1;1;80;97;97;1;6,28383426430568
158989;1;2;1;80;99;99;1;2,71697710088606
159019;1;2;1;80;99;99;1;2,36118367764439
159022;1;2;1;80;81;81;1;9,24226683507712
159044;1;2;1;80;99;99;1;3,49525743962956
159044;1;5;1;80;99;99;1;3,49525743962956
159058;1;2;1;80;81;81;1;7,59043141597366
159060;1;3;1;80;85;85;1;29,2071286400163
159095;1;2;1;80;94;94;1;3,50076944232882
159095;1;3;1;80;94;94;1;3,50076944232882
159111;1;2;1;80;94;94;1;4,17062423167752
159111;1;3;1;80;94;94;1;4,17062423167752
159111;1;4;1;80;94;94;1;4,17062423167752
159112;1;2;1;80;97;97;1;5,78348919291609
159112;1;5;1;80;97;97;1;5,78348919291609
159133;1;2;1;80;94;94;1;1,24897003745308
159133;1;3;1;80;94;94;1;1,24897003745308
159154;1;2;1;80;95;95;1;5,79877058691403
159154;1;3;1;80;95;95;1;5,79877058691403
159167;1;1;1;80;85;85;1;21,7242105761028
159173;1;1;1;80;94;94;1;4,79896507291715
159173;1;4;1;80;94;94;1;4,79896507291715
159173;1;5;1;80;94;94;1;4,79896507291715
159173;1;6;1;80;94;94;1;4,79896507291715
159251;1;2;1;80;94;94;1;4,99588014981233
159259;1;2;1;80;91;91;1;3,36662871538087
159323;1;1;1;80;85;85;1;20,6038840415169
159323;1;2;1;80;85;85;1;20,6038840415169
159328;1;1;1;80;85;85;1;30,8720767259886
159335;1;1;1;80;91;91;1;5,25705253487517
159339;1;3;1;80;81;81;1;30,3617256638947
159340;1;2;1;80;91;91;1;5,61267630400521
159344;1;2;1;80;94;94;1;1,24897003745308
159344;1;3;1;80;94;94;1;1,24897003745308
159353;1;2;1;80;85;85;1;30,2452478552439
159369;1;2;1;80;91;91;1;4,39318147502469
159369;1;4;1;80;91;91;1;4,39318147502469
159369;1;6;1;80;91;91;1;4,39318147502469
159369;1;8;1;80;91;91;1;4,39318147502469
159372;1;2;1;80;81;81;1;20,18748060371
159390;1;1;1;80;81;81;1;7,59043141597366
159390;1;2;1;80;81;81;1;7,59043141597366
159390;1;3;1;80;81;81;1;7,59043141597366
159414;1;1;1;80;81;81;1;9,24226683507712
159414;1;2;1;80;81;81;1;9,24226683507712
159423;1;1;1;80;99;99;1;1,89549502356952
159423;1;2;1;80;99;99;1;1,89549502356952
159486;1;2;1;80;99;99;1;4,77470690268182
159486;1;3;1;80;99;99;1;4,77470690268182
159534;1;1;1;80;81;81;1;7,59043141597366
159534;1;2;1;80;81;81;1;7,59043141597366
159556;1;1;1;80;86;86;1;7,99024889591385
159556;1;2;1;80;86;86;1;7,99024889591385
159556;1;5;1;80;86;86;1;7,99024889591385
159582;1;2;1;80;86;86;1;7,77769853071471
159582;1;3;1;80;86;86;1;7,77769853071471
159582;1;5;1;80;86;86;1;7,77769853071471
159599;1;1;1;80;86;86;1;4,49391043082142
159621;1;3;1;80;85;85;1;22,541663612405
159624;1;1;1;80;97;97;1;1,58966084554411
159624;1;4;1;80;97;97;1;1,58966084554411
159624;1;5;1;80;97;97;1;1,58966084554411
159624;1;6;1;80;97;97;1;1,58966084554411
159655;1;2;1;80;97;97;1;1,58966084554411
159682;1;1;1;80;85;85;1;21,7035735587148
159743;1;2;1;80;97;97;1;4,60915354995766
159779;1;2;1;80;97;97;1;3,85032962660145
159779;1;3;1;80;97;97;1;3,85032962660145
159910;1;2;1;80;97;97;1;6,35864338217645
159942;1;3;1;80;97;97;1;2,44705680033055
159942;1;4;1;80;97;97;1;2,44705680033055
159942;1;7;1;80;97;97;1;2,44705680033055
159968;1;1;1;80;94;94;1;2,31300157042258
159968;1;2;1;80;94;94;1;2,31300157042258
160086;1;1;1;80;81;81;1;16,0003374721569
160086;1;2;1;80;81;81;1;16,0003374721569
160086;1;3;1;80;81;81;1;16,0003374721569
160108;1;4;1;80;85;85;1;26,2075447794691
160205;1;1;1;80;86;86;1;6,85017359835403
160205;1;2;1;80;86;86;1;6,85017359835403
160210;1;2;1;80;86;86;1;6,85017359835403
160216;1;1;1;80;86;86;1;6,32946526160895
160218;1;2;1;80;86;86;1;7,55355767649758
160220;1;2;1;80;86;86;1;8,50011452037027
160221;1;1;1;80;86;86;1;8,50011452037027
160236;1;4;1;80;95;95;1;5,79877058691403
160587;1;1;1;80;91;91;1;4,98381592347926
160587;1;3;1;80;91;91;1;4,98381592347926
160587;1;5;1;80;91;91;1;4,98381592347926
160587;1;6;1;80;91;91;1;4,98381592347926
160691;1;3;1;80;85;85;1;20,4959182193364
160758;1;2;1;80;81;81;1;7,59043141597366
160921;1;2;1;80;97;97;1;6,35864338217645
160941;1;2;1;80;91;91;1;5,75648007569054
160993;1;1;1;80;85;85;1;24,3560524766468
161125;1;1;1;80;99;99;1;4,3513203395672
161125;1;2;1;80;99;99;1;4,3513203395672
161153;1;3;1;80;86;86;1;10,6061139138706
161173;2;2;2;80;85;85;1;33,5957274549022
161184;1;2;1;80;85;85;1;26,2125481412114
161187;1;2;1;80;86;86;1;7,8760240336304
161187;1;3;1;80;86;86;1;7,8760240336304
161187;1;4;1;80;86;86;1;7,8760240336304
161211;1;3;1;80;86;86;1;7,8760240336304
161211;1;4;1;80;86;86;1;7,8760240336304
161221;1;2;1;80;86;86;1;8,4354646551093
161224;1;1;1;80;85;85;1;24,1031593118988
161242;1;4;1;80;85;85;1;23,3082002211608
161242;1;5;1;80;85;85;1;23,3082002211608
161299;1;1;1;80;99;99;1;4,54190010921016
161310;1;2;1;80;99;99;1;5,28085723236588
161321;1;2;1;80;94;94;1;2,40378930767911
161321;1;3;1;80;94;94;1;2,40378930767911
161321;1;4;1;80;94;94;1;2,40378930767911
161338;1;2;1;80;94;94;1;2,15665218266368
161356;1;2;1;80;95;95;1;5,79877058691403
161356;1;4;1;80;95;95;1;5,79877058691403
161364;1;2;1;80;91;91;1;6,42995517110826
161364;1;3;1;80;91;91;1;6,42995517110826
161373;1;1;1;80;99;99;1;4,50695133542121
161373;1;3;1;80;99;99;1;4,50695133542121
161376;1;3;1;80;94;94;1;3,50076944232882
161379;1;2;1;80;91;91;1;6,15430568331258
161380;1;1;1;80;95;95;1;24,5270951806779
161400;1;2;1;80;99;99;1;6,34587166512427
161401;1;1;1;80;81;81;1;7,59043141597366
161463;1;5;1;80;81;81;1;17,9418614163559
161463;1;6;1;80;81;81;1;17,9418614163559
161463;1;8;1;80;81;81;1;17,9418614163559
161463;1;9;1;80;81;81;1;17,9418614163559
161497;1;1;1;80;81;81;1;7,59043141597366
161497;1;3;1;80;81;81;1;7,59043141597366
161497;1;4;1;80;81;81;1;7,59043141597366
161497;1;5;1;80;81;81;1;7,59043141597366
161541;1;5;1;80;99;99;1;1,89549502356952
161545;1;1;1;80;81;81;1;14,3475017325948
161562;1;3;1;80;99;99;1;4,3099241710491
161592;1;2;1;80;81;81;1;15,7093663231617
5106403;1;1;1;80;81;81;1;9,62325058580604
5106405;1;1;1;80;81;81;1;7,59043141597366
5106405;1;2;1;80;81;81;1;7,59043141597366
5106405;1;3;1;80;81;81;1;7,59043141597366
5106405;1;5;1;80;81;81;1;7,59043141597366
5106409;1;2;1;80;81;81;1;7,59043141597366
5106409;1;3;1;80;81;81;1;7,59043141597366
5106410;1;1;1;80;81;81;1;9,62325058580604
5106412;1;2;1;80;81;81;1;7,59043141597366
5106412;1;4;1;80;81;81;1;7,59043141597366
5106413;1;1;1;80;81;81;1;18,746607832023
5106413;1;2;1;80;81;81;1;18,746607832023
5106414;1;1;1;80;81;81;1;15,4652051467921
5106415;1;1;1;80;81;81;1;13,5699793366106
5106415;1;2;1;80;81;81;1;13,5699793366106
5106417;1;1;1;80;81;81;1;9,62325058580604
5106419;1;3;1;80;81;81;1;7,59043141597366
5106420;1;1;1;80;81;81;1;7,59043141597366
5106420;1;5;1;80;81;81;1;7,59043141597366
5106422;1;3;1;80;81;81;1;12,8080118351528
5106422;1;4;1;80;81;81;1;12,8080118351528
5106423;1;3;1;80;81;81;1;7,59043141597366
5106424;1;3;1;80;85;85;1;21,8145105501466
5106425;1;1;1;80;85;85;1;24,4951078879607
5106426;1;1;1;80;85;85;1;12,930440408665
5106427;1;1;1;80;85;85;1;22,538742877439
5106428;1;2;1;80;85;85;1;14,6663987062598
5106429;1;2;1;80;85;85;1;29,1553855823741
5106431;1;1;1;80;85;85;1;21,1085788130939
5106434;1;1;1;80;86;86;1;8,27759908790399
5106434;1;3;1;80;86;86;1;8,27759908790399
5106434;1;5;1;80;86;86;1;8,27759908790399
5106435;1;2;1;80;86;86;1;10,7871547430097
5106435;1;4;1;80;86;86;1;10,7871547430097
5106435;1;5;1;80;86;86;1;10,7871547430097
5106436;1;2;1;80;86;86;1;8,82456208483485
5106437;1;1;1;80;86;86;1;6,92928229549481
5106438;1;1;1;80;86;86;1;10,0486544997235
5106438;1;2;1;80;86;86;1;10,0486544997235
5106439;1;2;1;80;94;94;1;2,48988084287302
5106440;1;1;1;80;94;94;1;1,88039067118461
5106441;1;2;1;80;94;94;1;1,24897003745308
5106441;1;3;1;80;94;94;1;1,24897003745308
5106441;1;4;1;80;94;94;1;1,24897003745308
5106442;1;1;1;80;94;94;1;1,24897003745308
5106442;1;4;1;80;94;94;1;1,24897003745308
5106442;1;5;1;80;94;94;1;1,24897003745308
5106442;1;6;1;80;94;94;1;1,24897003745308
5106443;1;2;1;80;95;95;1;18,5286842430907
5106445;1;2;1;80;99;99;1;1,89549502356952
5106446;1;1;1;80;99;99;1;3,17585040906393
5106446;1;3;1;80;99;99;1;3,17585040906393
5109174;1;1;1;80;81;81;1;20,1941094378605
5109174;1;2;1;80;81;81;1;20,1941094378605
5109183;1;2;1;80;85;85;1;20,7577096222298
5109183;1;4;1;80;85;85;1;20,7577096222298
5109184;1;7;1;80;85;85;1;32,1381161368626
5109189;1;2;1;80;85;85;1;26,776436846578
5109191;1;2;1;80;85;85;1;17,168134377804
5109193;1;1;1;80;85;85;1;22,0975737125311
5109193;1;2;1;80;85;85;1;22,0975737125311
5109193;1;3;1;80;85;85;1;22,0975737125311
5109196;1;1;1;80;85;85;1;14,0507669432509
5109200;1;2;1;80;85;85;1;18,6068431415497
5109203;1;2;1;80;85;85;1;26,776436846578
5109206;1;2;1;80;86;86;1;8,4354646551093
5109218;1;1;1;80;86;86;1;8,68572842914156
5109220;1;1;1;80;86;86;1;7,66778253878103
5109220;1;3;1;80;86;86;1;7,66778253878103
5109223;1;2;1;80;86;86;1;8,4354646551093
5109224;1;2;1;80;86;86;1;8,82456208483485
5109226;1;1;1;80;86;86;1;6,25035656446817
5109226;1;2;1;80;86;86;1;6,25035656446817
5109227;1;2;1;80;86;86;1;6,73104031588255
5109229;1;1;1;80;94;94;1;2,83091465298012
5109233;1;2;1;80;94;94;1;3,82123683998293
5109234;1;2;1;80;94;94;1;1,4134671206763
5109234;1;3;1;80;94;94;1;1,4134671206763
5109234;1;4;1;80;94;94;1;1,4134671206763
5109235;1;5;1;80;94;94;1;1,76567349150456
5109235;1;6;1;80;94;94;1;1,76567349150456
5109236;1;3;1;80;94;94;1;2,42448276119979
5109236;1;4;1;80;94;94;1;2,42448276119979
5109237;1;2;1;80;94;94;1;1,73393451833041
5109237;1;3;1;80;94;94;1;1,73393451833041
5109238;1;2;1;80;94;94;1;3,0736440970278
5109238;1;3;1;80;94;94;1;3,0736440970278
5109238;1;4;1;80;94;94;1;3,0736440970278
5109238;1;5;1;80;94;94;1;3,0736440970278
5109239;1;1;1;80;94;94;1;1,24897003745308
5109239;1;2;1;80;94;94;1;1,24897003745308
5109240;1;2;1;80;94;94;1;3,14697436966648
5109241;1;1;1;80;94;94;1;1,24897003745308
5109242;1;1;1;80;94;94;1;2,79712850341335
5109242;1;3;1;80;94;94;1;2,79712850341335
5109242;1;5;1;80;94;94;1;2,79712850341335
5109242;1;6;1;80;94;94;1;2,79712850341335
5109243;1;2;1;80;94;94;1;3,50076944232882
5109243;1;3;1;80;94;94;1;3,50076944232882
5109244;1;1;1;80;94;94;1;1,24897003745308
5109244;1;3;1;80;94;94;1;1,24897003745308
5109246;1;2;1;80;94;94;1;3,90279365314141
5109247;1;1;1;80;94;94;1;2,55011841946562
5109247;1;2;1;80;94;94;1;2,55011841946562
5109247;1;3;1;80;94;94;1;2,55011841946562
5109248;1;2;1;80;94;94;1;2,15665218266368
5109249;1;2;1;80;94;94;1;2,16928640415123
5109249;1;5;1;80;94;94;1;2,16928640415123
5109258;1;2;1;80;95;95;1;5,79877058691403
5109260;1;2;1;80;95;95;1;5,79877058691403
5109262;1;2;1;80;95;95;1;5,79877058691403
5109263;1;1;1;80;95;95;1;50,449304106152
5109263;1;2;1;80;95;95;1;50,449304106152
5109264;1;2;1;80;95;95;1;5,79877058691403
5109269;1;1;1;80;95;95;1;50,449304106152
5109272;1;4;1;80;95;95;1;5,79877058691403
5109273;1;3;1;80;95;95;1;5,79877058691403
5109273;1;4;1;80;95;95;1;5,79877058691403
5109273;1;5;1;80;95;95;1;5,79877058691403
5109275;1;1;1;80;95;95;1;5,79877058691403
5109275;1;2;1;80;95;95;1;5,79877058691403
5109276;1;1;1;80;95;95;1;5,79877058691403
5109276;1;2;1;80;95;95;1;5,79877058691403
5109288;1;1;1;80;97;97;1;1,58966084554411
5109288;1;2;1;80;97;97;1;1,58966084554411
5109288;1;3;1;80;97;97;1;1,58966084554411
5109289;1;1;1;80;97;97;1;1,58966084554411
5109289;1;2;1;80;97;97;1;1,58966084554411
5109290;1;1;1;80;97;97;1;1,58966084554411
5109290;1;2;1;80;97;97;1;1,58966084554411
5109290;1;4;1;80;97;97;1;1,58966084554411
5109291;1;1;1;80;97;97;1;3,66074408971943
5109293;1;2;1;80;97;97;1;1,58966084554411
5109293;1;4;1;80;97;97;1;1,58966084554411
5109299;1;1;1;80;97;97;1;1,58966084554411
5109299;1;2;1;80;97;97;1;1,58966084554411
5109299;1;3;1;80;97;97;1;1,58966084554411
5109301;1;5;1;80;97;97;1;1,58966084554411
5109303;1;3;1;80;97;97;1;6,35864338217645
5109306;1;2;1;80;97;97;1;6,35864338217645
5109306;1;3;1;80;97;97;1;6,35864338217645
5109307;1;1;1;80;97;97;1;1,58966084554411
5109307;2;3;2;80;97;97;1;1,58966084554411
5109308;1;2;1;80;97;97;1;1,58966084554411
5109314;1;3;1;80;97;97;1;1,58966084554411
5109314;1;4;1;80;97;97;1;1,58966084554411
5109318;1;1;1;80;97;97;1;1,58966084554411
5109318;1;5;1;80;97;97;1;1,58966084554411
5109321;1;2;1;80;97;97;1;6,35864338217645
5109321;1;3;1;80;97;97;1;6,35864338217645
5109321;1;6;1;80;97;97;1;6,35864338217645
5109324;1;2;1;80;99;99;1;2,61737201013592
5109324;1;3;1;80;99;99;1;2,61737201013592
5109325;1;1;1;80;99;99;1;1,89549502356952
5109325;1;2;1;80;99;99;1;1,89549502356952
5109326;1;1;1;80;99;99;1;2,29298377419496
5109326;1;3;1;80;99;99;1;2,29298377419496
5109326;1;4;1;80;99;99;1;2,29298377419496
5109327;1;1;1;80;99;99;1;4,3513203395672
5109327;1;2;1;80;99;99;1;4,3513203395672
5109328;1;1;1;80;99;99;1;2,32713438262596
5109328;1;2;1;80;99;99;1;2,32713438262596
5109329;1;1;1;80;99;99;1;2,99645398344517
5109329;1;2;1;80;99;99;1;2,99645398344517
5109329;1;3;1;80;99;99;1;2,99645398344517
5109330;1;2;1;80;99;99;1;1,89549502356952
5110152;1;1;1;80;81;81;1;20,6381164421733
5110152;1;2;1;80;81;81;1;20,6381164421733
5110152;1;3;1;80;81;81;1;20,6381164421733
5110156;2;3;2;80;81;81;1;12,7300794625554
5110156;2;4;2;80;81;81;1;12,7300794625554
5110158;1;2;1;80;81;81;1;7,59043141597366
5110158;1;3;1;80;81;81;1;7,59043141597366
5110162;1;1;1;80;81;81;1;11,9211847540016
5110162;1;2;1;80;81;81;1;11,9211847540016
5110164;1;1;1;80;85;85;1;21,7035735587148
5110164;1;2;1;80;85;85;1;21,7035735587148
5110170;1;2;1;80;85;85;1;20,5832470241289
5110171;1;1;1;80;85;85;1;21,7035735587148
5110171;1;2;1;80;85;85;1;21,7035735587148
5110174;1;1;1;80;85;85;1;23,6590694120249
5110174;1;2;1;80;85;85;1;23,6590694120249
5110179;1;2;1;80;91;91;1;5,75648007569054
5110180;1;3;1;80;91;91;1;5,21387483164083
5110181;1;3;1;80;91;91;1;3,27525464019378
5110181;1;5;1;80;91;91;1;3,27525464019378
5110182;1;1;1;80;91;91;1;5,25705253487517
5110186;1;1;1;80;91;91;1;6,32788276311228
5110186;1;2;1;80;91;91;1;6,32788276311228
5110186;1;3;1;80;91;91;1;6,32788276311228
5110186;1;4;1;80;91;91;1;6,32788276311228
5110188;1;2;1;80;91;91;1;5,99251123577468
5110188;1;4;1;80;91;91;1;5,99251123577468
5110191;1;3;1;80;91;91;1;7,04092456418937
5110191;1;4;1;80;91;91;1;7,04092456418937
5110191;1;5;1;80;91;91;1;7,04092456418937
5110191;1;6;1;80;91;91;1;7,04092456418937
5110191;1;7;1;80;91;91;1;7,04092456418937
5110192;1;1;1;80;91;91;1;5,04941927283886
5110194;1;1;1;80;91;91;1;4,19359418083604
5110196;1;3;1;80;91;91;1;4,10718062311476
5110197;1;1;1;80;91;91;1;3,57426197741718
5110197;1;2;1;80;91;91;1;3,57426197741718
5110197;1;3;1;80;91;91;1;3,57426197741718
5110198;1;1;1;80;91;91;1;4,39169926576527
5110199;1;2;1;80;91;91;1;5,75632165444549
5110200;1;1;1;80;91;91;1;5,25705253487517
5110201;1;2;1;80;91;91;1;6,184237412672
5110202;1;1;1;80;91;91;1;5,01560257916371
5110202;1;3;1;80;91;91;1;5,01560257916371
5110202;1;4;1;80;91;91;1;5,01560257916371
5110203;1;2;1;80;91;91;1;5,51550059478173
5110205;1;3;1;80;91;91;1;5,56816127752117
5110225;1;2;1;80;95;95;1;5,79877058691403
5110234;1;3;1;80;99;99;1;6,99180972692361
5111319;1;1;1;80;81;81;1;21,0783488418142
5111321;1;2;1;80;81;81;1;7,59043141597366
5111324;1;2;1;80;81;81;1;7,59043141597366
5111325;1;2;1;80;85;85;1;14,6457616888718
5111325;1;3;1;80;85;85;1;14,6457616888718
5111328;1;2;1;80;85;85;1;30,8943320102243
5111332;1;4;1;80;85;85;1;20,0370072058948
5111333;1;1;1;80;85;85;1;27,9800781405197
5111335;1;2;1;80;85;85;1;26,2154688761773
5111335;1;3;1;80;85;85;1;26,2154688761773
5111339;1;1;1;80;86;86;1;12,1595787999323
5111340;1;3;1;80;86;86;1;9,65955706999793
5111342;1;1;1;80;86;86;1;8,68572842914156
5111343;1;1;1;80;86;86;1;11,3245838147692
5111344;1;1;1;80;86;86;1;6,85017359835403
5111344;1;2;1;80;86;86;1;6,85017359835403
5111349;1;1;1;80;86;86;1;6,92928229549481
5111350;1;2;1;80;86;86;1;4,49391043082142
5111351;1;2;1;80;86;86;1;6,73104031588255
5111352;1;1;1;80;86;86;1;4,83083561983404
5111353;1;2;1;80;86;86;1;7,95513273077118
5111353;1;3;1;80;86;86;1;7,95513273077118
5111355;1;1;1;80;95;95;1;5,79877058691403
5111355;1;3;1;80;95;95;1;5,79877058691403
5111355;1;6;1;80;95;95;1;5,79877058691403
5111357;1;1;1;80;95;95;1;13,305764101788
5111358;1;2;1;80;95;95;1;5,79877058691403
5111359;1;2;1;80;97;97;1;6,35864338217645
5111359;1;5;1;80;97;97;1;6,35864338217645
5111359;1;7;1;80;97;97;1;6,35864338217645
5111360;1;2;1;80;97;97;1;5,43778248399636
5111360;1;4;1;80;97;97;1;5,43778248399636
5111360;1;5;1;80;97;97;1;5,43778248399636
5111361;1;1;1;80;97;97;1;1,58966084554411
5111361;1;2;1;80;97;97;1;1,58966084554411
5111364;1;1;1;80;97;97;1;6,35864338217645
5111364;1;2;1;80;97;97;1;6,35864338217645
5111364;1;4;1;80;97;97;1;6,35864338217645
5111364;1;13;1;80;97;97;1;6,35864338217645
5111364;1;14;1;80;97;97;1;6,35864338217645
5111365;1;1;1;80;97;97;1;6,35864338217645
5111365;1;4;1;80;97;97;1;6,35864338217645
5111365;1;6;1;80;97;97;1;6,35864338217645
5111367;1;6;1;80;97;97;1;6,35864338217645
5111370;1;2;1;80;97;97;1;1,58966084554411
5111376;1;2;1;80;97;97;1;3,77429849539839
5111376;1;3;1;80;97;97;1;3,77429849539839
5111377;1;2;1;80;97;97;1;1,58966084554411
5111377;1;3;1;80;97;97;1;1,58966084554411
5111377;1;4;1;80;97;97;1;1,58966084554411
5111378;1;2;1;80;99;99;1;6,38663249959914
5111378;1;3;1;80;99;99;1;6,38663249959914
5111378;1;4;1;80;99;99;1;6,38663249959914
5111380;1;2;1;80;99;99;1;3,03047470799685
5113392;1;2;1;80;81;81;1;26,038924247597
5113398;1;2;1;80;85;85;1;27,8141866734019
5113398;1;5;1;80;85;85;1;27,8141866734019
5113400;1;2;1;80;85;85;1;20,7577096222298
5113400;1;4;1;80;85;85;1;20,7577096222298
5113402;1;2;1;80;85;85;1;25,9744925411519
5113404;1;2;1;80;85;85;1;25,047146649011
5113404;1;3;1;80;85;85;1;25,047146649011
5113404;1;5;1;80;85;85;1;25,047146649011
5113416;1;2;1;80;86;86;1;9,0454316505252
5113423;1;2;1;80;86;86;1;11,3967863978698
5113423;1;3;1;80;86;86;1;11,3967863978698
5113423;1;4;1;80;86;86;1;11,3967863978698
5113425;1;4;1;80;86;86;1;12,4173952918041
5113426;1;2;1;80;86;86;1;10,5936362893226
5113427;1;2;1;80;86;86;1;6,66639045062157
5113429;1;1;1;80;86;86;1;6,77106490121325
5113429;1;2;1;80;86;86;1;6,77106490121325
5113429;1;3;1;80;86;86;1;6,77106490121325
5113430;1;4;1;80;86;86;1;5,85668605511041
5113430;1;5;1;80;86;86;1;5,85668605511041
5113431;1;2;1;80;86;86;1;9,17922514565981
5113431;1;3;1;80;86;86;1;9,17922514565981
5113431;1;4;1;80;86;86;1;9,17922514565981
5113434;1;1;1;80;91;91;1;3,80896934948695
5113434;1;2;1;80;91;91;1;3,80896934948695
5113436;1;2;1;80;91;91;1;5,57948850637775
5113436;1;5;1;80;91;91;1;5,57948850637775
5113438;1;3;1;80;91;91;1;4,73133859582769
5113438;1;4;1;80;91;91;1;4,73133859582769
5113438;1;5;1;80;91;91;1;4,73133859582769
5113438;1;9;1;80;91;91;1;4,73133859582769
5113439;1;1;1;80;91;91;1;5,2794694346976
5113441;1;3;1;80;91;91;1;3,69038847489781
5113441;1;6;1;80;91;91;1;3,69038847489781
5113441;1;7;1;80;91;91;1;3,69038847489781
5113441;1;8;1;80;91;91;1;3,69038847489781
5113442;1;1;1;80;91;91;1;5,76580463395059
5113442;1;3;1;80;91;91;1;5,76580463395059
5113442;1;4;1;80;91;91;1;5,76580463395059
5113442;1;5;1;80;91;91;1;5,76580463395059
5113442;1;7;1;80;91;91;1;5,76580463395059
5113443;1;1;1;80;91;91;1;4,01660261152326
5113444;1;3;1;80;91;91;1;5,37185524434144
5113445;1;2;1;80;91;91;1;5,75632165444549
5113448;1;4;1;80;91;91;1;4,83489321308307
5113448;1;5;1;80;91;91;1;4,83489321308307
5113449;1;2;1;80;91;91;1;3,53554858496953
5113449;1;3;1;80;91;91;1;3,53554858496953
5113449;1;4;1;80;91;91;1;3,53554858496953
5113449;1;5;1;80;91;91;1;3,53554858496953
5113449;1;8;1;80;91;91;1;3,53554858496953
5113450;1;2;1;80;91;91;1;6,47658323357012
5113450;1;3;1;80;91;91;1;6,47658323357012
5113452;1;2;1;80;91;91;1;5,61267630400521
5113455;1;3;1;80;91;91;1;5,31413944158446
5113456;1;3;1;80;91;91;1;5,86818034920132
5113456;1;4;1;80;91;91;1;5,86818034920132
5113456;1;5;1;80;91;91;1;5,86818034920132
5113465;1;2;1;80;91;91;1;4,71233618551835
5113466;1;6;1;80;94;94;1;2,9093990460649
5113466;1;7;1;80;94;94;1;2,9093990460649
5113467;1;3;1;80;94;94;1;4,90575006163176
5113467;1;4;1;80;94;94;1;4,90575006163176
5113468;1;1;1;80;94;94;1;2,18736591215675
5113468;1;3;1;80;94;94;1;2,18736591215675
5113469;1;3;1;80;94;94;1;2,83901415243223
5113469;1;4;1;80;94;94;1;2,83901415243223
5113469;1;5;1;80;94;94;1;2,83901415243223
5113469;1;6;1;80;94;94;1;2,83901415243223
5113470;1;2;1;80;94;94;1;2,91247146613861
5113471;1;1;1;80;94;94;1;2,58394483645136
5113471;1;3;1;80;94;94;1;2,58394483645136
5113471;1;6;1;80;94;94;1;2,58394483645136
5113472;1;3;1;80;94;94;1;2,267885119765
5113472;1;4;1;80;94;94;1;2,267885119765
5113473;1;1;1;80;94;94;1;1,88039067118461
5113477;1;4;1;80;94;94;1;4,32580566702903
5113478;1;3;1;80;94;94;1;1,24897003745308
5113479;1;2;1;80;94;94;1;3,14697436966648
5113480;1;1;1;80;94;94;1;2,83091465298012
5113482;1;1;1;80;94;94;1;2,79725554448104
5113482;1;3;1;80;94;94;1;2,79725554448104
5113482;1;5;1;80;94;94;1;2,79725554448104
5113501;1;4;1;80;95;95;1;5,79877058691403
5113502;1;2;1;80;95;95;1;5,79877058691403
5113502;1;3;1;80;95;95;1;5,79877058691403
5113503;1;2;1;80;95;95;1;5,79877058691403
5113508;1;2;1;80;95;95;1;5,79877058691403
5113514;1;2;1;80;95;95;1;5,79877058691403
5113532;1;4;1;80;97;97;1;6,35864338217645
5113532;1;6;1;80;97;97;1;6,35864338217645
5113534;1;3;1;80;97;97;1;1,76381974784881
5113534;1;5;1;80;97;97;1;1,76381974784881
5113540;1;2;1;80;97;97;1;1,58966084554411
5113542;1;2;1;80;97;97;1;1,58966084554411
5113543;1;1;1;80;97;97;1;2,9032082163951
5113543;1;2;1;80;97;97;1;2,9032082163951
5113544;1;2;1;80;99;99;1;7,58198009427809
5113545;1;3;1;80;99;99;1;1,89549502356952
5113546;1;2;1;80;99;99;1;5,35890393828729
5113547;1;1;1;80;99;99;1;4,05558773205772
5113547;1;4;1;80;99;99;1;4,05558773205772
5113547;1;5;1;80;99;99;1;4,05558773205772
5113548;1;3;1;80;99;99;1;1,89549502356952
5113549;1;2;1;80;99;99;1;1,89549502356952
5113549;1;6;1;80;99;99;1;1,89549502356952
5113549;1;7;1;80;99;99;1;1,89549502356952
5113549;1;8;1;80;99;99;1;1,89549502356952
5114312;1;3;1;80;81;81;1;23,6371741748924
5114315;1;4;1;80;81;81;1;7,59043141597366
5114320;1;2;1;80;81;81;1;16,7758841782703
5114320;1;3;1;80;81;81;1;16,7758841782703
5114321;1;4;1;80;81;81;1;12,5887410467172
5114322;1;3;1;80;81;81;1;16,7758841782703
5114325;1;2;1;80;81;81;1;7,59043141597366
5114330;1;1;1;80;81;81;1;7,59043141597366
5114331;1;1;1;80;81;81;1;14,7998790812184
5114334;1;1;1;80;81;81;1;13,5699793366106
5114334;1;2;1;80;81;81;1;13,5699793366106
5114335;1;1;1;80;81;81;1;7,59043141597366
5114336;1;1;1;80;81;81;1;19,4674653464775
5114336;1;2;1;80;81;81;1;19,4674653464775
5114336;1;3;1;80;81;81;1;19,4674653464775
5114336;1;4;1;80;81;81;1;19,4674653464775
5114337;1;1;1;80;81;81;1;7,59043141597366
5114337;1;2;1;80;81;81;1;7,59043141597366
5114337;1;3;1;80;81;81;1;7,59043141597366
5114337;1;4;1;80;81;81;1;7,59043141597366
5114338;1;2;1;80;81;81;1;10,4974144176744
5114340;1;1;1;80;85;85;1;20,4810971057687
