DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;AREA;INI;FEX_C
114337;1;3;1;80;97;97;1;2,5653167926255
114350;1;2;1;80;85;85;1;15,634756588309
114350;1;3;1;80;85;85;1;15,634756588309
114350;1;4;1;80;85;85;1;15,634756588309
114355;1;2;1;80;86;86;1;6,66639045062157
114416;1;3;1;80;97;97;1;1,58966084554411
114416;1;5;1;80;97;97;1;1,58966084554411
114416;1;6;1;80;97;97;1;1,58966084554411
114416;1;7;1;80;97;97;1;1,58966084554411
114471;1;3;1;80;86;86;1;6,45650308899627
114471;1;4;1;80;86;86;1;6,45650308899627
114471;1;5;1;80;86;86;1;6,45650308899627
114518;1;1;1;80;91;91;1;6,05485851686624
114557;1;1;1;80;91;91;1;4,94852576684753
114557;1;2;1;80;91;91;1;4,94852576684753
114557;1;3;1;80;91;91;1;4,94852576684753
114557;1;5;1;80;91;91;1;4,94852576684753
114557;1;6;1;80;91;91;1;4,94852576684753
114581;1;1;1;80;91;91;1;3,92391694496293
114581;1;2;1;80;91;91;1;3,92391694496293
114581;1;3;1;80;91;91;1;3,92391694496293
114597;1;2;1;80;91;91;1;5,98761453700218
114597;1;3;1;80;91;91;1;5,98761453700218
114597;1;4;1;80;91;91;1;5,98761453700218
114624;1;4;1;80;97;97;1;1,58966084554411
114624;1;6;1;80;97;97;1;1,58966084554411
114624;1;7;1;80;97;97;1;1,58966084554411
114703;1;2;1;80;91;91;1;5,03973267448673
114703;1;3;1;80;91;91;1;5,03973267448673
114703;1;4;1;80;91;91;1;5,03973267448673
114712;1;1;1;80;91;91;1;6,37239778959632
114712;1;3;1;80;91;91;1;6,37239778959632
114747;1;1;1;80;91;91;1;6,0564991473707
114747;1;4;1;80;91;91;1;6,0564991473707
114781;1;1;1;80;91;91;1;3,51059090831125
114781;1;2;1;80;91;91;1;3,51059090831125
114791;1;2;1;80;91;91;1;5,25823143687982
114791;1;3;1;80;91;91;1;5,25823143687982
114818;1;2;1;80;81;81;1;7,59043141597366
114818;1;3;1;80;81;81;1;7,59043141597366
114818;1;4;1;80;81;81;1;7,59043141597366
114953;1;1;1;80;97;97;1;1,58966084554411
114953;1;2;1;80;97;97;1;1,58966084554411
114953;1;3;1;80;97;97;1;1,58966084554411
114953;1;4;1;80;97;97;1;1,58966084554411
115035;1;3;1;80;85;85;1;35,1416258450179
115050;1;1;1;80;85;85;1;17,6609792050647
115050;1;3;1;80;85;85;1;17,6609792050647
115050;1;4;1;80;85;85;1;17,6609792050647
115059;1;3;1;80;85;85;1;28,7023664731497
115069;1;2;1;80;97;97;1;1,58966084554411
115084;1;1;1;80;81;81;1;7,59043141597366
115095;1;1;1;80;81;81;1;14,7998790812184
115102;1;2;1;80;97;97;1;4,60915354995766
115103;1;1;1;80;85;85;1;17,7631291234249
115103;1;3;1;80;85;85;1;17,7631291234249
115107;1;1;1;80;81;81;1;7,59043141597366
115107;1;3;1;80;81;81;1;7,59043141597366
115165;1;1;1;80;97;97;1;2,9032082163951
115165;1;2;1;80;97;97;1;2,9032082163951
115167;2;1;2;80;85;85;1;22,8255534048852
115167;2;2;2;80;85;85;1;22,8255534048852
115341;1;1;1;80;91;91;1;4,42978376216523
115465;1;1;1;80;99;99;1;5,52031430487457
115465;1;2;1;80;99;99;1;5,52031430487457
115465;1;4;1;80;99;99;1;5,52031430487457
115511;1;1;1;80;99;99;1;3,28483971745498
115521;1;1;1;80;99;99;1;1,89549502356952
115521;1;2;1;80;99;99;1;1,89549502356952
115529;1;2;1;80;99;99;1;6,40464712909738
115529;1;3;1;80;99;99;1;6,40464712909738
115550;1;2;1;80;99;99;1;1,89549502356952
115651;1;2;1;80;99;99;1;1,89549502356952
115668;1;4;1;80;95;95;1;5,79877058691403
115697;1;1;1;80;99;99;1;3,37287757343604
115697;1;2;1;80;99;99;1;3,37287757343604
115701;1;4;1;80;85;85;1;19,1576570063343
115743;1;3;1;80;95;95;1;34,3115607835461
115743;1;6;1;80;95;95;1;34,3115607835461
115770;1;1;1;80;81;81;1;21,0783488418142
115770;1;2;1;80;81;81;1;21,0783488418142
115793;1;2;1;80;81;81;1;7,59043141597366
115793;1;3;1;80;81;81;1;7,59043141597366
115793;1;4;1;80;81;81;1;7,59043141597366
115860;1;2;1;80;99;99;1;4,93845436692669
115860;1;3;1;80;99;99;1;4,93845436692669
115860;1;4;1;80;99;99;1;4,93845436692669
115873;1;1;1;80;95;95;1;50,449304106152
115879;1;2;1;80;95;95;1;5,79877058691403
115879;1;3;1;80;95;95;1;5,79877058691403
116152;1;1;1;80;91;91;1;3,80896934948695
116152;1;2;1;80;91;91;1;3,80896934948695
116275;1;1;1;80;91;91;1;4,01660261152326
116275;1;2;1;80;91;91;1;4,01660261152326
116314;1;2;1;80;95;95;1;5,79877058691403
116314;1;3;1;80;95;95;1;5,79877058691403
116605;1;2;1;80;86;86;1;7,55355767649758
116647;1;1;1;80;85;85;1;11,8051572423191
116651;1;3;1;80;85;85;1;12,0451813438831
116700;1;1;1;80;85;85;1;17,7245722070232
116718;1;2;1;80;86;86;1;14,1871566639239
116718;1;3;1;80;86;86;1;14,1871566639239
116718;1;4;1;80;86;86;1;14,1871566639239
116718;1;7;1;80;86;86;1;14,1871566639239
116741;1;1;1;80;81;81;1;26,1749792153106
116847;1;3;1;80;81;81;1;16,7758841782703
116867;1;2;1;80;81;81;1;12,4834950868116
116867;1;3;1;80;81;81;1;12,4834950868116
116895;1;4;1;80;95;95;1;5,79877058691403
116945;1;2;1;80;95;95;1;5,79877058691403
116946;1;3;1;80;81;81;1;7,59043141597366
116998;1;4;1;80;99;99;1;2,41623454869224
116998;2;2;2;80;99;99;1;2,41623454869224
116998;2;3;2;80;99;99;1;2,41623454869224
117063;1;1;1;80;91;91;1;4,37237126666301
117063;1;2;1;80;91;91;1;4,37237126666301
117063;1;3;1;80;91;91;1;4,37237126666301
117072;1;1;1;80;86;86;1;6,05226503114884
117101;1;1;1;80;94;94;1;2,0750953695052
117101;1;2;1;80;94;94;1;2,0750953695052
117109;1;1;1;80;86;86;1;6,85017359835403
117109;1;2;1;80;86;86;1;6,85017359835403
117142;1;1;1;80;91;91;1;3,80896934948695
117142;1;2;1;80;91;91;1;3,80896934948695
117148;1;2;1;80;99;99;1;1,89549502356952
117162;1;2;1;80;97;97;1;4,14216648835063
117168;1;1;1;80;94;94;1;2,51057429639371
117168;1;2;1;80;94;94;1;2,51057429639371
117186;1;2;1;80;99;99;1;4,89769353245182
117215;1;2;1;80;95;95;1;5,79877058691403
117259;1;1;1;80;86;86;1;10,0486544997235
117259;1;3;1;80;86;86;1;10,0486544997235
117268;1;3;1;80;97;97;1;1,58966084554411
117268;1;4;1;80;97;97;1;1,58966084554411
117268;1;5;1;80;97;97;1;1,58966084554411
117268;1;6;1;80;97;97;1;1,58966084554411
117427;1;5;1;80;97;97;1;1,58966084554411
117427;1;6;1;80;97;97;1;1,58966084554411
117427;1;7;1;80;97;97;1;1,58966084554411
117427;1;8;1;80;97;97;1;1,58966084554411
117470;1;2;1;80;94;94;1;2,18736591215675
117470;1;3;1;80;94;94;1;2,18736591215675
117497;1;1;1;80;94;94;1;1,49943161480253
117497;1;3;1;80;94;94;1;1,49943161480253
117529;1;2;1;80;94;94;1;1,41359416174399
117588;1;2;1;80;99;99;1;2,86672724375197
117588;1;3;1;80;99;99;1;2,86672724375197
117596;1;1;1;80;81;81;1;26,2189071494068
117596;1;2;1;80;81;81;1;26,2189071494068
117596;1;4;1;80;81;81;1;26,2189071494068
117596;1;5;1;80;81;81;1;26,2189071494068
117658;1;2;1;80;91;91;1;5,75648007569054
117665;1;2;1;80;81;81;1;12,5821122125667
117665;1;3;1;80;81;81;1;12,5821122125667
117665;1;4;1;80;81;81;1;12,5821122125667
117766;1;2;1;80;85;85;1;17,168134377804
117770;1;3;1;80;86;86;1;8,83703970938289
117835;1;3;1;80;86;86;1;9,65955706999793
117841;1;2;1;80;85;85;1;20,3342567397438
117841;1;3;1;80;85;85;1;20,3342567397438
117841;1;4;1;80;85;85;1;20,3342567397438
117864;1;1;1;80;85;85;1;21,1085788130939
117980;1;2;1;80;85;85;1;35,8607437233111
118073;1;2;1;80;85;85;1;29,4451842400757
118073;1;3;1;80;85;85;1;29,4451842400757
118076;1;2;1;80;94;94;1;4,99588014981233
118076;1;3;1;80;94;94;1;4,99588014981233
118076;1;6;1;80;94;94;1;4,99588014981233
118076;1;7;1;80;94;94;1;4,99588014981233
118090;1;2;1;80;85;85;1;25,092154211336
118090;1;3;1;80;85;85;1;25,092154211336
118090;1;4;1;80;85;85;1;25,092154211336
118110;1;3;1;80;85;85;1;25,5333233762439
118116;1;3;1;80;94;94;1;2,08319486895731
118116;1;4;1;80;94;94;1;2,08319486895731
118116;1;6;1;80;94;94;1;2,08319486895731
118152;1;2;1;80;94;94;1;1,41359416174399
118152;1;3;1;80;94;94;1;1,41359416174399
118181;1;5;1;80;99;99;1;4,43291080081911
118257;1;1;1;80;94;94;1;1,24897003745308
118257;1;2;1;80;94;94;1;1,24897003745308
118257;1;3;1;80;94;94;1;1,24897003745308
118340;1;3;1;80;95;95;1;5,79877058691403
118340;1;4;1;80;95;95;1;5,79877058691403
118352;1;1;1;80;94;94;1;1,7545009307834
118352;1;2;1;80;94;94;1;1,7545009307834
118352;1;3;1;80;94;94;1;1,7545009307834
118352;1;4;1;80;94;94;1;1,7545009307834
118496;1;1;1;80;81;81;1;27,35681860241
118556;1;1;1;80;81;81;1;25,7393062729229
118556;1;2;1;80;81;81;1;25,7393062729229
118556;1;3;1;80;81;81;1;25,7393062729229
118556;1;4;1;80;81;81;1;25,7393062729229
118648;1;2;1;80;86;86;1;8,77765009138621
118648;1;3;1;80;86;86;1;8,77765009138621
118713;1;1;1;80;86;86;1;8,4354646551093
118726;1;2;1;80;86;86;1;8,4354646551093
118758;1;3;1;80;85;85;1;22,0975737125311
118767;1;2;1;80;85;85;1;30,9460750678664
118767;1;4;1;80;85;85;1;30,9460750678664
118770;1;1;1;80;99;99;1;1,89549502356952
118770;1;2;1;80;99;99;1;1,89549502356952
118770;1;4;1;80;99;99;1;1,89549502356952
118770;1;7;1;80;99;99;1;1,89549502356952
118776;1;3;1;80;81;81;1;7,59043141597366
118786;1;3;1;80;94;94;1;1,24897003745308
118787;1;3;1;80;95;95;1;5,79877058691403
118790;1;2;1;80;91;91;1;3,8968563701648
118790;1;3;1;80;91;91;1;3,8968563701648
118790;1;5;1;80;91;91;1;3,8968563701648
118805;1;3;1;80;94;94;1;4,99588014981233
118867;1;4;1;80;97;97;1;4,02825100246408
118868;1;3;1;80;94;94;1;3,82684943498756
118868;1;4;1;80;94;94;1;3,82684943498756
118870;1;2;1;80;85;85;1;16,9611848179988
118870;1;3;1;80;85;85;1;16,9611848179988
118874;1;2;1;80;81;81;1;8,88653092233774
118874;1;3;1;80;81;81;1;8,88653092233774
118941;1;5;1;80;97;97;1;6,35864338217645
118941;1;6;1;80;97;97;1;6,35864338217645
118957;1;4;1;80;97;97;1;1,58966084554411
119009;1;1;1;80;94;94;1;3,14697436966648
119042;1;1;1;80;95;95;1;5,79877058691403
119214;1;2;1;80;81;81;1;7,59043141597366
119249;1;1;1;80;81;81;1;7,59043141597366
119249;1;3;1;80;81;81;1;7,59043141597366
119249;1;5;1;80;81;81;1;7,59043141597366
119249;1;6;1;80;81;81;1;7,59043141597366
119249;1;7;1;80;81;81;1;7,59043141597366
119316;1;1;1;80;99;99;1;1,89549502356952
119369;1;1;1;80;81;81;1;7,59043141597366
119369;1;2;1;80;81;81;1;7,59043141597366
119369;1;4;1;80;81;81;1;7,59043141597366
119369;1;5;1;80;81;81;1;7,59043141597366
119369;1;6;1;80;81;81;1;7,59043141597366
119377;1;1;1;80;86;86;1;4,41480173368064
119377;1;2;1;80;86;86;1;4,41480173368064
119534;1;2;1;80;86;86;1;9,09993155425613
119536;1;1;1;80;94;94;1;4,99588014981233
119536;1;2;1;80;94;94;1;4,99588014981233
119536;1;3;1;80;94;94;1;4,99588014981233
119536;1;4;1;80;94;94;1;4,99588014981233
119536;1;7;1;80;94;94;1;4,99588014981233
119557;1;1;1;80;94;94;1;1,84071950704501
119660;1;1;1;80;81;81;1;16,5971452733866
119660;1;2;1;80;81;81;1;16,5971452733866
119660;1;3;1;80;81;81;1;16,5971452733866
119680;1;1;1;80;91;91;1;2,71702205209398
119680;1;2;1;80;91;91;1;2,71702205209398
119680;1;4;1;80;91;91;1;2,71702205209398
119680;1;5;1;80;91;91;1;2,71702205209398
119680;1;6;1;80;91;91;1;2,71702205209398
119686;1;1;1;80;81;81;1;20,7226129290748
119686;1;2;1;80;81;81;1;20,7226129290748
119686;1;3;1;80;81;81;1;20,7226129290748
119689;1;2;1;80;86;86;1;6,73104031588255
119690;1;3;1;80;81;81;1;12,2911410635715
119696;1;1;1;80;86;86;1;10,204538859597
119711;1;1;1;80;86;86;1;6,92928229549481
119756;1;1;1;80;91;91;1;5,51550059478173
119756;1;3;1;80;91;91;1;5,51550059478173
119789;1;1;1;80;85;85;1;26,4416745319204
119789;1;2;1;80;85;85;1;26,4416745319204
119789;2;1;2;80;85;85;1;26,4416745319204
119789;2;2;2;80;85;85;1;26,4416745319204
119813;1;3;1;80;91;91;1;4,83388147862631
119818;1;1;1;80;81;81;1;7,59043141597366
119818;1;2;1;80;81;81;1;7,59043141597366
119818;1;3;1;80;81;81;1;7,59043141597366
119836;1;1;1;80;81;81;1;8,8612830843482
119836;1;2;1;80;81;81;1;8,8612830843482
119836;1;3;1;80;81;81;1;8,8612830843482
119877;1;1;1;80;85;85;1;29,750380327995
119897;1;2;1;80;99;99;1;3,03047470799685
119897;1;4;1;80;99;99;1;3,03047470799685
119906;1;1;1;80;81;81;1;10,7817567325192
119906;2;1;2;80;81;81;1;10,7817567325192
120008;1;2;1;80;91;91;1;5,49324211620435
120010;1;2;1;80;94;94;1;4,25230808590369
120010;1;4;1;80;94;94;1;4,25230808590369
120013;1;3;1;80;81;81;1;12,4834950868116
120094;1;1;1;80;91;91;1;5,68970657062913
120094;1;3;1;80;91;91;1;5,68970657062913
120109;1;1;1;80;91;91;1;5,61415851326462
120109;1;4;1;80;91;91;1;5,61415851326462
120112;1;2;1;80;86;86;1;6,25035656446817
120129;1;1;1;80;91;91;1;6,14110490703964
120133;1;1;1;80;91;91;1;5,04941927283886
120139;1;3;1;80;86;86;1;6,58728175348079
120202;1;2;1;80;81;81;1;7,59043141597366
120202;1;3;1;80;81;81;1;7,59043141597366
120220;1;3;1;80;94;94;1;2,51044725532602
120306;1;1;1;80;81;81;1;9,24226683507712
120314;1;2;1;80;85;85;1;26,4506037412708
120317;1;1;1;80;99;99;1;3,51825327450312
120318;1;1;1;80;81;81;1;7,59043141597366
120318;1;2;1;80;81;81;1;7,59043141597366
120318;1;3;1;80;81;81;1;7,59043141597366
120327;1;2;1;80;85;85;1;20,142077859221
120327;1;3;1;80;85;85;1;20,142077859221
120338;1;2;1;80;85;85;1;27,2057560671696
120341;1;1;1;80;99;99;1;3,93174167651036
120341;1;2;1;80;99;99;1;3,93174167651036
120341;1;3;1;80;99;99;1;3,93174167651036
120345;1;2;1;80;81;81;1;7,59043141597366
120366;1;1;1;80;99;99;1;1,89549502356952
120366;1;2;1;80;99;99;1;1,89549502356952
120376;1;2;1;80;99;99;1;1,89549502356952
120376;1;3;1;80;99;99;1;1,89549502356952
120411;1;1;1;80;94;94;1;1,24897003745308
120432;1;1;1;80;91;91;1;5,31072495207137
120432;1;2;1;80;91;91;1;5,31072495207137
120432;1;4;1;80;91;91;1;5,31072495207137
120432;1;5;1;80;91;91;1;5,31072495207137
120432;1;6;1;80;91;91;1;5,31072495207137
120440;1;2;1;80;91;91;1;4,40092758595588
120440;1;3;1;80;91;91;1;4,40092758595588
120440;1;4;1;80;91;91;1;4,40092758595588
120440;1;5;1;80;91;91;1;4,40092758595588
120458;1;1;1;80;91;91;1;5,50075887641206
120458;1;2;1;80;91;91;1;5,50075887641206
120458;1;3;1;80;91;91;1;5,50075887641206
120458;1;4;1;80;91;91;1;5,50075887641206
120458;1;5;1;80;91;91;1;5,50075887641206
120458;1;6;1;80;91;91;1;5,50075887641206
120574;1;1;1;80;81;81;1;20,18748060371
120574;1;2;1;80;81;81;1;20,18748060371
120584;1;2;1;80;81;81;1;14,444143168479
120584;1;4;1;80;81;81;1;14,444143168479
120630;1;5;1;80;95;95;1;5,79877058691403
120633;1;2;1;80;95;95;1;23,8926144701684
120794;1;1;1;80;85;85;1;23,6590694120249
120794;1;2;1;80;85;85;1;23,6590694120249
120921;1;2;1;80;91;91;1;5,61267630400521
120928;1;3;1;80;91;91;1;5,22789305141106
120974;1;1;1;80;85;85;1;23,6590694120249
121011;1;1;1;80;91;91;1;5,01235525719851
121011;1;2;1;80;91;91;1;5,01235525719851
121011;1;3;1;80;91;91;1;5,01235525719851
121011;1;4;1;80;91;91;1;5,01235525719851
121012;1;1;1;80;95;95;1;5,79877058691403
121012;1;2;1;80;95;95;1;5,79877058691403
121012;1;4;1;80;95;95;1;5,79877058691403
121109;1;1;1;80;81;81;1;9,24226683507712
121109;1;2;1;80;81;81;1;9,24226683507712
121165;1;2;1;80;81;81;1;7,59043141597366
121186;1;2;1;80;81;81;1;20,18748060371
121187;1;3;1;80;86;86;1;7,8904828655102
121207;1;1;1;80;81;81;1;18,3809810966785
121207;1;2;1;80;81;81;1;18,3809810966785
121207;1;3;1;80;81;81;1;18,3809810966785
121207;1;4;1;80;81;81;1;18,3809810966785
121207;1;5;1;80;81;81;1;18,3809810966785
121217;1;2;1;80;86;86;1;6,73104031588255
121311;1;1;1;80;81;81;1;14,7998790812184
121348;1;1;1;80;85;85;1;23,6620575422804
121353;1;1;1;80;85;85;1;29,596554747282
121365;1;5;1;80;95;95;1;5,79877058691403
121409;1;3;1;80;95;95;1;5,79877058691403
121413;1;1;1;80;81;81;1;15,9017203464019
121439;1;1;1;80;91;91;1;5,75648007569054
121439;1;2;1;80;91;91;1;5,75648007569054
121446;1;2;1;80;91;91;1;5,75648007569054
121459;1;2;1;80;85;85;1;30,4502421103503
121472;1;2;1;80;85;85;1;13,2558078525129
121472;1;3;1;80;85;85;1;13,2558078525129
121472;1;4;1;80;85;85;1;13,2558078525129
121472;1;5;1;80;85;85;1;13,2558078525129
121501;1;2;1;80;94;94;1;1,84620506098196
121501;1;3;1;80;94;94;1;1,84620506098196
121501;1;4;1;80;94;94;1;1,84620506098196
121514;1;1;1;80;91;91;1;6,05485851686624
121612;1;2;1;80;97;97;1;1,58966084554411
121630;1;9;1;80;91;91;1;4,31450183159347
121630;1;10;1;80;91;91;1;4,31450183159347
121693;1;2;1;80;97;97;1;7,3368962102036
121699;1;3;1;80;85;85;1;16,6012575421819
121702;1;4;1;80;99;99;1;4,93845436692669
121739;1;2;1;80;97;97;1;1,8342240525509
121739;1;3;1;80;97;97;1;1,8342240525509
121751;1;1;1;80;95;95;1;5,79877058691403
121751;1;2;1;80;95;95;1;5,79877058691403
121751;1;3;1;80;95;95;1;5,79877058691403
121763;1;2;1;80;95;95;1;5,79877058691403
121763;1;3;1;80;95;95;1;5,79877058691403
121771;1;2;1;80;97;97;1;4,91044718541876
121771;1;3;1;80;97;97;1;4,91044718541876
121820;1;1;1;80;86;86;1;6,92928229549481
121888;1;4;1;80;95;95;1;5,79877058691403
121888;1;6;1;80;95;95;1;5,79877058691403
121957;1;1;1;80;86;86;1;7,57436545605338
121957;1;3;1;80;86;86;1;7,57436545605338
121957;1;5;1;80;86;86;1;7,57436545605338
121974;1;3;1;80;95;95;1;5,79877058691403
122027;1;1;1;80;97;97;1;1,58966084554411
122027;1;3;1;80;97;97;1;1,58966084554411
122027;1;6;1;80;97;97;1;1,58966084554411
122044;1;2;1;80;95;95;1;5,79877058691403
122065;1;1;1;80;85;85;1;23,7700064034567
122065;1;3;1;80;85;85;1;23,7700064034567
122066;1;2;1;80;81;81;1;7,59043141597366
122071;1;1;1;80;85;85;1;19,1029932137262
122077;1;1;1;80;86;86;1;11,0643549734698
122077;1;2;1;80;86;86;1;11,0643549734698
122077;1;3;1;80;86;86;1;11,0643549734698
122077;1;4;1;80;86;86;1;11,0643549734698
122096;1;2;1;80;81;81;1;12,5821122125667
122096;1;3;1;80;81;81;1;12,5821122125667
122096;1;4;1;80;81;81;1;12,5821122125667
122117;1;2;1;80;85;85;1;20,6038840415169
122120;1;2;1;80;81;81;1;7,59043141597366
122125;1;4;1;80;95;95;1;5,79877058691403
122125;1;5;1;80;95;95;1;5,79877058691403
122155;1;1;1;80;97;97;1;6,35864338217645
122155;1;2;1;80;97;97;1;6,35864338217645
122155;1;5;1;80;97;97;1;6,35864338217645
122196;1;1;1;80;81;81;1;7,59043141597366
122327;1;2;1;80;91;91;1;5,3716968230964
122384;1;3;1;80;99;99;1;4,64770296479253
122384;1;4;1;80;99;99;1;4,64770296479253
122384;1;7;1;80;99;99;1;4,64770296479253
122398;1;1;1;80;91;91;1;4,62624821659
122398;1;2;1;80;91;91;1;4,62624821659
122398;1;3;1;80;91;91;1;4,62624821659
122450;1;1;1;80;86;86;1;12,3627104938103
122471;1;2;1;80;81;81;1;7,59043141597366
122476;1;2;1;80;86;86;1;10,9827337190481
122508;1;1;1;80;91;91;1;6,04517191851411
122508;1;4;1;80;91;91;1;6,04517191851411
122564;1;1;1;80;85;85;1;19,6979879593471
122564;1;2;1;80;85;85;1;19,6979879593471
122575;1;1;1;80;86;86;1;10,204538859597
122601;1;2;1;80;95;95;1;5,79877058691403
122601;1;4;1;80;95;95;1;5,79877058691403
122643;1;2;1;80;95;95;1;5,79877058691403
122643;1;3;1;80;95;95;1;5,79877058691403
122706;1;1;1;80;91;91;1;4,99170347008188
122714;1;1;1;80;91;91;1;5,95784122888781
122714;1;2;1;80;91;91;1;5,95784122888781
122725;1;2;1;80;95;95;1;5,79877058691403
122786;1;1;1;80;95;95;1;5,79877058691403
122917;1;3;1;80;95;95;1;5,79877058691403
122949;1;1;1;80;94;94;1;1,88039067118461
122979;1;1;1;80;94;94;1;2,93055097414413
123011;1;4;1;80;94;94;1;4,76282424723474
123017;1;2;1;80;91;91;1;6,13141830868751
123017;1;4;1;80;91;91;1;6,13141830868751
123066;1;2;1;80;97;97;1;1,58966084554411
123066;1;3;1;80;97;97;1;1,58966084554411
123066;1;4;1;80;97;97;1;1,58966084554411
123066;1;5;1;80;97;97;1;1,58966084554411
123066;1;6;1;80;97;97;1;1,58966084554411
123076;1;3;1;80;86;86;1;10,514879419258
123076;1;4;1;80;86;86;1;10,514879419258
123118;1;1;1;80;86;86;1;11,8823785694722
123118;1;2;1;80;86;86;1;11,8823785694722
123118;1;4;1;80;86;86;1;11,8823785694722
123173;1;2;1;80;97;97;1;5,30206679428488
123173;1;3;1;80;97;97;1;5,30206679428488
123218;1;1;1;80;81;81;1;14,7998790812184
123232;1;2;1;80;91;91;1;5,42435750583583
123232;1;3;1;80;91;91;1;5,42435750583583
123266;1;1;1;80;99;99;1;1,89549502356952
123269;1;1;1;80;99;99;1;3,37287757343604
123269;1;2;1;80;99;99;1;3,37287757343604
123303;1;2;1;80;99;99;1;2,48854474921323
123314;1;1;1;80;81;81;1;11,7626375723571
123315;1;1;1;80;81;81;1;14,7998790812184
123319;1;1;1;80;81;81;1;7,59043141597366
123319;1;2;1;80;81;81;1;7,59043141597366
123353;1;1;1;80;99;99;1;5,52031430487457
123353;1;4;1;80;99;99;1;5,52031430487457
123364;1;1;1;80;99;99;1;2,90812341227008
123387;1;3;1;80;85;85;1;29,2041405097608
123387;1;4;1;80;85;85;1;29,2041405097608
123396;1;3;1;80;95;95;1;5,79877058691403
123397;1;2;1;80;85;85;1;32,2017091388212
123397;1;4;1;80;85;85;1;32,2017091388212
123398;1;2;1;80;95;95;1;5,79877058691403
123398;1;3;1;80;95;95;1;5,79877058691403
123410;1;2;1;80;94;94;1;3,14697436966648
123414;1;1;1;80;91;91;1;5,25163373924785
123414;1;2;1;80;91;91;1;5,25163373924785
123414;1;3;1;80;91;91;1;5,25163373924785
123414;1;4;1;80;91;91;1;5,25163373924785
123414;1;7;1;80;91;91;1;5,25163373924785
123414;1;8;1;80;91;91;1;5,25163373924785
123432;1;7;1;80;95;95;1;5,79877058691403
123437;1;2;1;80;94;94;1;2,51044725532602
123437;1;5;1;80;94;94;1;2,51044725532602
123461;1;4;1;80;94;94;1;1,4134671206763
123464;1;1;1;80;81;81;1;9,62325058580604
123469;1;1;1;80;85;85;1;28,6994457381838
123469;1;3;1;80;85;85;1;28,6994457381838
123469;1;5;1;80;85;85;1;28,6994457381838
123477;1;1;1;80;95;95;1;50,449304106152
123486;1;2;1;80;99;99;1;1,89549502356952
123496;1;2;1;80;91;91;1;5,5452739028961
123496;1;3;1;80;91;91;1;5,5452739028961
123497;1;3;1;80;81;81;1;7,59043141597366
123502;1;2;1;80;94;94;1;2,0750953695052
123505;1;1;1;80;85;85;1;26,2125481412114
123508;1;1;1;80;94;94;1;3,16779486425486
123516;1;1;1;80;97;97;1;1,58966084554411
123516;1;2;1;80;97;97;1;1,58966084554411
123516;1;4;1;80;97;97;1;1,58966084554411
123516;1;5;1;80;97;97;1;1,58966084554411
123524;1;1;1;80;94;94;1;1,24897003745308
123524;1;2;1;80;94;94;1;1,24897003745308
123525;1;2;1;80;85;85;1;17,168134377804
123537;1;1;1;80;99;99;1;1,89549502356952
123537;1;2;1;80;99;99;1;1,89549502356952
123540;1;1;1;80;91;91;1;6,0965898805556
123540;1;2;1;80;91;91;1;6,0965898805556
123544;1;1;1;80;91;91;1;4,04515893081613
123544;1;3;1;80;91;91;1;4,04515893081613
123544;1;4;1;80;91;91;1;4,04515893081613
123561;1;3;1;80;97;97;1;6,35864338217645
123561;1;6;1;80;97;97;1;6,35864338217645
123580;1;1;1;80;91;91;1;5,75158337691804
123589;1;2;1;80;99;99;1;7,58198009427809
123596;1;4;1;80;85;85;1;26,3870107393122
123604;1;1;1;80;97;97;1;6,35864338217645
123604;1;3;1;80;97;97;1;6,35864338217645
123632;1;2;1;80;97;97;1;1,58966084554411
123632;1;3;1;80;97;97;1;1,58966084554411
123637;1;1;1;80;99;99;1;3,64063314069664
123657;1;1;1;80;99;99;1;7,58198009427809
123657;1;2;1;80;99;99;1;7,58198009427809
123657;1;3;1;80;99;99;1;7,58198009427809
123657;1;4;1;80;99;99;1;7,58198009427809
123657;1;5;1;80;99;99;1;7,58198009427809
123657;1;6;1;80;99;99;1;7,58198009427809
123687;1;1;1;80;99;99;1;4,45529987211618
123687;1;2;1;80;99;99;1;4,45529987211618
123687;1;3;1;80;99;99;1;4,45529987211618
123730;1;1;1;80;91;91;1;5,22789305141106
123730;1;3;1;80;91;91;1;5,22789305141106
123734;1;1;1;80;97;97;1;7,3368962102036
123734;1;2;1;80;97;97;1;7,3368962102036
123749;1;1;1;80;91;91;1;6,57375894279359
123749;1;2;1;80;91;91;1;6,57375894279359
123749;1;3;1;80;91;91;1;6,57375894279359
123790;1;1;1;80;97;97;1;1,58966084554411
123808;1;1;1;80;94;94;1;2,64156846752879
123808;1;2;1;80;94;94;1;2,64156846752879
123808;1;5;1;80;94;94;1;2,64156846752879
123812;2;3;2;80;97;97;1;1,58966084554411
123854;1;6;1;80;95;95;1;50,449304106152
123911;1;1;1;80;94;94;1;3,30332375742538
123911;1;2;1;80;94;94;1;3,30332375742538
123998;1;1;1;80;91;91;1;7,25840284582285
123998;1;2;1;80;91;91;1;7,25840284582285
123998;1;4;1;80;91;91;1;7,25840284582285
124022;1;1;1;80;85;85;1;19,1029932137262
124040;1;2;1;80;91;91;1;5,95294453011531
124046;1;1;1;80;85;85;1;29,599475482248
124125;1;1;1;80;99;99;1;2,40197308258601
124141;1;4;1;80;97;97;1;6,35864338217645
