DIRECTORIO;AREA;ocupados;sexo;estudia;edad;educación
4910180;13;0;0;1;4;2
4910180;13;1;0;0;60;4
4910180;13;1;0;0;59;4
4910181;13;1;1;1;9;3
4910181;13;0;1;0;68;4
4910181;13;0;0;0;52;5
4910182;13;0;1;1;24;6
4910182;13;0;0;0;60;3
4910182;13;0;0;0;33;6
4910182;13;0;1;0;28;5
4910183;13;0;1;1;7;3
4910184;13;1;0;0;34;3
4910185;13;1;0;1;15;4
4910186;13;0;1;1;11;4
4910186;13;0;1;0;25;5
4910187;13;0;0;0;18;5
4910187;13;0;1;;0;
4910187;13;0;0;0;64;3
4910187;13;1;1;0;40;6
4910188;13;1;1;0;39;5
4910188;13;1;1;0;16;1
4910188;13;0;0;1;8;3
4910189;13;0;0;0;48;3
4910189;13;1;1;0;50;3
4910189;13;1;0;1;19;6
4910189;13;1;1;0;33;3
4910189;13;0;0;0;26;3
4910191;13;1;0;1;9;3
4910191;13;0;1;;2;
4910191;13;0;0;0;74;3
4910192;13;1;1;0;52;3
4910192;13;0;1;0;45;3
4910192;13;1;1;0;86;1
4910192;13;0;1;0;48;5
4910192;13;1;0;0;43;5
4910192;13;0;1;1;22;6
4910192;13;1;1;1;11;4
4910193;13;1;1;0;57;3
4910193;13;1;0;0;53;3
4910193;13;0;0;1;23;6
4910193;13;0;1;1;20;6
4910193;13;0;0;0;73;1
4910193;13;0;1;0;48;3
4910193;13;0;0;0;46;3
4910193;13;0;1;0;22;5
4910194;13;0;0;0;65;4
4910194;13;0;0;1;40;6
4910194;13;1;1;0;3;1
4910195;13;1;0;0;59;3
4910195;13;0;0;1;25;6
4910196;13;0;0;0;83;1
4910196;13;0;0;0;42;5
4910196;13;0;0;0;22;5
4910197;13;1;0;0;54;4
4910197;13;1;1;0;32;5
4910197;13;0;0;0;30;5
4910198;13;1;1;1;17;6
4910199;13;1;1;0;93;1
4910199;13;1;0;0;54;6
4910200;13;1;1;0;66;4
4910200;13;0;1;0;75;3
4910200;13;0;0;0;36;6
4910200;13;1;1;1;11;4
4910200;13;1;0;1;32;6
4910200;13;0;1;0;32;6
4910200;13;1;1;1;3;2
4910200;13;0;1;;0;
4910200;13;0;0;0;72;4
4910202;13;1;1;0;71;3
4910202;13;0;0;0;69;1
4910203;13;1;1;0;55;5
4910203;13;0;0;0;48;6
4910204;13;0;0;1;20;6
4910204;13;1;1;0;18;5
4910205;13;1;1;0;42;5
4910205;13;1;0;0;33;6
4910206;13;0;0;1;10;3
4910206;13;0;0;0;55;3
4910206;13;1;1;0;31;5
4910206;13;1;1;0;42;5
4910207;13;1;0;1;41;6
4910255;17;0;1;1;12;4
4910255;17;0;0;1;7;3
4910255;17;1;0;0;40;4
4910255;17;1;1;0;42;4
4910256;17;1;1;0;20;5
4910256;17;1;0;1;13;4
4910257;17;1;1;0;64;4
4910257;17;0;0;0;56;5
4910257;17;0;1;1;21;6
4910257;17;0;0;0;48;6
4910259;17;0;0;1;22;6
4910259;17;1;0;1;17;6
4910260;17;1;1;0;29;5
4910262;17;1;0;0;80;3
4910262;17;1;1;0;37;5
4910263;17;1;0;0;38;4
4910263;17;0;0;1;16;5
4910263;17;1;0;1;7;3
4910264;17;1;0;0;45;6
4910264;17;0;1;0;60;6
4910264;17;0;0;1;16;5
4910264;17;1;0;1;32;6
4910265;17;1;1;0;35;6
4910265;17;0;1;1;6;3
4910268;17;1;0;0;82;3
4910268;17;1;1;0;25;6
4910268;17;0;1;0;76;3
4910269;17;1;0;0;70;1
4910270;17;0;0;0;81;4
4910270;17;0;1;0;37;5
4910270;17;1;1;0;27;5
4910270;17;1;1;0;25;5
4910271;17;1;1;0;56;4
4910271;17;0;0;0;48;1
4910272;17;0;0;1;18;5
4910272;17;0;0;0;91;3
4910272;17;0;0;0;70;3
4910272;17;1;0;0;62;6
4910275;17;0;0;1;15;4
4910275;17;1;0;0;38;6
4910275;17;1;1;1;6;3
4910275;17;0;0;0;60;4
4910276;17;0;1;0;77;3
4910276;17;0;0;0;22;5
4910276;17;0;1;0;44;5
4910277;17;0;0;0;41;5
4910277;17;0;0;1;10;4
4910277;17;1;0;0;43;6
4910278;17;0;1;0;34;5
4910278;17;1;0;0;26;6
4910278;17;1;1;;1;
4910279;17;0;1;0;19;5
4910279;17;0;0;0;19;6
4910279;17;0;1;;1;
4910280;17;1;0;0;29;6
4910282;17;0;1;;1;
4910283;17;0;1;0;19;3
4910283;17;1;1;0;40;3
4910283;17;1;0;0;41;3
4910283;17;0;0;1;10;3
4910283;17;1;0;1;7;3
4910284;17;0;0;0;63;3
4910288;17;1;1;1;16;4
4910289;17;1;1;0;37;6
4910290;17;1;0;0;39;5
4910290;17;0;1;1;10;3
4910290;17;0;0;0;56;3
4910290;17;0;1;0;62;5
4910292;17;1;1;0;32;6
4910292;17;1;1;0;45;5
4910292;17;0;0;0;40;4
4910292;17;0;1;1;20;6
4910293;17;1;0;1;11;4
4910293;17;0;0;0;37;5
4910293;17;1;1;1;3;2
4910294;17;1;0;0;82;1
4910296;17;0;0;0;73;3
4910296;17;1;1;0;61;3
4910297;17;1;1;0;53;3
4910298;17;0;1;0;58;4
4910298;17;0;1;1;44;4
4910298;17;0;0;0;43;5
4910299;17;0;0;0;25;6
4910300;17;1;0;1;17;5
4910301;17;1;1;;0;
4910301;17;1;0;1;13;4
4910302;17;1;1;0;31;5
4910302;17;1;0;0;23;5
4910303;17;0;0;1;4;2
4910303;17;1;1;0;43;4
4910304;17;1;0;0;22;3
4910304;17;1;0;;2;
4910304;17;0;0;;0;
4910304;17;0;0;0;19;4
4910305;17;0;1;;0;
4910305;17;1;1;0;74;3
4910305;17;1;0;0;69;3
4910306;17;0;0;0;45;5
4910306;17;0;0;1;16;4
4910306;17;0;0;0;76;3
4910306;17;0;0;0;44;4
4910307;17;0;1;1;14;4
4910307;17;0;1;0;46;5
4910307;17;1;0;1;20;6
4910307;17;1;0;0;31;5
4910308;17;1;1;0;29;6
4910308;17;1;1;1;11;4
4910309;17;0;1;;0;
4910309;17;0;1;0;26;6
4910309;17;1;0;0;23;5
4910311;17;0;1;1;7;3
4910311;17;0;1;;1;
4910311;17;0;1;0;27;6
4910318;17;1;0;0;25;5
4910318;17;1;1;0;29;5
4910318;17;0;0;0;27;5
4910318;17;0;0;;1;
4910319;17;1;0;0;45;6
4910319;17;1;0;0;17;5
4910320;17;0;1;1;21;6
4910320;17;1;0;0;36;6
4910320;17;0;0;0;68;3
4910321;17;1;1;0;26;5
4910324;17;1;1;0;61;6
4910325;17;0;0;0;55;6
4910325;17;0;1;0;25;6
4910326;17;0;0;0;59;3
4910326;17;0;1;0;68;4
4910326;17;0;1;0;22;6
4910327;17;0;0;0;66;6
4910328;17;0;1;0;38;6
4910329;17;0;1;0;31;6
4910329;17;0;0;0;29;6
4910329;17;0;0;0;29;5
4910329;17;1;1;0;51;6
4910330;17;1;0;0;49;6
4910330;17;1;1;1;27;6
4910330;17;0;0;1;21;6
4910331;17;1;1;1;19;6
4910331;17;1;1;1;17;6
4910333;17;1;0;0;60;1
4910333;17;1;1;0;54;5
4910333;17;1;0;0;49;5
4910336;17;1;1;0;25;5
4910336;17;1;0;1;22;6
4910336;17;1;1;1;16;4
4910587;23;1;0;1;16;4
4910587;23;0;1;1;27;6
4910587;23;0;0;1;23;6
4910587;23;1;1;0;60;6
4910587;23;1;0;0;56;6
4910588;23;1;1;0;26;5
4910588;23;0;0;0;22;5
4910589;23;0;1;0;62;5
4910589;23;1;0;0;61;3
4910589;23;0;0;0;29;6
4910590;23;0;0;0;28;6
4910590;23;0;1;;0;
4910590;23;1;0;0;77;3
4910590;23;0;1;0;52;4
4910590;23;0;1;0;24;6
4910591;23;0;1;0;68;6
4910591;23;1;0;0;62;6
4910591;23;1;0;0;31;6
4910591;23;0;0;0;87;3
4910591;23;0;1;0;45;6
4910592;23;1;0;0;41;6
4910592;23;0;1;0;21;6
4910592;23;0;1;1;5;2
4910592;23;0;1;0;70;5
4910592;23;0;0;0;41;5
4910592;23;0;0;1;19;5
4910593;23;1;0;1;13;4
4910593;23;0;1;0;31;6
4910594;23;1;0;0;30;6
4910594;23;1;1;1;4;2
4910594;23;0;0;0;26;6
4910594;23;1;0;1;9;3
4910594;23;0;1;0;25;6
4910595;23;0;0;0;87;1
4910595;23;1;1;0;63;4
4910595;23;0;0;0;60;4
4910595;23;0;1;0;55;4
4910595;23;0;1;0;53;3
4910596;23;0;0;0;4;1
4910596;23;0;0;0;3;1
4910596;23;0;1;1;6;3
4910597;23;0;1;0;43;4
4910597;23;0;0;0;45;6
4910597;23;1;0;1;19;6
4910597;23;0;1;1;16;4
4910597;23;1;1;0;57;5
4910598;23;1;0;0;54;3
4910598;23;0;1;0;30;6
4910598;23;1;0;0;28;6
4910599;23;1;1;1;3;2
4910599;23;1;0;;0;
4910599;23;1;0;0;38;4
4910599;23;0;1;0;28;6
4910599;23;0;0;0;21;6
4910599;23;1;1;0;54;4
4910599;23;0;0;0;47;5
4910600;23;0;0;0;23;6
4910600;23;0;1;0;20;5
4910600;23;0;0;0;65;3
4910600;23;1;1;0;50;5
4910601;23;0;1;0;35;6
4910601;23;1;1;0;46;6
4910601;23;0;1;1;9;3
4910601;23;1;1;0;57;5
4910601;23;1;0;0;50;5
4910601;23;1;1;0;22;6
4910601;23;0;1;0;40;6
4910601;23;0;0;0;30;5
4910602;23;1;0;1;6;3
4910602;23;1;1;1;5;2
4910602;23;0;0;0;51;6
4910602;23;0;1;0;63;3
4910603;23;0;0;0;25;5
4910603;23;0;1;0;49;3
4910603;23;1;0;0;53;5
4910603;23;1;0;1;16;5
4910604;23;1;1;0;46;3
4910604;23;0;0;0;26;4
4910604;23;1;1;;2;
4910605;23;1;0;1;22;6
4910605;23;1;1;1;18;4
4910606;23;1;0;1;14;3
4910606;23;1;1;0;82;3
4910606;23;0;0;0;67;3
4910606;23;1;1;0;21;5
4910607;23;0;1;0;37;1
4910607;23;0;1;0;52;6
4910607;23;1;0;0;45;5
4910607;23;1;1;0;24;6
4910607;23;0;1;0;21;6
4910608;23;1;0;0;71;3
4910608;23;0;0;0;36;5
4910608;23;1;1;1;3;2
4910609;23;0;1;0;26;5
4910609;23;0;1;1;21;6
4910609;23;0;0;0;35;6
4910609;23;0;1;0;34;6
4910610;23;1;1;0;26;6
4910610;23;0;0;0;33;6
4910610;23;0;1;1;5;2
4910612;23;1;0;1;3;1
4910612;23;0;1;;2;
4910613;23;1;0;0;48;4
4910613;23;0;1;0;26;6
4910613;23;1;1;1;22;6
4910614;23;1;0;0;65;6
4910614;23;0;0;0;39;6
4910615;23;0;0;1;33;6
4910615;23;0;1;0;53;4
4910615;23;1;0;0;58;4
4910616;23;1;0;0;28;6
4910616;23;1;1;0;25;6
4910616;23;0;1;1;19;6
4910617;23;0;0;0;35;5
4910617;23;1;1;0;42;3
4910618;23;0;0;1;15;4
4910618;23;1;1;;1;
4910618;23;1;1;0;21;5
4910618;23;0;1;0;62;6
4910618;23;0;0;0;61;6
4910618;23;1;0;0;29;6
4910619;23;0;0;0;25;6
4910619;23;0;1;0;65;6
4910619;23;0;0;0;62;5
4910619;23;0;1;0;35;6
4910619;23;0;0;0;36;6
4910619;23;0;1;1;8;3
4910620;23;1;1;0;63;6
4910620;23;0;0;0;53;3
4910621;23;1;1;0;48;3
4910621;23;1;0;0;44;5
4910621;23;1;0;1;21;6
4910621;23;1;1;0;18;5
4910621;23;0;0;1;8;3
4910622;23;0;1;0;64;3
4910622;23;1;0;0;52;3
4910622;23;0;1;1;14;4
4910623;23;1;1;0;57;5
4910623;23;0;0;0;56;5
4910624;23;0;0;0;32;6
4910624;23;1;0;0;23;6
4910624;23;0;0;0;25;6
4910624;23;1;1;0;58;3
4910626;23;1;0;0;25;6
4910626;23;0;0;1;18;6
4910626;23;1;1;0;61;5
4910627;23;1;0;0;67;5
4910627;23;1;0;0;63;5
4910627;23;0;0;1;32;6
4910628;23;1;0;1;9;3
4910628;23;0;1;0;72;3
4910628;23;0;0;0;66;3
4910629;23;1;1;0;67;4
4910629;23;0;1;0;49;5
4910630;23;1;1;0;37;6
4910631;23;0;0;1;17;5
4910631;23;1;1;0;61;3
4910632;23;0;0;0;56;4
4910633;23;0;1;0;38;5
4910633;23;0;1;1;33;6
4910633;23;0;0;0;38;6
4910634;23;1;1;0;39;6
4910634;23;0;0;0;39;5
4911137;50;0;0;1;16;5
4911137;50;1;0;0;50;5
4911137;50;0;1;0;26;6
4911137;50;0;0;0;54;5
4911138;50;0;1;0;29;6
4911138;50;0;1;0;27;6
4911138;50;0;0;0;41;5
4911138;50;0;1;0;51;5
4911139;50;1;1;0;22;5
4911139;50;0;0;1;16;5
4911139;50;0;1;0;22;6
4911140;50;0;1;0;49;5
4911140;50;1;0;0;45;5
4911140;50;1;1;0;22;6
4911140;50;1;1;0;68;5
4911142;50;0;0;0;52;5
4911142;50;1;1;1;24;6
4911142;50;0;1;0;54;1
4911142;50;1;0;0;54;3
4911142;50;1;1;1;48;6
4911143;50;1;0;0;46;6
4911144;50;1;0;1;15;4
4911146;50;1;1;0;58;5
4911146;50;0;0;0;57;6
4911146;50;1;0;0;24;6
4911147;50;1;1;1;22;6
4911147;50;1;0;1;21;6
4911147;50;0;1;0;50;5
4911147;50;1;0;0;54;4
4911147;50;0;1;0;25;6
4911148;50;1;0;1;18;6
4911148;50;0;1;0;59;3
4911150;50;1;0;0;86;4
4911150;50;1;0;0;51;6
4911150;50;1;1;0;59;6
4911150;50;1;1;0;22;6
4911151;50;0;1;0;61;6
4911151;50;0;0;0;66;6
4911151;50;1;1;0;34;6
4911151;50;1;0;0;32;6
4911152;50;1;0;0;29;6
4911153;50;1;0;0;45;4
4911153;50;1;1;0;60;5
4911154;50;0;0;1;20;6
4911154;50;0;0;1;15;4
4911154;50;0;1;0;46;5
4911154;50;0;1;0;48;5
4911155;50;1;0;0;44;5
4911157;50;1;0;1;21;6
4911157;50;1;1;0;18;4
4911157;50;0;1;1;12;4
4911157;50;1;1;0;64;5
4911157;50;1;0;0;65;6
4911158;50;1;1;0;34;6
4911158;50;0;1;1;26;6
4911158;50;0;0;0;76;3
4911159;50;1;1;0;58;3
4911159;50;1;0;0;53;6
4911159;50;0;1;0;54;3
4911160;50;0;0;0;26;6
4911160;50;0;1;0;34;5
4911160;50;0;0;0;38;3
4911160;50;0;0;1;15;4
4911161;50;0;0;1;4;2
4911163;50;1;1;0;63;3
4911163;50;1;0;1;64;6
4911163;50;1;1;0;62;5
4911163;50;1;0;1;23;6
4911163;50;1;0;0;37;6
4911163;50;1;1;0;44;3
4911164;50;0;0;0;20;5
4911166;50;1;1;1;9;3
4911166;50;0;1;0;67;4
4911166;50;0;0;0;72;5
4911177;52;1;1;0;40;6
4911177;52;1;0;0;36;6
4911177;52;0;0;1;8;3
4911178;52;1;0;0;39;6
4911178;52;0;0;0;64;6
4911178;52;0;0;0;66;6
4911178;52;0;0;1;5;2
4911178;52;0;0;0;71;3
4911182;52;0;0;0;74;3
4911182;52;1;1;0;69;4
4911184;52;1;1;1;29;6
4911184;52;1;1;0;81;5
4911184;52;0;0;0;56;5
4911184;52;0;1;0;28;6
4911185;52;1;0;0;25;6
4911185;52;0;1;0;49;6
4911186;52;1;0;0;40;6
4911186;52;1;0;0;3;1
4911187;52;1;1;1;27;6
4911187;52;0;0;0;28;6
4911187;52;0;1;1;7;3
4911187;52;0;0;0;30;5
4911191;52;1;0;1;15;4
4911191;52;1;0;0;72;1
4911194;52;1;1;0;42;4
4911197;52;0;1;0;22;4
4911197;52;1;1;0;21;4
4911200;52;1;1;0;38;5
4911200;52;1;0;0;56;5
4911201;54;0;1;1;27;6
4911201;54;1;0;1;19;6
4911201;54;1;0;1;21;6
4911201;54;0;0;0;46;6
4911201;54;0;1;1;28;6
4911201;54;0;0;0;17;5
4911201;54;1;0;0;74;3
4911202;54;1;0;0;55;5
4911202;54;0;0;0;40;6
4911202;54;0;0;1;5;2
4911202;54;0;1;0;59;5
4911203;54;1;0;0;57;6
4911203;54;1;0;0;26;6
4911203;54;0;0;1;23;6
4911203;54;0;0;0;19;5
4911203;54;0;1;0;54;6
4911203;54;0;0;0;50;6
4911203;54;0;0;1;23;6
4911204;54;0;0;0;56;4
4911204;54;0;0;1;25;6
4911204;54;0;0;1;7;3
4911205;54;0;0;1;20;6
4911205;54;0;1;1;11;4
4911205;54;1;0;0;57;3
4911205;54;0;0;0;22;6
4911205;54;1;1;0;40;5
4911205;54;1;0;0;66;3
4911205;54;1;0;0;25;6
4911205;54;0;1;0;25;6
4911205;54;0;0;1;5;2
4911205;54;0;1;0;20;5
4911208;54;0;0;0;39;6
4911208;54;1;0;0;71;5
4911208;54;0;1;0;54;5
4911208;54;0;0;0;51;5
4911210;54;1;1;0;23;6
4911210;54;1;0;0;21;6
4911210;54;0;1;0;19;6
4911210;54;0;0;0;28;5
4911210;54;0;0;1;6;3
4911211;54;1;0;0;42;4
4911211;54;0;0;0;12;3
4911211;54;0;0;0;17;5
4911211;54;0;1;0;22;4
4911212;54;0;0;0;21;5
4911212;54;0;1;0;22;5
4911212;54;0;0;0;41;4
4911212;54;0;1;0;13;4
4911212;54;0;0;0;63;6
4911212;54;0;0;0;88;3
4911212;54;0;0;0;84;3
4911212;54;0;1;0;56;5
4911212;54;0;0;0;52;6
4911212;54;0;1;0;48;6
4911212;54;1;1;0;23;6
4911212;54;0;0;1;17;5
4911212;54;0;1;0;33;6
4911213;54;1;1;0;86;4
4911213;54;0;0;0;91;4
4911213;54;0;1;0;30;6
4911213;54;0;1;0;53;6
4911214;54;1;0;0;48;6
4911214;54;0;0;1;8;3
4911215;54;1;1;0;48;6
4911215;54;0;0;0;36;6
4911215;54;0;0;1;15;4
4911215;54;0;0;1;15;4
4911215;54;0;0;1;4;2
4911215;54;0;0;0;45;5
4911215;54;0;0;1;19;6
4911215;54;0;0;1;16;5
4911215;54;1;1;0;29;6
4911215;54;1;0;0;27;6
4911215;54;0;1;0;26;6
4911216;54;1;0;0;33;6
4911216;54;0;0;1;3;2
4911216;54;0;1;0;68;6
4911217;54;0;0;0;65;6
4911217;54;1;1;0;93;4
4911217;54;1;1;0;76;6
4911219;54;1;1;0;86;3
4911219;54;0;1;0;60;3
4911221;54;0;0;0;54;5
4911221;54;1;1;0;25;6
4911221;54;0;1;0;58;4
4911222;54;1;0;0;54;5
4911222;54;0;1;0;27;5
4911223;54;0;1;0;19;5
4911223;54;1;1;1;15;4
4911223;54;0;0;0;33;4
4911224;54;0;1;1;12;4
4911224;54;1;1;1;10;3
4911225;54;1;1;1;4;2
4911225;54;1;0;0;60;5
4911225;54;0;1;0;34;6
4911225;54;1;0;0;45;5
4911226;54;1;0;1;11;3
4911226;54;0;0;1;4;2
4911226;54;0;1;0;76;5
4911226;54;0;0;0;70;4
4911227;54;1;0;0;33;6
4911227;54;1;1;1;10;3
4911227;54;0;1;1;7;3
4911227;54;1;0;0;67;5
4911227;54;0;0;0;68;3
4911228;54;0;0;0;89;3
4911228;54;1;0;0;29;6
4911228;54;0;1;1;8;3
4911229;54;0;0;0;34;3
4911229;54;1;0;0;52;3
4911229;54;0;1;0;23;6
4911230;54;0;1;0;18;5
4911230;54;0;1;0;65;6
4911230;54;0;0;0;56;6
4911230;54;0;0;0;26;6
4911232;54;0;1;0;83;4
4911232;54;1;1;1;31;6
4911232;54;0;1;0;62;4
4911232;54;0;0;0;20;6
4911233;54;0;0;0;26;6
4911233;54;0;1;0;40;6
4911233;54;0;1;1;8;3
4911234;54;1;1;0;4;1
4911234;54;0;1;;2;
4911234;54;0;0;0;23;6
4911234;54;0;0;0;61;5
4911234;54;1;0;0;52;6
4911236;54;0;1;0;41;6
4911236;54;0;0;0;40;6
4911237;54;1;0;1;14;4
4911237;54;0;0;1;9;3
4911238;54;1;1;1;19;6
4911238;54;1;1;0;37;5
4911239;54;1;0;0;26;5
4911239;54;1;1;1;14;4
4911239;54;1;0;1;10;3
4911239;54;1;1;;2;
4911240;54;1;1;0;64;4
4911240;54;1;1;0;48;5
4911240;54;0;0;0;42;5
4911241;54;1;1;1;4;2
4911242;54;1;0;0;71;5
4911242;54;0;1;0;67;3
4911242;54;0;1;0;35;6
4911242;54;0;0;0;27;6
4911242;54;0;0;1;3;2
4911242;54;1;0;1;23;6
4911243;54;0;0;1;8;3
4911243;54;0;0;0;40;5
4911243;54;1;1;1;11;4
4911245;54;1;1;0;67;6
4911245;54;0;0;0;45;6
4911245;54;0;0;1;15;4
4911245;54;0;1;1;11;4
4911246;54;1;0;0;47;5
4911246;54;0;1;0;33;6
4911246;54;0;0;0;32;6
4911246;54;1;1;1;5;2
4911246;54;1;0;0;53;5
4911246;54;1;1;1;10;3
4911246;54;0;1;0;38;6
4911246;54;0;0;0;36;6
4911247;54;0;0;1;8;3
4911247;54;1;1;0;63;4
4911247;54;0;0;0;49;4
4911247;54;1;1;0;38;6
4911247;54;1;0;0;35;6
4911248;54;1;1;1;10;3
4911248;54;1;0;1;3;2
4911248;54;0;0;0;40;3
4911249;54;1;0;0;49;6
4911249;54;1;1;0;24;6
4911249;54;0;0;1;15;4
4911249;54;0;0;1;13;4
4911249;54;0;1;0;49;6
4911249;54;0;0;0;51;5
4911249;54;0;1;1;6;3
4911250;54;0;0;0;66;3
4911250;54;0;1;0;39;5
4911251;54;1;1;0;38;5
4911251;54;1;0;0;33;5
4911251;54;0;1;1;6;3
4911251;54;0;1;0;3;1
4911251;54;0;0;0;29;5
4911251;54;0;0;0;64;3
4911252;54;0;1;0;42;5
4911252;54;0;0;0;34;4
4911252;54;1;0;0;15;3
4911252;54;0;1;1;13;4
4911252;54;1;0;1;9;3
4911253;54;1;0;1;19;5
4911253;54;1;0;0;22;6
4911254;54;1;1;0;32;5
4911254;54;1;1;;0;
4911254;54;0;1;0;55;3
4911254;54;0;0;0;42;3
4911254;54;0;1;1;18;6
4911255;54;1;1;0;24;5
4911255;54;1;0;0;20;5
4911256;54;1;1;0;60;3
4911256;54;0;0;0;53;5
4911256;54;1;1;0;24;5
4911258;54;0;0;0;31;5
4911258;54;1;0;1;12;4
4911259;54;1;0;1;12;4
4911259;54;0;0;1;9;3
4911260;54;1;1;0;64;3
4911260;54;0;0;0;64;3
4911260;54;0;1;0;38;6
4911260;54;0;0;0;33;6
4911264;54;0;1;1;15;4
4911265;54;1;0;1;6;3
4911265;54;0;1;0;41;3
4911265;54;1;0;0;45;4
4911294;66;0;0;1;11;4
4911295;66;1;0;1;9;3
4911295;66;1;0;0;38;5
4911295;66;0;0;1;9;3
4911302;66;1;1;0;67;3
4911303;66;0;0;0;55;3
4911304;66;1;1;1;14;4
4911305;66;1;1;0;43;3
4911306;66;1;0;0;40;4
4911306;66;1;0;1;18;5
4911309;66;1;0;0;23;5
4911310;66;1;0;;2;
4911311;66;1;1;0;21;5
4911311;66;1;0;0;19;5
4911312;66;0;1;;0;
4911312;66;1;1;0;56;3
4911312;66;1;0;0;51;1
4911312;66;0;0;0;33;3
4911313;66;1;1;0;16;3
4911316;66;1;0;1;12;3
4911316;66;0;0;0;22;3
4911317;66;1;1;1;8;2
4911318;66;0;0;0;5;1
4911323;66;1;0;;1;
4911323;66;0;1;0;26;3
4911325;66;1;1;0;20;4
4911325;66;1;0;0;19;4
4911326;66;1;0;;0;
4911326;66;1;1;0;65;4
4911327;66;1;0;0;58;4
4911327;66;1;0;0;32;3
4911328;66;0;0;0;25;3
4911329;66;1;1;0;22;5
4911329;66;0;1;1;16;3
4911332;68;0;0;0;41;3
4911332;68;0;1;0;37;4
4911332;68;1;1;0;22;5
4911332;68;1;1;1;17;4
4911332;68;1;0;1;16;4
4911332;68;0;1;1;13;3
4911333;68;0;1;0;11;3
4911333;68;1;0;0;9;3
4911333;68;1;0;0;9;3
4911333;68;1;0;0;20;4
4911333;68;1;1;0;21;5
4911334;68;0;1;0;19;4
4911334;68;1;0;0;17;4
4911334;68;0;1;0;52;3
4911334;68;1;0;0;48;3
4911335;68;1;0;0;21;6
4911335;68;0;0;0;19;6
4911335;68;1;1;1;14;4
4911336;68;0;1;0;3;1
4911336;68;1;0;0;33;6
4911337;68;1;0;1;12;4
4911337;68;0;0;1;6;3
4911337;68;1;0;0;56;4
4911338;68;0;0;0;38;5
4911338;68;1;1;0;46;3
4911338;68;1;1;1;20;6
4911338;68;1;1;1;10;3
4911339;68;1;0;1;7;3
4911339;68;1;0;0;60;3
4911340;68;0;1;0;58;4
4911340;68;0;0;0;38;3
4911340;68;0;1;1;17;6
4911340;68;1;1;1;16;4
4911340;68;0;1;1;13;4
4911342;68;0;0;1;12;4
4911342;68;1;1;1;9;3
4911343;68;1;1;0;63;6
4911343;68;0;0;0;51;6
4911343;68;0;1;1;22;6
4911343;68;0;1;0;88;1
4911344;68;1;1;0;52;5
4911344;68;0;0;0;52;4
4911344;68;1;1;1;22;6
4911345;68;0;0;1;18;6
4911345;68;0;0;0;55;5
4911345;68;1;0;0;62;3
4911345;68;1;1;0;52;5
4911345;68;0;1;0;33;6
4911346;68;1;0;0;34;5
4911346;68;0;0;1;14;4
4911347;68;0;1;1;10;3
4911347;68;1;0;0;74;1
4911349;68;1;0;0;45;5
4911349;68;0;1;0;24;4
4911350;68;1;0;1;23;6
4911350;68;0;1;0;69;4
4911350;68;1;0;0;56;3
4911351;68;1;1;0;36;6
4911351;68;0;0;1;31;6
4911351;68;0;1;;2;
4911351;68;0;0;0;52;6
4911352;68;0;1;0;53;6
4911352;68;1;1;0;27;6
4911352;68;0;0;1;23;6
4911352;68;0;1;1;23;6
4911352;68;0;1;0;30;5
4911352;68;0;0;0;33;4
4911353;68;0;0;1;13;4
4911353;68;1;0;1;6;3
4911353;68;1;0;0;67;4
4911353;68;1;1;0;23;6
4911354;68;1;0;0;25;6
4911354;68;1;0;;0;
4911355;68;1;1;1;15;4
4911355;68;0;1;0;40;5
4911356;68;0;0;0;23;5
4911356;68;0;0;0;30;6
4911357;68;1;1;0;37;5
4911357;68;0;0;0;31;5
4911357;68;1;0;1;11;4
4911357;68;0;1;;0;
4911358;68;1;0;0;60;6
4911358;68;0;0;0;58;6
4911358;68;0;1;1;18;4
4911358;68;1;1;0;47;6
4911358;68;1;0;0;42;5
4911359;68;0;1;0;63;3
4911359;68;0;0;0;47;3
4911359;68;0;1;0;22;5
4911359;68;1;1;0;31;5
4911359;68;0;0;0;9;3
4911360;68;1;0;0;7;3
4911360;68;1;1;0;24;5
4911360;68;0;0;0;4;1
4911361;68;1;1;0;37;5
4911361;68;1;1;0;48;6
4911362;68;0;0;0;46;5
4911362;68;0;1;0;26;6
4911362;68;0;1;1;16;4
4911362;68;1;1;0;39;6
4911363;68;1;0;1;27;6
4911363;68;0;1;;1;
4911363;68;1;1;0;45;5
4911364;68;1;0;0;36;5
4911364;68;0;1;0;18;5
4911365;68;1;0;1;10;3
4911365;68;1;1;0;56;5
4911365;68;1;0;0;56;4
4911365;68;1;1;0;31;5
4911366;68;1;0;0;23;5
4911366;68;1;0;1;5;2
4911366;68;0;0;0;21;4
4911366;68;0;1;1;4;2
4911366;68;0;1;0;26;3
4911368;68;1;0;0;18;5
4911368;68;1;1;0;51;3
4911368;68;1;0;0;49;3
4911368;68;1;0;1;16;4
4911369;68;1;0;0;78;3
4911369;68;0;1;0;56;5
4911369;68;0;1;0;53;6
4911370;68;0;1;0;73;4
4911370;68;0;0;0;77;4
4911371;68;1;1;1;35;6
4911371;68;1;0;0;38;3
4911371;68;0;1;0;37;3
4911371;68;0;1;1;10;3
4911371;68;0;1;1;8;3
4911372;68;0;0;1;5;2
4911373;68;0;0;0;46;4
4911373;68;1;0;0;18;5
4911373;68;0;1;1;4;2
4911374;68;1;1;0;5;1
4911374;68;1;1;0;33;4
4911374;68;1;0;0;30;4
