DIRECTORIO;AREA;ocupados;sexo;estudia;edad;educación
4916122;54;0;1;0;68;5
4916122;54;0;0;0;73;6
4916122;54;0;1;0;44;5
4916122;54;0;1;1;13;4
4916122;54;0;1;0;41;5
4916122;54;1;0;0;37;5
4916122;54;0;1;1;7;3
4916123;54;1;1;0;3;1
4916123;54;0;1;0;46;6
4916123;54;1;1;0;43;3
4916123;54;0;0;0;36;5
4916123;54;0;1;1;9;3
4916124;54;1;1;1;4;2
4916124;54;0;1;0;50;3
4916124;54;0;0;0;48;3
4916125;54;0;1;0;30;1
4916126;54;1;0;0;27;5
4916126;54;1;1;0;30;4
4916127;54;1;1;1;6;3
4916127;54;0;1;;1;
4916128;54;1;1;0;34;6
4916128;54;1;0;0;36;6
4916128;54;0;1;1;8;3
4916128;54;0;1;0;4;1
4916129;54;0;0;0;58;3
4916129;54;1;1;0;65;5
4916129;54;0;0;0;69;5
4916129;54;1;0;0;35;6
4916129;54;1;1;0;57;3
4916129;54;0;0;0;56;3
4916130;54;0;1;0;18;5
4916130;54;1;1;1;20;6
4916130;54;0;1;0;39;5
4916130;54;0;1;0;19;4
4916131;54;1;0;1;15;4
4916131;54;0;0;0;35;6
4916131;54;0;1;0;36;5
4916132;54;0;1;0;26;6
4916132;54;1;0;0;47;6
4916132;54;0;1;1;23;6
4916132;54;0;0;0;30;5
4916132;54;0;0;1;7;3
4916133;54;1;1;0;4;1
4916134;54;1;1;0;4;1
4916134;54;0;1;0;40;6
4916134;54;1;0;0;35;6
4916134;54;1;1;1;4;2
4916134;54;0;0;0;56;5
4916135;54;1;0;0;32;6
4916136;54;1;1;0;26;6
4916136;54;0;0;0;24;6
4916136;54;0;1;1;6;3
4916136;54;1;1;0;49;6
4916137;54;1;0;0;49;5
4916137;54;0;0;0;56;5
4916137;54;1;0;1;27;6
4916137;54;0;1;0;25;6
4916138;54;1;1;1;22;6
4916138;54;0;1;1;19;6
4916138;54;1;0;1;18;6
4916138;54;1;1;0;31;6
4916139;54;0;0;0;31;6
4916141;54;1;1;1;6;3
4916141;54;0;0;0;67;3
4916141;54;0;1;0;34;5
4916141;54;0;0;0;33;6
4916142;54;0;0;1;12;4
4916142;54;1;1;1;5;2
4916142;54;1;1;0;51;5
4916142;54;0;0;0;49;4
4916143;54;1;1;0;25;5
4916143;54;0;0;0;29;5
4916143;54;0;1;1;10;3
4916143;54;0;0;1;6;3
4916143;54;0;0;1;6;3
4916143;54;1;0;0;57;5
4916144;54;0;1;1;25;6
4916144;54;1;0;0;32;6
4916144;54;0;1;0;28;3
4916145;54;1;1;0;55;3
4916145;54;0;0;0;53;4
4916146;54;1;0;0;66;5
4916146;54;0;0;0;36;5
4916146;54;1;1;1;18;4
4916147;54;1;1;1;16;4
4916147;54;0;1;0;29;4
4916147;54;0;0;0;29;5
4916147;54;0;1;0;34;4
4916148;54;1;1;1;18;5
4916148;54;0;0;0;47;3
4916148;54;0;1;0;45;3
4916149;54;0;0;0;49;5
4916149;54;1;1;0;24;5
4916149;54;1;0;1;14;4
4916158;54;0;1;0;58;6
4916158;54;1;0;0;50;6
4916158;54;1;1;1;17;6
4916158;54;1;0;0;67;5
4916167;66;1;0;0;34;6
4916171;66;1;1;0;38;6
4916172;66;1;0;1;5;2
4916172;66;0;1;0;31;6
4916174;66;0;0;;2;
4916174;66;1;0;0;75;3
4916174;66;0;0;0;62;5
4916174;66;0;1;0;36;6
4916174;66;1;0;0;27;5
4916179;66;1;0;1;13;4
4916179;66;1;1;1;5;3
4916180;66;1;0;1;18;6
4916180;66;1;1;0;66;4
4916180;66;0;1;0;63;3
4916185;66;0;1;0;87;3
4916187;66;0;0;0;84;1
4916187;66;0;0;0;68;5
4916188;66;1;1;0;32;5
4916189;66;0;1;0;34;5
4916189;66;1;0;0;36;4
4916189;66;0;0;1;18;6
4916189;66;0;1;1;14;4
4916190;66;1;0;1;5;3
4916190;66;1;1;0;65;5
4916192;66;0;0;0;46;4
4916192;66;1;0;1;10;4
4916192;66;1;0;0;64;6
4916192;66;0;0;0;34;5
4916193;66;0;0;0;3;1
4916193;66;0;0;0;45;6
4916193;66;0;1;0;54;5
4916193;66;0;1;1;15;4
4916194;66;0;1;1;12;4
4916194;66;0;1;0;40;4
4916194;66;1;0;0;38;5
4916198;66;1;0;1;12;4
4916198;66;1;0;0;26;5
4916199;66;1;1;0;71;4
4916200;66;1;0;0;66;3
4916200;66;1;1;0;73;3
4916201;66;1;0;0;49;5
4916201;66;0;1;0;46;5
4916202;66;1;0;0;50;5
4916202;66;1;1;0;47;6
4916202;66;0;0;0;47;6
4916205;66;1;1;1;17;5
4916205;66;1;0;1;5;2
4916205;66;1;0;0;43;6
4916205;66;1;0;1;16;5
4916206;66;1;1;1;16;6
4916206;66;1;1;0;46;6
4916207;66;1;0;0;36;6
4916207;66;1;0;1;10;4
4916207;66;0;0;1;4;2
4916208;68;1;1;;1;
4916208;68;0;1;0;32;5
4916208;68;0;0;0;46;5
4916208;68;0;1;0;18;5
4916208;68;0;1;0;52;6
4916208;68;0;0;0;52;5
4916209;68;0;0;0;34;6
4916209;68;1;1;;1;
4916210;68;1;0;0;63;5
4916210;68;1;1;1;36;6
4916210;68;1;0;0;33;6
4916211;68;1;1;0;37;6
4916211;68;1;0;1;6;3
4916211;68;1;0;0;49;6
4916211;68;0;0;1;18;6
4916211;68;1;1;1;16;6
4916211;68;1;1;0;61;6
4916211;68;1;0;0;64;6
4916212;68;1;0;0;52;6
4916212;68;1;1;0;27;6
4916213;68;1;0;1;25;6
4916213;68;1;0;1;23;6
4916214;68;1;1;0;19;5
4916214;68;1;0;1;16;4
4916214;68;0;0;1;14;4
4916214;68;0;1;1;12;4
4916215;68;0;0;0;29;6
4916215;68;0;1;1;9;3
4916215;68;0;1;1;7;3
4916215;68;1;1;1;47;6
4916216;68;0;1;0;75;3
4916216;68;0;0;0;60;4
4916216;68;0;0;0;39;4
4916217;68;1;1;0;36;5
4916217;68;1;1;1;20;6
4916217;68;1;1;0;63;5
4916217;68;0;0;0;58;3
4916218;68;1;1;0;33;6
4916218;68;0;0;0;27;6
4916218;68;1;0;1;3;2
4916219;68;1;1;0;57;5
4916219;68;1;0;0;69;5
4916219;68;0;1;0;47;5
4916219;68;0;0;0;39;6
4916220;68;1;1;0;4;1
4916220;68;1;0;1;16;6
4916220;68;0;0;0;82;6
4916221;68;1;1;0;80;3
4916221;68;1;0;0;75;3
4916222;68;0;1;0;56;6
4916222;68;1;0;1;15;4
4916223;68;0;1;0;80;6
4916223;68;1;0;0;22;6
4916224;68;1;0;0;68;6
4916224;68;0;1;0;30;6
4916224;68;1;0;1;27;6
4916224;68;1;1;;2;
4916225;68;1;0;0;47;6
4916226;68;0;0;1;19;6
4916226;68;1;0;1;18;6
4916226;68;0;0;0;37;6
4916227;68;0;1;1;5;2
4916228;68;1;1;1;23;6
4916228;68;0;0;1;26;6
4916228;68;0;0;1;23;6
4916228;68;0;1;0;55;3
4916229;68;1;0;1;17;4
4916229;68;1;1;0;15;4
4916229;68;0;1;1;11;3
4916230;68;1;0;0;29;3
4916230;68;1;1;0;24;4
4916230;68;1;1;1;10;3
4916231;68;1;1;1;7;3
4916231;68;0;1;;2;
4916231;68;1;1;0;28;3
4916232;68;1;0;0;22;4
4916232;68;1;0;;1;
4916232;68;1;1;0;57;5
4916232;68;0;0;0;57;5
4916232;68;0;1;0;29;5
4916233;68;1;0;0;19;5
4916233;68;0;1;;1;
4916234;68;1;0;1;18;6
4916234;68;1;1;0;39;5
4916235;68;1;0;1;30;6
4916236;68;1;0;1;12;4
4916236;68;0;0;;2;
4916237;68;1;0;0;61;3
4916237;68;1;1;0;61;3
4916238;68;1;1;0;73;3
4916238;68;0;0;0;73;3
4916240;68;0;1;0;45;4
4916240;68;0;1;1;12;4
4916330;73;0;1;0;51;6
4916330;73;0;0;0;51;5
4916331;73;0;0;0;29;5
4916331;73;1;0;0;52;5
4916331;73;0;0;1;22;6
4916332;73;1;1;1;13;4
4916332;73;1;1;0;53;6
4916333;73;0;0;0;45;6
4916333;73;1;0;0;23;6
4916334;73;1;1;0;65;3
4916334;73;1;0;1;66;4
4916334;73;1;1;0;23;6
4916334;73;0;0;0;52;4
4916335;73;0;1;0;33;5
4916335;73;0;1;0;17;5
4916336;73;1;0;0;69;3
4916337;73;1;1;0;42;3
4916337;73;0;0;0;28;3
4916337;73;1;1;1;10;3
4916337;73;1;0;1;6;3
4916337;73;0;1;0;45;4
4916338;73;1;0;0;42;3
4916338;73;1;1;1;12;4
4916338;73;0;1;0;30;3
4916339;73;0;0;0;38;5
4916339;73;1;1;1;11;3
4916339;73;0;1;0;64;3
4916340;73;0;1;0;37;3
4916341;73;1;0;0;32;6
4916341;73;0;1;1;14;4
4916342;73;1;0;1;6;3
4916342;73;0;1;1;26;6
4916342;73;0;1;0;31;6
4916343;73;0;0;0;54;4
4916344;73;1;0;0;31;6
4916345;73;1;1;0;29;6
4916345;73;0;0;0;43;5
4916346;73;1;1;1;20;6
4916346;73;0;1;1;13;4
4916347;73;1;1;0;32;6
4916347;73;0;1;0;38;4
4916347;73;1;0;0;49;3
4916348;73;1;0;1;16;4
4916348;73;1;0;0;37;5
4916348;73;1;0;1;13;4
4916348;73;1;0;1;21;6
4916348;73;1;0;0;69;5
4916348;73;0;1;0;54;3
4916348;73;1;0;0;43;3
4916349;73;0;1;0;20;6
4916349;73;0;1;0;61;5
4916349;73;1;0;0;41;6
4916349;73;1;0;1;24;6
4916349;73;0;0;0;66;3
4916349;73;0;0;0;45;6
4916350;73;1;0;0;30;6
4916350;73;0;1;0;25;5
4916351;73;0;0;0;88;3
4916351;73;0;1;0;71;6
4916351;73;0;0;0;36;6
4916351;73;0;0;1;14;4
4916351;73;0;0;1;7;3
4916352;73;1;1;0;75;5
4916352;73;0;0;0;71;3
4916353;73;1;1;0;52;3
4916353;73;0;0;0;56;4
4916357;73;1;1;0;66;5
4916357;73;1;1;0;60;5
4916358;73;1;1;0;55;5
4916358;73;1;0;0;55;4
4916358;73;0;0;1;23;6
4916358;73;0;1;1;16;5
4916358;73;0;0;0;36;5
4916362;73;1;0;1;5;2
4916362;73;0;1;0;61;3
4916362;73;0;0;0;64;3
4916363;73;1;0;0;40;4
4916364;73;1;1;0;25;3
4916364;73;1;1;1;13;4
4916364;73;0;1;0;20;5
4916365;73;1;0;0;26;3
4916366;73;1;0;;0;
4916366;73;1;1;0;61;3
4916366;73;0;0;0;56;4
4916367;73;1;1;0;59;6
4916368;73;1;0;0;49;5
4916369;73;1;1;0;20;5
4916369;73;1;1;0;18;4
4916370;73;0;1;1;7;3
4916370;73;0;0;0;53;5
4916370;73;0;1;0;20;5
4916370;73;0;1;0;55;3
4916370;73;0;0;0;49;3
4916370;73;0;1;0;31;4
4916370;73;0;0;0;16;4
4916371;73;0;0;0;61;6
4916372;73;1;1;0;57;6
4916372;73;1;1;0;21;5
4916377;73;0;0;0;35;6
4916377;73;0;1;0;84;6
4916377;73;0;1;0;62;6
4916378;73;1;0;0;79;5
4916378;73;0;1;0;58;5
4916384;73;1;0;0;45;4
4916390;73;1;1;1;19;6
4916397;76;1;0;1;12;4
4916397;76;0;0;0;47;6
4916398;76;1;1;0;44;6
4916398;76;1;0;0;65;6
4916398;76;0;0;0;34;6
4916398;76;1;1;0;55;3
4916399;76;1;0;0;52;4
4916399;76;0;1;1;18;4
4916400;76;1;1;0;50;6
4916400;76;0;0;0;50;6
4916401;76;1;1;1;17;5
4916402;76;1;1;0;52;4
4916402;76;0;0;0;87;3
4916403;76;0;1;0;58;3
4916403;76;0;1;0;56;4
4916403;76;0;1;0;55;3
4916404;76;1;0;0;70;5
4916404;76;0;1;0;35;6
4916404;76;1;0;0;34;5
4916404;76;1;0;0;7;1
4916404;76;0;1;0;30;5
4916405;76;0;1;0;24;6
4916405;76;0;1;0;25;6
4916405;76;0;0;0;23;6
4916405;76;1;0;0;47;6
4916405;76;0;0;0;42;5
4916406;76;0;1;1;12;4
4916406;76;0;1;0;62;6
4916406;76;1;1;0;73;1
4916406;76;1;1;0;75;1
4916407;76;1;1;0;30;6
4916407;76;1;0;0;28;5
4916408;76;1;0;1;8;3
4916408;76;0;0;0;30;5
4916408;76;0;0;1;8;3
4916409;76;1;0;0;41;6
4916409;76;1;0;1;17;5
4916409;76;1;1;0;64;1
4916409;76;0;0;0;62;3
4916410;76;0;1;0;25;5
4916410;76;0;1;0;32;4
4916410;76;0;0;0;36;5
4916410;76;0;1;1;6;3
4916410;76;1;0;0;33;5
4916411;76;0;0;0;49;5
4916411;76;1;1;0;58;4
4916412;76;1;0;1;7;3
4916412;76;0;0;0;33;6
4916412;76;1;1;1;5;2
4916412;76;1;0;1;32;6
4916413;76;1;1;0;83;6
4916413;76;1;0;0;81;4
4916414;76;1;1;0;43;6
4916414;76;1;1;0;69;5
4916415;76;0;0;0;55;6
4916415;76;0;0;1;17;5
4916415;76;0;1;1;16;4
4916415;76;1;1;0;23;3
4916415;76;1;0;0;18;4
4916415;76;1;1;0;58;6
4916415;76;1;1;0;47;4
4916415;76;1;0;1;37;4
4916415;76;0;1;1;7;3
4916416;76;0;0;0;30;6
4916416;76;0;1;0;65;6
4916416;76;0;1;1;6;2
4916417;76;1;0;0;33;4
4916417;76;1;1;0;31;5
4916417;76;1;1;0;13;3
4916417;76;1;1;1;10;3
4916418;76;1;1;0;8;1
4916418;76;0;0;0;54;4
4916418;76;0;1;0;76;3
4916419;76;1;0;0;51;3
4916419;76;0;0;0;34;5
4916419;76;1;1;0;28;5
4916419;76;0;0;0;25;5
4916420;76;0;1;1;6;3
4916420;76;1;1;0;3;1
4916420;76;1;1;0;54;6
4916420;76;1;0;0;33;3
4916421;76;0;1;0;26;1
4916421;76;0;1;1;16;4
4916421;76;0;0;1;14;4
4916422;76;0;0;1;13;4
4916422;76;1;1;0;46;3
4916423;76;0;0;0;71;3
4916423;76;0;1;0;46;3
4916423;76;0;0;0;44;3
4916423;76;0;1;1;10;3
4916423;76;1;0;1;5;2
4916423;76;0;0;0;71;3
4916423;76;1;1;0;47;3
4916424;76;1;1;0;20;4
4916424;76;0;1;0;62;6
4916424;76;0;0;0;64;5
4916425;76;0;1;0;38;6
4916425;76;0;0;0;30;6
4916425;76;0;0;0;30;6
4916425;76;1;0;1;7;3
4916426;76;0;0;1;24;4
4916426;76;1;0;1;3;2
4916426;76;0;0;0;79;3
4916426;76;1;0;0;76;1
4916426;76;0;1;0;33;6
4916426;76;0;0;0;34;6
4916426;76;0;0;0;56;3
4916427;76;1;1;0;78;3
4916427;76;1;0;0;70;3
4916427;76;0;1;1;19;6
4916428;76;1;1;0;40;6
4916428;76;1;1;0;35;5
4916428;76;1;0;0;33;5
4916428;76;1;1;1;16;4
4916429;76;1;0;1;13;4
4916429;76;0;0;;2;
4916429;76;0;0;0;44;5
4916430;76;1;0;1;11;3
4916430;76;1;1;0;38;5
4916431;76;1;0;0;38;4
4916431;76;0;1;1;8;3
4916431;76;0;0;1;5;2
4916431;76;1;0;0;49;3
4916431;76;1;1;0;69;6
4916432;76;0;1;0;28;5
4916432;76;1;0;0;36;5
4916432;76;1;1;1;9;3
4916432;76;0;1;0;34;4
4916433;76;1;0;0;30;4
4916433;76;0;0;1;6;3
4916433;76;1;1;0;70;4
4916434;76;1;1;0;30;6
4916435;76;0;0;0;26;5
4916435;76;0;1;0;33;4
4916435;76;1;0;0;26;6
4916435;76;1;1;1;10;3
4916436;76;1;0;;2;
4916436;76;0;1;0;57;1
4916437;76;1;0;0;51;1
4916437;76;0;0;0;28;5
4916438;76;0;1;1;5;2
4916438;76;0;1;;2;
4916438;76;1;0;0;26;5
4916438;76;1;0;0;23;6
4916438;76;0;0;0;33;4
4916439;76;1;0;1;14;4
4916439;76;0;1;1;12;4
4916440;76;1;0;1;9;3
4916440;76;1;0;0;52;3
4916440;76;0;1;0;48;4
4916441;76;0;1;0;26;5
4916441;76;0;1;0;19;5
4916442;76;1;1;0;17;5
4916442;76;0;1;0;18;3
4916442;76;0;1;0;36;4
4916443;76;1;1;0;20;6
4916443;76;1;1;0;19;5
4916444;76;0;0;0;40;4
4916444;76;0;1;0;47;3
4916444;76;1;1;0;21;5
4916445;76;0;0;0;18;6
4916445;76;1;1;1;13;4
4916445;76;0;1;0;70;6
4916445;76;1;1;0;80;4
4916445;76;0;1;0;35;3
4916445;76;1;1;0;46;5
4916446;76;0;1;0;84;5
4916447;76;0;0;0;80;5
4916448;76;1;1;0;51;6
4916448;76;1;0;0;47;6
4916448;76;0;0;0;70;6
4916449;76;1;0;0;72;6
4916449;76;0;0;0;60;3
4916458;76;0;1;0;39;4
4916458;76;1;0;0;28;5
4916461;76;1;0;1;7;3
4916461;76;0;1;0;78;6
4916461;76;0;0;0;72;5
4916461;76;0;0;0;47;4
4916469;76;1;1;0;68;5
4916470;76;1;0;0;70;6
4916471;76;1;0;0;76;3
4916471;76;0;0;0;67;6
4916912;5;0;0;0;47;3
4916912;5;0;0;0;69;6
4916912;5;1;1;0;45;5
4916913;5;1;0;0;41;5
4916913;5;1;1;0;45;5
4916913;5;0;0;0;18;5
4916913;5;0;0;0;26;4
4916914;5;1;1;0;7;1
4916914;5;1;0;0;6;1
4916915;5;0;1;;2;
4916915;5;0;0;0;19;3
4916916;5;0;1;0;30;5
4916916;5;0;0;0;27;5
4916916;5;0;0;0;57;5
4916917;5;1;1;0;63;6
4916917;5;0;1;0;24;6
4916917;5;0;1;1;22;6
4916918;5;0;1;0;31;6
4916918;5;0;1;0;27;5
4916919;5;0;0;0;52;5
4916919;5;1;0;0;30;6
4916919;5;1;0;0;55;3
4916919;5;0;0;0;60;3
4916920;5;1;1;0;62;1
4916920;5;1;1;0;67;1
4916921;5;1;0;0;57;3
4916921;5;1;1;1;18;4
4916921;5;0;1;0;46;3
4916922;5;1;0;0;50;4
4916922;5;0;1;0;63;3
4916922;5;1;0;0;51;3
4916922;5;1;0;0;19;5
4916923;5;1;1;1;10;3
4916923;5;0;1;0;33;3
4916924;5;0;0;0;63;3
4916925;5;0;1;0;42;5
4916925;5;0;0;0;39;5
4916925;5;1;1;0;61;5
4916926;5;0;1;1;20;6
4916926;5;1;0;1;19;6
4916926;5;0;0;1;9;3
4916926;5;0;1;0;64;3
4916926;5;0;0;0;60;3
4916926;5;1;1;0;34;4
4916926;5;0;1;0;21;5
4916927;5;1;1;1;15;4
4916927;5;0;0;0;71;3
4916928;5;1;0;0;77;1
4916928;5;1;1;0;49;5
4916929;5;0;0;0;47;5
4916929;5;0;1;0;28;6
4916930;5;0;0;0;28;5
4916931;5;1;1;1;4;2
4916932;5;0;1;0;20;4
4916933;5;0;1;1;12;4
4916934;5;0;0;1;6;3
4916934;5;0;0;0;58;5
4916935;5;0;1;0;33;5
4916935;5;0;1;0;52;4
4916936;5;1;0;0;50;3
4916937;5;1;0;1;16;5
4916937;5;0;0;0;36;5
4916937;5;0;0;1;12;4
4916938;5;1;0;0;65;1
4916939;5;1;0;0;44;6
4916939;5;1;1;0;62;3
4916939;5;0;1;0;57;5
4916940;5;1;1;0;54;3
4916940;5;0;1;0;32;5
4916941;5;0;0;0;28;6
4916941;5;0;1;;2;
4916943;5;1;0;0;54;5
4916944;5;1;1;0;56;4
4916946;5;1;0;1;25;6
4916947;5;0;0;1;17;5
4916947;5;1;0;0;75;3
4916948;5;1;1;0;39;3
4916948;5;1;1;0;36;3
4916949;5;1;0;0;49;5
4916950;5;0;1;0;20;5
4916950;5;0;0;1;17;5
4916951;5;0;1;1;11;3
4916951;5;0;0;0;73;3
4916952;5;0;0;0;52;1
4916953;5;0;0;1;25;6
4916953;5;0;0;0;33;6
4916955;5;1;1;1;6;3
4916955;5;0;1;0;56;4
4916955;5;0;0;0;53;4
4916956;5;0;1;0;35;5
4916956;5;1;0;1;32;6
4916957;5;1;1;0;56;5
4916957;5;0;0;0;49;6
4916957;5;0;1;0;29;6
4916957;5;0;0;0;24;6
4916958;5;1;0;0;50;4
4916959;5;0;1;0;30;5
4916960;5;1;1;0;49;5
4916961;5;0;0;0;52;4
4916962;5;0;0;1;10;3
4916963;5;0;1;0;42;6
4916964;5;1;0;0;70;4
4916964;5;1;1;0;50;6
4916965;5;0;0;0;29;5
4916965;5;1;1;1;10;3
4916965;5;1;0;1;3;2
4916966;5;1;0;0;57;5
4916967;5;1;0;0;91;5
4916967;5;0;1;0;56;3
4916967;5;1;0;0;46;3
4916968;5;0;1;0;38;4
4916968;5;1;1;0;32;5
4916968;5;0;0;0;21;5
4916969;8;0;1;;2;
4916969;8;0;0;0;60;4
4916969;8;0;0;0;81;1
4916969;8;1;1;0;46;5
4916969;8;0;0;0;47;6
4916970;8;1;0;0;78;3
4916970;8;1;0;0;62;5
4916971;8;0;1;0;30;4
4916971;8;0;1;1;25;6
4916972;8;0;1;1;22;6
4916972;8;1;1;0;59;4
4916973;8;1;1;0;58;4
4916973;8;1;0;0;40;5
4916974;8;1;1;0;23;5
4916974;8;1;0;1;16;4
4916975;8;0;1;0;49;3
4916975;8;0;0;0;42;4
4916976;11;0;1;0;23;6
4916976;11;0;0;1;20;6
4916977;11;0;1;0;45;5
4916977;11;0;0;0;46;5
4916978;13;1;0;1;22;6
4916978;13;0;0;1;20;6
4916978;13;0;1;1;22;6
4916979;13;1;0;0;37;5
4916979;13;0;0;0;59;5
4916979;13;0;0;1;18;6
4916980;13;1;0;1;16;6
4916980;13;1;0;0;55;3
4916980;13;1;1;0;25;1
4916981;13;0;0;0;22;6
4916981;13;0;1;1;19;5
4916981;13;0;1;0;31;5
4916982;13;1;0;0;38;3
4916983;13;1;0;0;21;4
4916983;13;0;1;1;17;4
4916983;13;0;0;0;28;3
4916983;13;0;1;1;10;3
4916984;13;0;1;1;4;1
4916985;13;0;0;0;50;1
4916985;13;0;0;0;52;5
4916986;13;1;1;0;51;4
4916986;13;1;1;0;23;5
4916987;13;0;0;1;20;6
4916987;13;0;1;0;80;3
4916988;13;1;0;0;72;3
4916989;13;1;0;0;46;3
4916989;13;0;1;0;24;5
4916989;13;0;0;1;13;4
4916989;13;0;0;0;56;4
4916990;13;1;0;0;54;3
4916990;13;0;1;0;28;5
4916990;13;1;1;0;26;5
4916991;13;1;1;1;20;6
4916992;13;1;0;1;7;3
4916992;13;0;0;0;33;4
4916993;13;0;0;1;12;4
4916993;13;0;1;1;10;3
4916994;13;1;1;1;24;6
4916994;13;1;0;0;64;4
4916994;13;1;1;0;65;1
4916994;13;0;1;1;16;4
4916995;13;1;0;1;15;3
4916995;13;0;0;0;27;6
4917037;17;0;1;0;25;6
4917038;17;0;0;0;44;3
4917038;17;0;1;0;24;5
4917038;17;1;0;1;22;6
4917039;17;0;0;0;20;5
4917039;17;1;1;0;25;5
4917040;17;0;1;0;49;4
4917040;17;0;0;0;29;4
4917040;17;0;1;0;26;6
4917041;17;0;1;1;13;4
4917042;17;0;0;1;8;3
4917043;17;1;1;0;26;6
4917043;17;1;0;0;28;6
4917044;17;0;0;1;7;3
4917044;17;0;0;1;3;2
4917044;17;0;0;0;33;6
4917045;17;0;0;1;14;4
4917045;17;0;1;1;9;3
4917045;17;0;0;0;53;3
4917046;17;0;1;0;68;3
4917047;17;1;0;0;67;3
4917047;17;1;1;0;27;4
4917047;17;0;0;0;23;4
4917047;17;0;0;1;18;5
4917048;17;1;1;0;62;4
4917048;17;0;0;0;25;6
4917048;17;0;1;1;24;6
4917048;17;0;0;0;54;6
4917049;17;0;0;0;52;6
4917050;17;0;0;0;51;3
4917050;17;0;0;0;60;3
4917051;17;1;1;0;39;6
4917051;17;0;1;1;22;6
4917052;17;0;1;0;34;4
4917052;17;1;0;0;26;6
4917053;17;0;1;0;50;5
4917053;17;0;0;0;44;3
4917054;17;0;0;1;9;3
4917054;17;0;1;0;38;5
4917055;17;1;1;0;50;3
4917056;17;1;0;0;26;5
4917056;17;1;0;1;5;2
4917056;17;1;1;0;54;5
4917056;17;0;0;0;40;5
4917057;17;1;1;0;19;5
4917057;17;0;0;1;14;4
4917058;17;1;1;0;46;4
4917058;17;1;1;0;55;4
4917059;17;1;0;0;54;3
4917059;17;1;0;0;30;6
4917060;17;1;1;;0;
4917060;17;1;0;0;21;6
4917060;17;0;0;;2;
4917060;17;0;1;0;33;6
4917061;17;1;1;0;23;5
4917061;17;0;0;0;28;4
4917062;17;1;1;0;20;4
4917062;17;1;0;0;31;6
4917062;17;0;1;0;33;3
4917062;17;0;1;1;12;4
4917062;17;0;0;0;30;5
4917063;17;0;0;0;29;6
4917063;17;1;1;1;15;4
4917064;17;1;1;0;13;1
4917064;17;0;0;1;12;3
4917065;17;1;1;0;22;6
4917065;17;0;0;0;22;6
4917065;17;0;0;;0;
4917065;17;0;0;0;47;5
4917066;17;0;0;1;26;6
4917066;17;0;1;0;4;1
4917066;17;1;1;1;24;6
4917067;17;1;0;1;15;4
4917067;17;1;0;0;37;5
4917067;17;0;0;1;17;4
4917068;17;0;0;1;14;4
4917069;17;0;1;0;45;6
4917069;17;0;0;0;67;4
4917069;17;0;0;0;51;5
4917070;17;0;1;0;64;6
4917070;17;0;1;0;34;5
4917071;17;1;0;1;16;3
4917071;17;0;1;0;65;3
4917072;17;0;0;0;42;5
4917073;17;1;1;0;43;4
4917073;17;0;0;0;23;5
4917074;17;0;1;1;20;4
4917075;17;0;1;0;25;4
4917075;17;1;0;1;24;6
4917076;17;1;0;1;35;6
4917076;17;1;1;0;36;4
4917077;17;1;1;0;30;6
4917077;17;1;0;0;28;6
4917079;17;0;0;1;33;6
4917079;17;1;1;1;11;4
4917079;17;0;1;1;8;3
4917079;17;0;1;0;35;6
4917080;17;1;0;0;31;6
4917080;17;1;0;0;36;6
4917081;17;0;0;1;25;6
4917082;17;0;1;0;27;6
4917082;17;0;1;0;75;5
4917083;17;1;0;0;74;3
4917083;17;0;0;0;45;6
4917083;17;0;0;0;42;6
4917084;17;0;1;1;37;6
4917085;17;1;1;0;29;6
4917085;17;0;0;0;22;5
4917086;17;0;1;;0;
4917087;17;0;1;0;47;6
4917088;17;0;0;0;30;5
4917088;17;0;0;0;34;6
4917089;17;1;1;0;50;6
4917089;17;1;1;0;25;5
4917090;17;0;1;0;46;6
4917169;23;1;0;0;38;6
4917169;23;0;1;1;4;2
4917170;23;0;1;0;57;5
4917170;23;0;0;0;56;5
4917170;23;1;1;0;39;6
4917170;23;1;0;0;38;6
4917170;23;0;1;0;67;6
4917171;23;0;0;0;68;5
4917171;23;1;1;0;69;4
4917171;23;1;0;0;62;6
4917172;23;0;1;0;32;5
4917172;23;0;0;0;27;5
4917172;23;0;0;1;10;3
4917173;23;0;1;1;4;2
4917173;23;1;0;1;3;2
4917173;23;1;0;0;69;3
4917173;23;0;1;0;72;3
4917174;23;0;0;0;43;5
4917174;23;0;1;1;17;5
4917175;23;1;0;1;13;4
4917175;23;0;0;0;38;6
4917176;23;0;1;0;27;5
4917177;23;1;1;1;11;3
4917178;23;0;1;1;4;2
4917178;23;1;0;0;30;5
4917178;23;0;1;1;7;3
4917178;23;0;0;1;10;3
4917178;23;0;0;0;20;5
4917178;23;0;1;0;31;5
4917179;23;1;0;0;27;5
4917179;23;0;0;1;8;3
4917179;23;1;0;1;4;2
4917179;23;0;1;0;24;5
4917247;50;0;0;0;23;5
4917248;50;0;0;0;4;1
4917248;50;0;0;0;48;5
4917249;50;0;0;1;13;4
4917249;50;0;0;1;10;4
4917250;50;0;1;0;43;5
4917250;50;1;0;0;41;6
4917250;50;0;0;1;21;6
4917250;50;0;0;0;18;5
4917250;50;0;0;1;12;4
4917251;50;0;1;0;28;6
4917251;50;0;0;0;28;5
4917252;50;1;0;0;4;1
4917253;50;1;1;0;65;3
4917254;50;0;0;0;60;4
4917254;50;0;0;0;20;5
4917254;50;1;1;0;32;6
